Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Source,EID
"Girard C., Sobczak A.","Towards a Model of Corporate and Social Stakeholder Engagement: Analyzing the Relations Between a French Mutual Bank and Its Members",2012,"Journal of Business Ethics","107","2",,"215","225",,4,10.1007/s10551-011-1034-3,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84859817219&partnerID=40&md5=65403871387dcc9b29a9c868dad7e195","Audencia Nantes School of Management, GREMA-Institute for Global Responsibility, 8, Route de la Jonelière, BP 31 222, 44 312 Nantes Cedex 3, France","Girard C., Audencia Nantes School of Management, GREMA-Institute for Global Responsibility, 8, Route de la Jonelière, BP 31 222, 44 312 Nantes Cedex 3, France; Sobczak A., Audencia Nantes School of Management, GREMA-Institute for Global Responsibility, 8, Route de la Jonelière, BP 31 222, 44 312 Nantes Cedex 3, France","The aim of this article is to develop a new classification of stakeholders based on the concept of corporate and social engagement. Engagement is analyzed as an organizational learning process between the managers of an organization and its stakeholders. It is a necessary condition to improve the organization's impact on its economic, social, and natural environment. Applied to the membership of a French mutual bank in order to identify the members' varying levels of engagement, this new mapping technique may help managers to adapt their practices to the degree of engagement of each identified group of members, and to modify their financial products and communications to foster engagement among as many of these groups as possible. © 2011 Springer Science+Business Media B.V.","Corporate engagement; Corporate social responsibility; Mutual banks; Stakeholder engagement",,"Sobczak, A.; Audencia Nantes School of Management, GREMA-Institute for Global Responsibility, 8, Route de la Jonelière, BP 31 222, 44 312 Nantes Cedex 3, France; email: asobczak@audencia.com",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84859817219
"Lee K.-H.","Linking stakeholders and corporate reputation towards corporate sustainability",2012,"International Journal of Innovation and Sustainable Development","6","2",,"219","235",,2,10.1504/IJISD.2012.046947,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84861597007&partnerID=40&md5=49f7baed2a3312baa10d18c8a6c3711c","Griffith Business School, Gold Coast Campus, Griffith University, QLD 4222, Australia","Lee K.-H., Griffith Business School, Gold Coast Campus, Griffith University, QLD 4222, Australia","The purpose of this paper is to understand the interdependence of corporate reputation within the sphere of stakeholder management with the goal of achieving corporate sustainability. The paper investigates literatures in corporate sustainability, stakeholder management, social marketing, corporate communication, and reputation management in order to build a new framework. This study suggests that building and managing stakeholder relationships solidly can assist business organisations to become more sustainable, and solidifying a strong corporate reputation by utilising corporate communications, public relations, and social marketing as practices and as discipline can also contribute to corporate sustainability. This paper provides a new approach to link stakeholders and corporate reputation towards corporate sustainability. Copyright © 2012 Inderscience Enterprises Ltd.","Corporate reputation; Corporate social responsibility; Corporate sustainability; CS; CSR; Public relations; Social marketing; Stakeholder communications",,"Lee, K.-H.; Griffith Business School, Gold Coast Campus, Griffith University, QLD 4222, Australia; email: ki-hoon.lee@griffith.edu.au",,,17408822,,,,"English","Int. J. Innov. Sustainable Develop.",Article,Scopus,2-s2.0-84861597007
"Goby V.P., Nickerson C.","Introducing Ethics and Corporate Social Responsibility at Undergraduate Level in the United Arab Emirates: An Experiential Exercise on Website Communication",2012,"Journal of Business Ethics","107","2",,"103","109",,2,10.1007/s10551-011-1025-4,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84859844206&partnerID=40&md5=62e6cbb0b296f27a8a6b06578b80a0bf","College of Business, Zayed University, P.O. Box 19282, Dubai, United Arab Emirates","Goby V.P., College of Business, Zayed University, P.O. Box 19282, Dubai, United Arab Emirates; Nickerson C., College of Business, Zayed University, P.O. Box 19282, Dubai, United Arab Emirates","In this article, we describe an assignment undertaken by our third-year students at a University Business School in the United Arab Emirates. The assignment serves to introduce corporate social responsibility and ethics in the undergraduate curriculum and to raise student awareness of how corporate activity together with corporate social responsibility can impact a country's social, political, and cultural landscapes. We outline the assignment, student response to it, and its contribution to student intellectual development in terms of ethical perspective, philanthropy versus ethics, economic development, and cultural diversity. We discuss the implications of this learning experience for our students and their greater understanding of items within the United Arab Emirates government's strategic directions, namely, creating a cohesive society and a sustainable environment. © 2011 Springer Science+Business Media B.V.","Business leadership; CSR; Emerging economies; Ethics; Experiential learning",,"Goby, V. P.; College of Business, Zayed University, P.O. Box 19282, Dubai, United Arab Emirates; email: Valerie.goby@zu.ac.ae",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84859844206
"Dam L., Scholtens B.","Does Ownership Type Matter for Corporate Social Responsibility?",2012,"Corporate Governance","20","3",,"233","252",,15,10.1111/j.1467-8683.2011.00907.x,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84859945854&partnerID=40&md5=198c657660e5253cec626318aea0e9a0","University of Groningen, Netherlands","Dam L., University of Groningen, Netherlands; Scholtens B., University of Groningen, Netherlands","Manuscript Type: Empirical Research Question/Issue: This study examines how different types of owners relate to corporate social responsibility (CSR). Research Findings/Insights: We use firm-level data for more than 600 European firms from 16 countries and 35 industries for 2005. We find that ownership by employees, individuals, and firms is associated with relatively poor corporate social policies of the firms they invest in. In contrast, the holdings by banks and institutional investors as well as those by the state appear to be neutral in this respect. Theoretical/Academic Implications: This study develops and tests notions as to how particular types of owners could have a specific impact on the firm's CSR. The relative value put upon CSR can differ along different types of owners. This results from their different economic roles in society. The study provides empirical support for the relationship between ownership type and CSR policies in Europe. As such, it provides a new focus on the content of shareholder activism, namely that shareholder background has to be taken into account. Another innovation is that we show it is important to account for the multidimensional nature of CSR as well. Practitioner/Policy Implications: This study offers a new perspective for firms, investors and other stakeholders about portfolio investments and CSR. As we find that it does matter who invests, corporate engagement policies can be directed much more effectively. In particular, the investors who act as intermediaries appear to be the most sensitive ones in this respect. Our study suggests that firms should take the background of their shareholders into account in relation to their CSR strategy. Furthermore, our study helps stakeholders to direct their efforts more effectively. It also provides a perspective for executives and investment managers of multinational firms to consider if and how they can create social value next to shareholder value. We suggest that policy makers promote the transparency of ownership information as well as that of CSR performance. © 2012 Blackwell Publishing Ltd.","Corporate governance; Corporate social responsibility; Firm policy; Investor activism; Investor type",,"Scholtens, B.; Department of Economics, Econometrics and Finance, Faculty of Economics and Business, University of Groningen, P.O. Box 800, 9700 AV, Groningen, Netherlands; email: l.j.r.scholtens@rug.nl",,,09648410,,,,"English","Corp. Gov.",Article,Scopus,2-s2.0-84859945854
"Lopez-De-Pedro J.M., Rimbau-Gilabert E.","Stakeholder Approach: What Effects Should We Take into Account in Contemporary Societies?",2012,"Journal of Business Ethics","107","2",,"147","158",,4,10.1007/s10551-011-1029-0,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84859856096&partnerID=40&md5=1718ef60ed2beb891f309e2274459a97","C.U. Villanueva, C/ Claudio Coello, 11, 28001 Madrid, Spain; Department of Economics and Business Science, Open University of Catalonia (UOC), Av. Tibidabo, 39-43, 08035 Barcelona, Spain","Lopez-De-Pedro J.M., C.U. Villanueva, C/ Claudio Coello, 11, 28001 Madrid, Spain; Rimbau-Gilabert E., Department of Economics and Business Science, Open University of Catalonia (UOC), Av. Tibidabo, 39-43, 08035 Barcelona, Spain","In recent years, the stakeholder approach has been widely applied in the debate on corporate social responsibility (CSR). Although many authors of this approach have reviewed many elements of the model, they have unconditionally accepted several criteria assumed by Freeman (1984) to identify stakeholders. In general, stakeholder authors have assumed that (a) the company establishes dyadic relationships with other agents, and (b) decisions made by a company only have foreseen and direct effects on other agents. These criteria have enabled researchers to understand simple processes. However, they have also prevented researchers from explaining how action comes about, and how responsibility is shared, in many complex processes taking place in contemporary societies. Such complex processes involve many agents, and each decision can generate unexpected effects which accumulate or disseminate. Furthermore, the normative structure governing these processes can affect and/or be affected by the actions of agents. In this study, we propose new criteria to expand the stakeholder model and facilitate the study of CSR in such processes. © 2011 Springer Science+Business Media B.V.","Contemporary societies; Corporate responsibility; Effects; Relationships; Stakeholder approach",,"Rimbau-Gilabert, E.; Department of Economics and Business Science, Open University of Catalonia (UOC), Av. Tibidabo, 39-43, 08035 Barcelona, Spain; email: erimbau@uoc.edu",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84859856096
"Gupta M., Hodges N.","Corporate social responsibility in the apparel industry: An exploration of Indian consumers' perceptions and expectations",2012,"Journal of Fashion Marketing and Management","16","2",,"216","233",,10,10.1108/13612021211222833,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84860574654&partnerID=40&md5=2aa59cf51c61cdf00ed558dbc7de6ee4","Department of Consumer, Apparel and Retail Studies, University of North Carolina at Greensboro, Greensboro, NC, United States","Gupta M., Department of Consumer, Apparel and Retail Studies, University of North Carolina at Greensboro, Greensboro, NC, United States; Hodges N., Department of Consumer, Apparel and Retail Studies, University of North Carolina at Greensboro, Greensboro, NC, United States","Purpose: The purpose of this paper is to explore perceptions of Indian consumers regarding corporate social responsibility (CSR) in the apparel industry, and to investigate its importance in the apparel decision-making process. Design/methodology/approach: A qualitative research design was used as the methodological basis for the study. In-depth interviews were conducted in India with a total of 26 participants (19 males and 7 females). Interviews lasted between one and two hours and were conducted until saturation in responses was achieved. Findings: Interviews were transcribed verbatim and analyzed via a thematic approach; six themes emerged that are used to organize participants' responses regarding CSR in the apparel industry. A conceptual framework grounded in the data was developed that highlights relationships between factors that surfaced as important to CSR in the decision-making process. Research limitations/implications: Because data were collected specifically with Indian consumers, study findings may not be applicable to consumers in other developing countries. Participants were asked about their perceptions of CSR as consumers, thus it would also be important to know how manufacturers in India view CSR and what it means for their businesses. Practical implications: Results of this study provide in-depth insight into Indian consumers' perceptions of CSR in the apparel industry. Understanding CSR from the Indian consumers' perspective helps to articulate the economic and social value of addressing ethical concerns within the global apparel supply chain. Originality/value: The paper's findings are consistent with those of previous studies on CSR and the paper is one of the first to examine the issues relative to the Indian consumer population. India is an important sourcing destination for international apparel retailers, and at the same time, boasts a large population of consumers with a growing level of purchasing power. The paper provides insight into what this group thinks about CSR in an industry that contributes significantly to their country's economy. © Emerald Group Publishing Limited.","Apparel industry; Consumer behaviour; Corporate social responsibility; Garment industry; India",,"Gupta, M.; Department of Consumer, Apparel and Retail Studies, University of North Carolina at Greensboro, Greensboro, NC, United States; email: m_gupta@uncg.edu",,,13612026,,,,"English","J. Fash. Mark. Manage.",Article,Scopus,2-s2.0-84860574654
"Bravo R., Matute J., Pina J.M.","Corporate Social Responsibility as a Vehicle to Reveal the Corporate Identity: A Study Focused on the Websites of Spanish Financial Entities",2012,"Journal of Business Ethics","107","2",,"129","146",,28,10.1007/s10551-011-1027-2,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84859819158&partnerID=40&md5=71fac99e5e839e4dbba08a88a730751f","Facultad de Ciencias Económicas y Empresariales, The University of Zaragoza, Gran vía 2, 50005 Zaragoza, Spain; Facultad de Ciencias de la Salud y del Deporte de Huesca, The University of Zaragoza, Plaza Universidad 3, 22002 Huesca, Spain","Bravo R., Facultad de Ciencias Económicas y Empresariales, The University of Zaragoza, Gran vía 2, 50005 Zaragoza, Spain; Matute J., Facultad de Ciencias de la Salud y del Deporte de Huesca, The University of Zaragoza, Plaza Universidad 3, 22002 Huesca, Spain; Pina J.M., Facultad de Ciencias Económicas y Empresariales, The University of Zaragoza, Gran vía 2, 50005 Zaragoza, Spain","This study explores the relevance of corporate social responsibility (CSR) as an element of the corporate identity of Spanish financial institutions. Specifically, it aims to analyze the CSR actions developed by financial entities through the analysis of all the available information disclosed in their websites. A content analysis applied to 82 banking institutions, followed by different quantitative analyses, reveals the multidimensionality of CSR. Findings show that, while the number of entities institutionalizing CSR values as core elements of their identities is still reduced, most organizations disclose CSR information to construct communicated identities and legitimate behaviours. Besides, these dimensions are classified depending on the stakeholder the action is aimed to, and that entities favour the generation of distinctive identities through the implementation and communication of more visible CSR actions like those involving their customers or the community. In any case, results indicate that organizations with certain characteristics are more likely to construct distinctive identities through CSR activities and to establish ethical and social values within their corporate statements and cultures. © 2011 Springer Science+Business Media B.V.","Content analysis; Corporate identity; Corporate social responsibility; Corporate website; Financial services industry",,"Matute, J.; Facultad de Ciencias de la Salud y del Deporte de Huesca, The University of Zaragoza, Plaza Universidad 3, 22002 Huesca, Spain; email: jmatute@unizar.es",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84859819158
"Kim Y., Park M.S., Wier B.","Is earnings quality associated with corporate social responsibility?",2012,"Accounting Review","87","3",,"761","796",,52,10.2308/accr-10209,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84864295341&partnerID=40&md5=5968b392c1c762f32abc4c893546d147","Santa Clara University, United States; Virginia Commonwealth University, United States","Kim Y., Santa Clara University, United States; Park M.S., Virginia Commonwealth University, United States; Wier B., Virginia Commonwealth University, United States","This study examines whether socially responsible firms behave differently from other firms in their financial reporting. Specifically, we question whether firms that exhibit corporate social responsibility (CSR) also behave in a responsible manner to constrain earnings management, thereby delivering more transparent and reliable financial information to investors as compared to firms that do not meet the same social criteria. We find that socially responsible firms are less likely (1) to manage earnings through discretionary accruals, (2) to manipulate real operating activities, and (3) to be the subject of SEC investigations, as evidenced by Accounting and Auditing Enforcement Releases against top executives. Our results are robust to (1) controlling for various incentives for CSR and earnings management, (2) considering various CSR dimensions and components, and (3) using alternative proxies for CSR and accruals quality. To the extent that we control for the potential effects of reputation and financial performance, our findings suggest that ethical concerns are likely to drive managers to produce high-quality financial reports.","Corporate social responsibility; Discretionary accruals; Earnings management; Real activities manipulation; Transparency in financial reporting",,"Kim, Y.; Santa Clara UniversityUnited States",,,00014826,,,,"English","Account. Rev.",Article,Scopus,2-s2.0-84864295341
"Groves K.S., LaRocca M.A.","Does Transformational Leadership Facilitate Follower Beliefs in Corporate Social Responsibility? A Field Study of Leader Personal Values and Follower Outcomes",2012,"Journal of Leadership and Organizational Studies","19","2",,"215","229",,6,10.1177/1548051811433852,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84868662734&partnerID=40&md5=c71089a8563d77be6fd529e0023a8702","Pepperdine University, 6100 Center Drive, Los Angeles, CA 90045, United States","Groves K.S., Pepperdine University, 6100 Center Drive, Los Angeles, CA 90045, United States; LaRocca M.A., Pepperdine University, 6100 Center Drive, Los Angeles, CA 90045, United States","The authors tested an integrated model of transformational leadership consisting of leader personal values, follower beliefs in corporate social responsibility, and leadership performance outcomes. Data from 110 managers and 472 of their direct reports demonstrated strong support for the integrated model. As predicted, leader openness to change, self-transcendent, and collectivistic work values were positively associated with transformational leadership, whereas self-enhancement values were negatively associated with transformational leadership. Follower beliefs in corporate social responsibility partially mediated the relationship between transformational leadership and follower extra effort, which was strongly associated with leadership effectiveness. Implications for leadership theory, practice, and future research are discussed. © Baker College 2012.","personal values; socially responsible leadership; transformational leadership",,"Groves, K. S.; Pepperdine University, 6100 Center Drive, Los Angeles, CA 90045, United States; email: kevin.groves@pepperdine.edu",,,15480518,,,,"English","J. Leadersh. Organ. Stud.",Article,Scopus,2-s2.0-84868662734
"Dhaliwal D.S., Radhakrishnan S., Tsang A., Yang Y.G.","Nonfinancial disclosure and analyst forecast accuracy: International evidence on corporate social responsibility disclosure",2012,"Accounting Review","87","3",,"723","759",,51,10.2308/accr-10218,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84870593416&partnerID=40&md5=d444d378b385277d0f905c51db961541","University of Arizona, Korea University, Business School, United States; University of Texas at Dallas, United States; Chinese University of Hong Kong, Hong Kong","Dhaliwal D.S., University of Arizona, Korea University, Business School, United States; Radhakrishnan S., University of Texas at Dallas, United States; Tsang A., Chinese University of Hong Kong, Hong Kong; Yang Y.G., Chinese University of Hong Kong, Hong Kong","We examine the relationship between disclosure of nonfinancial information and analyst forecast accuracy using firm-level data from 31 countries. We use the issuance of stand-alone corporate social responsibility (CSR) reports to proxy for disclosure of nonfinancial information. We find that the issuance of stand-alone CSR reports is associated with lower analyst forecast error. This relationship is stronger in countries that are more stakeholder-oriented-i.e., in countries where CSR performance is more likely to affect firm financial performance. The relationship is also stronger for firms and countries with more opaque financial disclosure, suggesting that issuance of stand-alone CSR reports plays a role complementary to financial disclosure. These results hold after we control for various factors related to firm financial transparency and other potentially confounding institutional factors. Collectively, our findings have important implications for academics and practitioners in understanding the function of CSR disclosure in financial markets.","Analyst forecasts; Corporate social responsibility; Nonfinancial disclosure",,"Dhaliwal, D.S.; University of Arizona, Korea University, Business SchoolUnited States",,,00014826,,,,"English","Account. Rev.",Article,Scopus,2-s2.0-84870593416
"Marquina P., Morales C.E.","The influence of CSR on purchasing behaviour in Peru and Spain",2012,"International Marketing Review","29","3",,"299","312",,4,10.1108/02651331211229778,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84861564228&partnerID=40&md5=e9fa61b23ccbe15d16e4531050306705","Graduate School of Business, Pontificia Universidad Católica del Perú, Lima, Peru; People Management Department, EADA Business School, Barcelona, Spain","Marquina P., Graduate School of Business, Pontificia Universidad Católica del Perú, Lima, Peru; Morales C.E., People Management Department, EADA Business School, Barcelona, Spain","Purpose: The research study has three objectives. One is to provide empirical validation of the relationship between corporate social responsibility (CSR) and corporate abilities (CA) as an influential factor in socially responsible consumption. The second is to ascertain whether there are significant differences between CSR parameters estimated in the purchasing decisions of consumers from Peru and Spain. Finally, the authors aim to measure people's trade-off between the social (CSR) and traditional (CA) features of their purchasing decisions in terms of their willingness to pay. Design/methodology/approach: A discrete choice modelling experiment was used to test the relationship between CSR and CA, quantify consumers' intention to purchase, and establish their willingness to pay for specific social features. Findings: It was found that there is a positive relationship between CSR and CA regarding consumer behaviour and that Peruvian consumers seem to be more sensitive to CSR features of products than Spanish consumers. Moreover, the results show that the willingness to pay for each specific social feature seems to be contextually defined. Originality/value: This paper contributes to the ongoing debate regarding the importance of corporate social responsibility as an influential factor in consumers' socially responsible consumption. It quantifies the social features of companies' products and willingness to pay. © Emerald Group Publishing Limited.","Choice-based conjoint; Consumer behaviour; Corporate abilities; Corporate social responsibility; Ethical consumption; Organizational behaviour; Peru; Purchasing behaviour; Responsible consumption; Spain",,"Marquina, P.; Graduate School of Business, Pontificia Universidad Católica del Perú, Lima, Peru; email: percy.marquina@pucp.pe",,,02651335,,,,"English","Int. Mark. Rev.",Article,Scopus,2-s2.0-84861564228
"Blanchard D.","Corporate social responsibility in the supply Chain",2012,"Industry Week","261","5",,"22","26",,1,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84862022509&partnerID=40&md5=de314b9cdfd328f9dbb7c181a4d05342",,"Blanchard D.",[No abstract available],,,"Blanchard, D.",,,00390895,,IWEEA,,"English","Ind Week",Article,Scopus,2-s2.0-84862022509
"Gandolfi V.","Corporate social responsability evaluation",2012,"Quality - Access to Success","13","SUPPL. 2",,"1","9",,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84861620466&partnerID=40&md5=8554e03cf8b1c5488c8659abb93537f7","Faculty of Economics/Department of Economics, University of Parma, Italy","Gandolfi V., Faculty of Economics/Department of Economics, University of Parma, Italy","This paper critically analyses a large sample of business actions aimed at qualifying the companies as socially responsible. It assumes that socially responsible actions give advantage in terms of consumers, the community and stakeholders. But it is possible for companies to make misleading statements on corporate social responsibility (CSR) as in many countries there are no standard rules for performance evaluation. This means stakeholders can be misled and gives disadvantage to honest companies. The aim of this paper is to evaluate if the social-environmental actions by the companies are congruent with the definition of CSR given by the European Commission. We find that few company reports contain enough elements to qualify a company as CSR. The research is based on empirical surveys on CSR carried out by other organizations or obtained from company websites. Our findings are thus preliminary and do not claim to make final judgments on the degree of ethical or unethical behavior. We outline a method to evaluate overall company performance, focusing on the external context and preventing untruthful CSR communications, and suggest public policies to develop virtuous governance and promote sustainable development.","Corporate social responsibility; Ethics; Governance; Performance evaluation; Sustainability",,"Gandolfi, V.; Faculty of Economics/Department of Economics, University of ParmaItaly; email: valentino.gandolfi@unipr.it",,,15822559,,,,"English","Qual. Access Success",Article,Scopus,2-s2.0-84861620466
"Shen B., Wang Y., Lo C.K.Y., Shum M.","The impact of ethical fashion on consumer purchase behavior",2012,"Journal of Fashion Marketing and Management","16","2",,"234","245",,12,10.1108/13612021211222842,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84860577549&partnerID=40&md5=39da12347a3f7d95857b6ce81cb55e3e","Business Division, Institute of Textiles and Clothing, The Hong Kong Polytechnic University, Hong Kong, China","Shen B., Business Division, Institute of Textiles and Clothing, The Hong Kong Polytechnic University, Hong Kong, China; Wang Y., Business Division, Institute of Textiles and Clothing, The Hong Kong Polytechnic University, Hong Kong, China; Lo C.K.Y., Business Division, Institute of Textiles and Clothing, The Hong Kong Polytechnic University, Hong Kong, China; Shum M., Business Division, Institute of Textiles and Clothing, The Hong Kong Polytechnic University, Hong Kong, China","Purpose: The purpose of this paper is to examine the relationship between ethical fashion and consumer purchase behavior (their willingness to pay a premium for ethical fashion), with the focus on consumers' concerns and beliefs about, and knowledge of, ethical fashion. Design/methodology/approach: A self-completion questionnaire was administered to 109 respondents. Factor analysis and other statistical analyses were applied to test hypotheses. Findings: The findings suggest that consumer beliefs about ethical fashion, which are based on their perceptions of a company in terms of its reputation in the fashion industry, influence their support for what they perceive as socially and environmentally responsible businesses. Research limitations/implications: The sample size, which is relatively small, is a limitation for this research. The data were collected in Hong Kong, limiting findings to that geographic region. Practical implications: An important implication is that consumer education is essential to mitigate the prevailing throwaway culture and raise consumer awareness of ethical issues facing the fashion industry. Thus, retailers should take initiatives to educate consumers so as to ensure the success of their newly-launched ethical fashion products. Originality/value: The paper proposes an approach to clearly understand the impacts of ethical fashion on consumer purchase behavior. © Emerald Group Publishing Limited.","Consumer behaviour; Consumer purchase behaviour; Corporate social responsibility; Environmentally responsible business; Ethical fashion; Ethics; Fashion; Hong Kong; Perception; Socially responsible business",,"Wang, Y.; Business Division, Institute of Textiles and Clothing, The Hong Kong Polytechnic University, Hong Kong, China; email: tcywang@polyu.edu.hk",,,13612026,,,,"English","J. Fash. Mark. Manage.",Article,Scopus,2-s2.0-84860577549
"Chen F.-Y., Chang Y.-H., Lin Y.-H.","Customer perceptions of airline social responsibility and its effect on loyalty",2012,"Journal of Air Transport Management","20",,,"49","51",,6,10.1016/j.jairtraman.2011.11.007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84857448897&partnerID=40&md5=bd0a79100b5ad906e815aa720b9133d5","Department of Transportation Technology and Management, Feng Chia University, 100, Wenhwa Rd., Seatwen, Taichung City 40724, Taiwan; Department of Transportation and Communication Management Science, National Cheng Kung University, 1, University Rd., Tainan City 701, Taiwan; Department of Leisure and Recreation Management, Asia University, 500, Lioufeng Rd., Wufeng, Taichung City 41354, Taiwan","Chen F.-Y., Department of Transportation Technology and Management, Feng Chia University, 100, Wenhwa Rd., Seatwen, Taichung City 40724, Taiwan; Chang Y.-H., Department of Transportation and Communication Management Science, National Cheng Kung University, 1, University Rd., Tainan City 701, Taiwan; Lin Y.-H., Department of Leisure and Recreation Management, Asia University, 500, Lioufeng Rd., Wufeng, Taichung City 41354, Taiwan","This study examines customer knowledge and opinions of airline social responsibility and explores the relationship between it and customer loyalty in the Taiwanese airline market. It is found that customers are concerned about social responsibility initiatives by airlines but the perceive its performance levels less than satisfactory. Hierarchical regression analyses show that, when relationship quality is controlled for, airline social responsibility has a marginally significant and positive association with behavioral and attitudinal loyalty. © 2011 Elsevier Ltd.","Airline social responsibility; Corporate social responsibility; Customer loyalty; Relationship quality","airline industry; business development; market conditions; perception; regression analysis; Taiwan","Chen, F.-Y.; Department of Transportation Technology and Management, Feng Chia University, 100, Wenhwa Rd., Seatwen, Taichung City 40724, Taiwan; email: fychen@fcu.edu.tw",,,09696997,,,,"English","J. Air Transp. Manage.",Article,Scopus,2-s2.0-84857448897
"Carnevale C., Mazzuca M., Venturini S.","Corporate Social Reporting in European Banks: The Effects on a Firm's Market Value",2012,"Corporate Social Responsibility and Environmental Management","19","3",,"159","177",,18,10.1002/csr.262,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84859772089&partnerID=40&md5=e50fa26817aefe1459acb1d827b3efb7","Department of Business Administration, University of Calabria, Italy; Department of Decision Sciences, Bocconi University, Italy","Carnevale C., Department of Business Administration, University of Calabria, Italy; Mazzuca M., Department of Business Administration, University of Calabria, Italy; Venturini S., Department of Decision Sciences, Bocconi University, Italy","Despite the increasing level of interest in CSR issues, it is not yet clear what real value the market assigns to social reporting. By applying the value relevance analysis to a sample of 130 European-listed banks, the present work proposes a key to understanding the relationship between social reporting and the value that the market attributes to banks that publicize their commitment to CSR through social reporting. The analysis for the entire sample does not provide evidence that investors attribute value relevance to social reporting (i.e. there is not a significant correlation between the publication of a social report and the stock price). Cross-country analysis shows that in some countries the social report is value-relevant, and positively affects the stock price; in others it remains value-relevant but negatively affects the stock price. Our findings could have several implications for banks, investors, and policymakers. © 2011 John Wiley & Sons, Ltd and ERP Environment.","Bank stock price; Corporate social responsibility; European banking sector; Firm's market value; Social reporting; Value relevance analysis",,"Mazzuca, M.; Department of Business Administration, University of Calabria, Via P. Bucci Cubo 3C, 87036 Arcavacata di Rende (CS), Italy; email: maria.mazzuca@unical.it",,,15353958,,,,"English","Corp. Soc. Responsib. Environ. Manage.",Article,Scopus,2-s2.0-84859772089
"Naidu S.","The Nexus between human resource management practices and employment law in the Fiji Islands: A study of the employment relations promulgation",2012,"International Journal of Entrepreneurship and Small Business","16","2",,"164","175",,3,10.1504/IJESB.2012.047114,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84861888782&partnerID=40&md5=dae692eac52a11841243776452aa96eb","School of Management and Public Administration, University of the South Pacific, Private Mail Bag, Suva, Fiji","Naidu S., School of Management and Public Administration, University of the South Pacific, Private Mail Bag, Suva, Fiji","Globally, the issue of employment law and human resource management practices is widely discussed in the public domain. Employment law is embodied in the human resource management practices of organisations. It sets the minimum guidelines for the design and implementation of human resource management practices in organisations. Importantly, good organisations usually seek to do more for its workers than the minimum standards established by the employment law. Good human resource management managers also need to have a good knowledge and understanding of the employment law so that the implementation of the employment law does not become a burdensome task. Organisations should see employment law not as additional costs rather they should see it as a mechanism of maintaining good corporate social responsibility. Against this backdrop, this paper will outline the implications of the employment relations promulgation on the Fiji Islands. Copyright © 2012 Inderscience Enterprises Ltd.","Employment law; Employment Relations Promulgation (2007); Entrepreneurship; Fiji Islands; HRM; Human resource management; Medium enterprises; Small business",,"Naidu, S.; School of Management and Public Administration, University of the South Pacific, Private Mail Bag, Suva, Fiji; email: naidu_s@usp.ac.fj",,,14761297,,,,"English","Int. J. Entrepreneurship Small Bus.",Article,Scopus,2-s2.0-84861888782
