Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Source,EID
"Wellens L., Jegers M.","Effective governance in nonprofit organizations: A literature based multiple stakeholder approach",2014,"European Management Journal","32","2",,"223","243",,4,10.1016/j.emj.2013.01.007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84897673809&partnerID=40&md5=7a941f3e9483e3a65627013566ae7e82","Department of Applied Economics, Vrije Universiteit Brussel, Belgium","Wellens L., Department of Applied Economics, Vrije Universiteit Brussel, Belgium; Jegers M., Department of Applied Economics, Vrije Universiteit Brussel, Belgium","Nonprofit organizations (NPOs) are increasingly required to become (more) effective. This review summarizes and integrates the results of studies focusing on NPOs' governance effectiveness. It proposes an extension of stakeholder theory to NPOs concerning governance involving diverse stakeholder groups. What makes this paper innovative is that it aims to identify more than effective board governance, and takes the perspectives of multiple nonprofit key stakeholders into account. This approach is particularly valuable as numerous researchers argue that the likelihood of NPOs being perceived as effective increases when they manage to align the, possibly very diverse, expectations of stakeholders on good governance. We consequently focus on the relationship between (1) the needs and objectives of key stakeholders and (2) (expected) governance (structures) in NPOs. The stakeholders we consider are government, beneficiaries, private donors, board members, management, volunteers, and non-managerial staff members. Results not only show the lack of attention some stakeholders have received in the literature, but also the governance related conflicting needs and objectives between stakeholder groups. In addition, even in the same stakeholder groups it is not rare that opposing findings are reported. Several studies indicate the (unforeseen) negative impact on (being accountability to) other stakeholders when NPOs try to be responsive to the needs and objectives of a particular stakeholder group. The value of this review lies in the fact that it reveals both the complexity of and the need for stakeholder management in NPOs, if they want to be perceived as (more) effective by their numerous stakeholders, and related to that gain insight in how to improve their governance practices. Numerous directions for further research are suggested. © 2013 Elsevier Ltd.","Effectiveness; Nonprofit organizations; Perceptions; Stakeholder approach",,"Wellens, L.Pleinlaan 2, 1050 Brussels, Belgium; email: lore.wellens@vub.ac.be",,,02632373,,,,"English","Eur. Manage. J.",Article,Scopus,2-s2.0-84897673809
"Ali Aribi Z., Arun T.","Corporate Social Responsibility and Islamic Financial Institutions (IFIs): Management Perceptions from IFIs in Bahrain",2015,"Journal of Business Ethics","129","4",,"785","794",,,10.1007/s10551-014-2132-9,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84934442150&partnerID=40&md5=af96f94fb0168b383adac13ff7a67dc2","Institute of Global Finance and Development, Lancashire Business School, The University of Central Lancashire, Preston, United Kingdom","Ali Aribi Z., Institute of Global Finance and Development, Lancashire Business School, The University of Central Lancashire, Preston, United Kingdom; Arun T., Institute of Global Finance and Development, Lancashire Business School, The University of Central Lancashire, Preston, United Kingdom","Islamic finance is gaining greater attention in the finance industry, and this paper analyses how Islamic financial institutions (IFIs) are responding to the welfare needs of society. Using interview data with managers and content analysis of the disclosures, this study attempts to understand management perceptions of corporate social responsibility (CSR) in IFIs. A thorough understanding of CSR by managers, as evident in the interviews, has not been translated fully into practice. The partial use of IFIs’ potential role in social welfare would add further challenges in the era of financialisation. © 2014, Springer Science+Business Media Dordrecht.","Bahrain; Corporate social responsibility; Islamic finance; Management perceptions",,"Ali Aribi, Z.; Institute of Global Finance and Development, Lancashire Business School, The University of Central LancashireUnited Kingdom",,"Kluwer Academic Publishers",01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84934442150
"Monge R.","Institutionally Driven Moral Conflicts and Managerial Action: Dirty Hands or Permissible Complicity?",2015,"Journal of Business Ethics","129","1",,"161","175",,,10.1007/s10551-014-2141-8,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930048308&partnerID=40&md5=e8f42c349f21aa3eed170753b11995f3","Opus College of Business, University of St. Thomas, Minneapolis, MN, United States","Monge R., Opus College of Business, University of St. Thomas, Minneapolis, MN, United States","This paper examines what managers ought to do when confronted with apparent moral conflicts between their managerial responsibilities and the general requirements of morality, specifically when those conflicts are driven by the institutional environment. I examine Google’s decision to enter the Chinese search engine market as an example of such a conflict. I consider the view that Google’s managers engaged in justifiable moral compromise in making the choice to engage in self-censorship and show how this view depends on the idea of genuine moral dilemmas or irresolvable moral conflicts. I argue that there are serious reasons to doubt the existence of genuine moral dilemmas both in the abstract, as well as in the context of managerial responsibility. I propose an alternative account for what Google’s managers ought to do, as well as others who face relevantly similar situations. The account contains two conditions for permissibly contributing to another party’s failure to live up to their moral responsibilities. The first condition is that the manager must intend and act in such a way as to minimize the firm’s complicity in the other entity or actor’s failure, which in most cases will imply a duty for the manager to take actions that aim towards changing the institutional context. Under the second condition, managers ought to communicate to the firm’s constituents that they take seriously the importance of the interests at stake. © 2014, Springer Science+Business Media Dordrecht.","Corporate responsibility; Dirty hands; Human rights; Intentionality; Managerial responsibility; Moral conflict; Moral dilemmas",,"Monge, R.; Opus College of Business, University of St. ThomasUnited States",,"Kluwer Academic Publishers",01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84930048308
"Trabelsi S., Debreceny R., Lymer A.","An empirical examination of corporate websites as a voluntary disclosure medium",2014,"International Journal of Applied Decision Sciences","7","1",,"1","32",,,10.1504/IJADS.2014.058038,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84897894257&partnerID=40&md5=ba9271759b99c92962a5afa35b410014","Department of Accounting, Brock University, 500, Glenridge Avenue, St. Catharines, ON, L2S 3A1, Canada; School of Accountancy, Shidler College of Business, University of Hawai'i at Manoa, 2404 Maile Way, Honolulu, HI 96822, United States; Birmingham Business School, University House, Birmingham, B15 2TT, United Kingdom","Trabelsi S., Department of Accounting, Brock University, 500, Glenridge Avenue, St. Catharines, ON, L2S 3A1, Canada; Debreceny R., School of Accountancy, Shidler College of Business, University of Hawai'i at Manoa, 2404 Maile Way, Honolulu, HI 96822, United States; Lymer A., Birmingham Business School, University House, Birmingham, B15 2TT, United Kingdom","Standards-setters, regulators and academics believe that corporate websites may enhance the flow of voluntary disclosure to the capital market and other stakeholders. Management's use of corporate websites for investor relations purposes is a common practice, yet we know little about how these websites affect investors. In this study, we analyse seven corporate websites disclosures categories to examine their predictive ability and their value relevance. The results show that the key non-financial statistics, projected information, information on intangible assets, social and environmental information, are associated with future revenue, future earnings and contemporaneous stock return. The paper contributes to the growing literature on websites disclosure and more generally to the literature on voluntary and strategic disclosure. Copyright © 2014 Inderscience Enterprises Ltd.","Content analysis; Corporate websites; Information content; Voluntary disclosure","Content analysis; Corporate websites; Empirical examination; Information contents; Intangible assets; Predictive abilities; Social and environmental; Voluntary disclosure; Investments; Websites","Trabelsi, S.; Department of Accounting, Brock University, 500, Glenridge Avenue, St. Catharines, ON, L2S 3A1, Canada; email: samir.trabelsi@brocku.ca",,,17558077,,,,"English","Int. J. Appl. Decis. Sci.",Article,Scopus,2-s2.0-84897894257
"Orquera Carranco M.F., D'Ambrosio Verdesoto G.P., Acosta Andino B.F.","Corporate social responsibility in developing economies: A view of the situation in ecuador [La responsabilidad social corporativa en economías en desarrollo: Una visión de la realidad ecuatoriana]",2014,"Espacios","35","2",,"6","",,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84897866323&partnerID=40&md5=e90ee3719fb6dbae137250e5df2ed9ea","Universidade Federal de Rio Grande do Sul-UFRGS, Brazil","Orquera Carranco M.F., Universidade Federal de Rio Grande do Sul-UFRGS, Brazil; D'Ambrosio Verdesoto G.P.; Acosta Andino B.F., Universidade Federal de Rio Grande do Sul-UFRGS, Brazil","Since the conclusion of the 1992 Rio Conference the world called for the company to be players on a global common goal related to not only achieve economic development. Since then realize strategies leading to such sustainable development has become the challenge of organizations. For leading companies including Corporate Social Responsibility (CSR) within its strategic guidelines is becoming a liability due to the pressure of its different stakeholders. Information exists as large corporations handle this matter in the first world, however there are no efforts to learn how businesses think about CSR in developing economies. The treatment study of a multiple case study where the three companies interviewed recognized in Ecuador as leaders in CSR strategies. Ecuadorian firms made it clear that what motivates their CSR strategies to mitigate the risks that may arise due to the attributes of its stakeholders. They also show a concern for the social pillar is not seen in developed economies that focus more on the environmental pillar. Surprising how quickly the Ecuadorian companies have performed in their programs and strategies due to the RSC and believe that Ecuador is a country with expanding opportunities to develop this concept. Despite the difficulties companies are optimistic and maintain its strategic direction.","CSR; Ecuador; Social responsibility; Sustainable development",,"Universidade Federal de Rio Grande do Sul-UFRGSBrazil",,,07981015,,,,"Spanish","Espacios",Article,Scopus,2-s2.0-84897866323
"Stanciu V.","Internal audit universe develoments - corporate social responsibility and sustainable developmemt",2014,"Quality - Access to Success","15","SUPPL.1",,"318","322",,1,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84897876643&partnerID=40&md5=8ce9d0c56a7df29de63e0eb7401fb485","The Bucharest University of Economic Studies, Bucharest, Romania","Stanciu V., The Bucharest University of Economic Studies, Bucharest, Romania","The economic, regulatory and social changes together with the environmental concerns determined Romanian companies to be more focused on areas as for example corporate social responsibility and sustainable development. This concern is the result of the new approach in making business by promoting green products and/or technological processes, shareholders' concern weather companies' practices are socially responsible and as a result, the companies' new perspective in business approach and relationship with local communities. The major strategic and business models' changes determined significant impact on internal auditors' work. The present paper reveals the author's research conclusions in regard with the impact of corporate social responsibility/sustainable development on internal auditors' work. For the internal auditors' related responsibilities the paper presents detailed insights based on Institute of Internal Auditors' professional framework. The paper provides useful insights for academicians and practitioners in internal audit field as well as for the companies' management and stakeholders.","Corporate responsibility reporting; Corporate social responsibility; Internal audit; Sustainable development",,"Stanciu, V.; The Bucharest University of Economic Studies, Bucharest, Romania; email: victoria.stanciu@cig.ase.ro",,,15822559,,,,"English","Qual. Access Success",Article,Scopus,2-s2.0-84897876643
"Neagu Voiculescu M.I.","Recent policies and norms of the European Union regarding corporate social responsibility",2014,"Quality - Access to Success","15","SUPPL.1",,"427","430",,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84897880193&partnerID=40&md5=d4ead17a008c78b7b874210bc1be4ca6","Bucharest University of Economic Studies, Bucharest, Romania","Neagu Voiculescu M.I., Bucharest University of Economic Studies, Bucharest, Romania","The paper presents the importance of the concept of corporate social responsibility. It analyzes some European documents, such as European Parliament resolution of February 6, 2013 relating to corporate social responsibility, and Proposal for a Directive of the European Parliament and the Council amending Directives 78/660/EEC and 83/349/EEC concerning the disclosure of non financial information and diversity by certain companies and large groups. The concept of corporate social responsibility is of particular importance because it is less present in the Romanian literature.","CSR; CSR actions; Interests of the society; Transparent behaviour",,"Neagu Voiculescu, M. I.; Bucharest University of Economic Studies, Bucharest, Romania; email: voiculescuiulia@yahoo.com",,,15822559,,,,"English","Qual. Access Success",Article,Scopus,2-s2.0-84897880193
"Cordeiro J.J., Tewari M.","Firm Characteristics, Industry Context, and Investor Reactions to Environmental CSR: A Stakeholder Theory Approach",2015,"Journal of Business Ethics","130","4",,"833","849",,,10.1007/s10551-014-2115-x,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84941936748&partnerID=40&md5=65691246fe4f8b53c0663dcd93a6dbbd","School of Business, State University of New York, Brockport, 115C Hartwell Hall, 350 New Campus Drive, Brockport, NY, United States","Cordeiro J.J., School of Business, State University of New York, Brockport, 115C Hartwell Hall, 350 New Campus Drive, Brockport, NY, United States; Tewari M., School of Business, State University of New York, Brockport, 115C Hartwell Hall, 350 New Campus Drive, Brockport, NY, United States","We use an event study to capture the investor reaction to the first Newsweek Green Rankings in September 2009, a notable, multi-dimensional recent development in the rating of corporate environmental CSR performance. Drawing on stakeholder theory, we develop hypotheses about (a) market investor reaction to the disclosure of new, relevant corporate environmental performance in both the short and longer (6–12-month) term, (b) whether market investors’ reaction reflects industry context, and (c) whether firm-level contextual variables representing firm size, and market legitimacy significantly impacts the investor reaction. We find that, for the sample of the largest 500 US firms ranked by Newsweek, investors react positively both to the raw and within-industry rankings of green performance in terms of both short-term and longer-term (up to 12 months) returns. Moreover, the investor reaction is significantly influenced by contextual variables such as firm size and firm market legitimacy. Our results are compatible with the inference that rating agencies like Newsweek serve a valuable information dissemination function such that investors in better ranked firms anticipate larger future cash flows due to more positive reactions from key stakeholders such as environmentally-conscious customers, employees, NGOs, regulators, and thus reward these firms with stock price increases. Finally, larger, more visible firms benefit more, while firms which have more market legitimacy (represented by past financial performance) benefit less. We believe these findings will be of considerable interest to scholars of environmental corporate social responsibility. © 2014, Springer Science+Business Media Dordrecht.","Corporate sustainability; Legitimacy; Newsweek Green Rankings; Stakeholder management; Stock market performance",,"Cordeiro, J.J.; School of Business, State University of New York, Brockport, 115C Hartwell Hall, 350 New Campus Drive, United States",,"Kluwer Academic Publishers",01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84941936748
"Ben-Amar W., Smaili N., Ebondo Wa Mandzila E.","Corporate social responsibility and the quality of executive compensation disclosures",2014,"Journal of Applied Business Research","30","2",,"625","632",,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84894849221&partnerID=40&md5=33a91121834139f9c981387037d51cf0","University of Ottawa, Canada; University of Quebec at Montreal, Canada; Kedge Business School, France","Ben-Amar W., University of Ottawa, Canada; Smaili N., University of Quebec at Montreal, Canada; Ebondo Wa Mandzila E., Kedge Business School, France","This paper examines the relationship between corporate social responsibility and executive compensation disclosure quality. We test whether socially responsible firms disclose more transparent and detailed information about their executive compensation packages than firms that are less committed to social responsibility initiatives. Using a sample of 187 publicly listed Canadian firms, we find a positive relation between CSR and executive compensation disclosure quality. We also document a positive (negative) association between firm size (ownership concentration) and executive compensation disclosure. These findings support the conclusion that increased disclosure transparency reflects a company's social engagement towards its stakeholders. © by author(s); CC-BY.","Corporate social responsibility; Disclosure quality; Executive compensation; Stakeholder theory",,"Ben-Amar, W.; School of Management of the University of OttawaCanada; email: benamar@telfer.uottawa.ca",,,08927626,,,,"English","J. Appl. Bus. Res.",Article,Scopus,2-s2.0-84894849221
"Chauvey J.-N., Giordano-Spring S., Cho C.H., Patten D.M.","The Normativity and Legitimacy of CSR Disclosure: Evidence from France",2015,"Journal of Business Ethics","130","4",,"789","803",,,10.1007/s10551-014-2114-y,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84941941479&partnerID=40&md5=4febedf017064e56e641351781e51498","Montpellier Research in Management, ISEM, Université de Montpellier 1, Rue Vendémiaire, Batiment B, CS 19519, Montpellier Cedex 2, France; ESSEC Business School, 1 Avenue Bernard Hirsch, CS 50105 Cergy, Cergy Pontoise Cedex, France; Department of Accounting—5520, Illinois State University, Normal, IL, United States","Chauvey J.-N., Montpellier Research in Management, ISEM, Université de Montpellier 1, Rue Vendémiaire, Batiment B, CS 19519, Montpellier Cedex 2, France; Giordano-Spring S., Montpellier Research in Management, ISEM, Université de Montpellier 1, Rue Vendémiaire, Batiment B, CS 19519, Montpellier Cedex 2, France; Cho C.H., ESSEC Business School, 1 Avenue Bernard Hirsch, CS 50105 Cergy, Cergy Pontoise Cedex, France; Patten D.M., Department of Accounting—5520, Illinois State University, Normal, IL, United States","In 2001, France became one of the few countries to require corporate social responsibility (CSR) reporting through its Nouvelles Régulations Économiques #2001-420 (NRE). However, initial compliance with the statute was low, a factor implying the law lacked normativity. In this exploratory study, we attempt to determine whether there is movement toward normativity by examining the change in CSR disclosure from 2004 in comparison to 2010 for a sample of 81 publicly traded French firms. We measure both the space and the quality of CSR disclosures, including in the latter a measure based on informational quality attributes as discussed by the International Accounting Standards Board, the Financial Accounting Standards Board, and the Global Reporting Initiative. We find significant increases in the space allocated to CSR disclosure, as well as some evidence of increased quality; although the informational quality of the disclosures remains quite low and fewer firms are including negative performance information in their reports. Finally, we document that differences in disclosure space and quality in 2004 appeared to be associated with legitimacy-based variables and that those relations remain largely unchanged in 2010. As such, it appears that the NRE’s goals of increased transparency remain unmet. © 2014, Springer Science+Business Media Dordrecht.",,,"Cho, C.H.; ESSEC Business School, 1 Avenue Bernard Hirsch, CS 50105 Cergy, France",,"Kluwer Academic Publishers",01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84941941479
"Trapp N.L.","Stakeholder involvement in CSR strategy-making? Clues from sixteen Danish companies",2014,"Public Relations Review","40","1",,"42","49",,1,10.1016/j.pubrev.2013.11.005,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84895901304&partnerID=40&md5=1c3d7a8c68046cd2d4d3bc7362a927f3","Business and Social Sciences, Aarhus University, Denmark","Trapp N.L., Business and Social Sciences, Aarhus University, Denmark","A given characteristic of successful corporate social responsibility (CSR) programs is that they reflect stakeholder expectations and preferences for corporate behavior. This study examines the process by which this alignment is sought by CSR managers in the CSR strategy-making process. Through reliance on stakeholder management theories, and with a particular focus on how and why managers communicate with stakeholders, the extent to which the company-stakeholder alignment process in CSR strategy-making reflects modern, enlightened approaches to stakeholder relations is assessed. This assessment is based on an analysis of structured, in-depth interviews with CSR managers from sixteen industry-leading, Danish companies. The managers' descriptions of their interactions with stakeholders reveal that their practices fall short of the normative, theoretical ideals since their focus is primarily on just listening to others in the strategy-making process rather than directly involving others in decision-making. Also, because non-stakeholders, such as paid-for consultants, are found to be note-worthy influencers in the CSR strategy-making process, it is concluded that the process is not only a stakeholder management exercise, but an expert, institutionalized, strategic issues management exercise as well. © 2013.","Corporate social responsibility; CSR strategy; Stakeholder engagement; Stakeholder management; Strategic issues management",,"Trapp, N.L.; Business and Social Sciences, Aarhus University, Jens Chr. Skous Vej 4, 8000 Aarhus, Denmark; email: ltr@asb.dk",,,03638111,,PRERE,,"English","Public Relat. Rev.",Article,Scopus,2-s2.0-84895901304
"Kashmiri S., Mahajan V.","Beating the recession blues: Exploring the link between family ownership, strategic marketing behavior and firm performance during recessions",2014,"International Journal of Research in Marketing","31","1",,"78","93",,3,10.1016/j.ijresmar.2013.08.003,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84897660693&partnerID=40&md5=5afa04dbed4c32f58a5395e382b780a1","Department of Marketing, School of Business Administration, University of Mississippi, University, Holman 252, MS 38677, United States; Department of Marketing, McCombs School of Business, University of Texas, 1 University Station, B6700, Austin, TX 78712, United States","Kashmiri S., Department of Marketing, School of Business Administration, University of Mississippi, University, Holman 252, MS 38677, United States; Mahajan V., Department of Marketing, McCombs School of Business, University of Texas, 1 University Station, B6700, Austin, TX 78712, United States","This study explores whether family firms exhibit unique marketing behavior and whether their unique behavior in turn helps them outperform non-family firms during periods of economic contraction. Findings based on a sample of 275 large publicly listed U.S. firms reveal that family firms outperform non-family firms during recessions. This superior performance is partially driven by family firms' proactive marketing behavior and their relatively strong emphasis on corporate social responsibility (CSR). During recessions, while non-family firms tend to decrease their advertising intensities and rates of new product introduction (NPI), family firms are likely to maintain relatively high levels of advertising intensity and rates of NPI. Unlike non-family firms, family firms are also likely to maintain high levels of corporate social performance (CSP) during recessions. These results underscore the benefits of proactive marketing behavior and a continued emphasis on CSR during economic downturns. The authors also add to the scant family-firm literature, demonstrating the family firm to be an effective organizational form. © 2013 Elsevier B.V.","Advertising intensity; Corporate social responsibility; Family firms; Innovation; Recession",,"Kashmiri, S.; Department of Marketing, School of Business Administration, University of Mississippi, University, Holman 252, MS 38677, United States; email: skashmiri@bus.olemiss.edu",,,01678116,,IJRME,,"English","Int. J. Res. Mark.",Article,Scopus,2-s2.0-84897660693
"Chen M.-L., Lin C.-P.","Modelling perceived corporate citizenship and psychological contracts: A mediating mechanism of perceived job efficacy",2014,"European Journal of Work and Organizational Psychology","23","2",,"231","247",,,10.1080/1359432X.2012.734455,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84893377630&partnerID=40&md5=9b7ca06c5a7270b80aaa0fc7a570fdff","Department of International Business, China University of Science and Technology, Taipei, Taiwan; Institute of Business and Management, National Chiao Tung University, Taiwan","Chen M.-L., Department of International Business, China University of Science and Technology, Taipei, Taiwan; Lin C.-P., Institute of Business and Management, National Chiao Tung University, Taiwan","Corporate citizenship presented by a business organization is important for eventually improving its employees' anticipations about their responsibilities in an employment exchange relationship with the organization (i.e., psychological contracts). This study examines both direct and indirect effects of perceived corporate citizenship on psychological contracts and their key mediator. In the proposed model herein, transactional and relational contracts are affected by four dimensions of perceived corporate citizenship directly and indirectly through the mediation of job self-efficacy. Empirical testing using a survey of personnel from 20 high-tech corporations fully or partially supports eight of our nine hypothesized model paths. Finally, managerial implications and limitations of our findings are discussed. © 2014 Psychology Press.","Corporate citizenship; Corporate social responsibility; Ethical citizenship; Job self-efficacy; Philanthropic citizenship",,"Chen, M.-L.3-1 No. 1, Sec. 3, Lane 88, Min Sheng E. Rd., Zhongshan Dist., Taipei City 104, Taiwan; email: cml491012@yahoo.com.tw",,,1359432X,,,,"English","Eur. J. Work Organ. Psychol.",Article,Scopus,2-s2.0-84893377630
"Aya Pastrana N., Sriramesh K.","Corporate Social Responsibility: Perceptions and practices among SMEs in Colombia",2014,"Public Relations Review","40","1",,"14","24",,1,10.1016/j.pubrev.2013.10.002,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84895909210&partnerID=40&md5=7d02f091cdca0ed836c924830629f7e7","Adinas Group S.A.S., Cll 8 No. 22-02 Esq, Barrio Alameda, Santiago de Cali, Colombia; Brian Lamb School of Communication, Purdue University, 100N University Street, West Lafayette, IN 47907, United States","Aya Pastrana N., Adinas Group S.A.S., Cll 8 No. 22-02 Esq, Barrio Alameda, Santiago de Cali, Colombia; Sriramesh K., Brian Lamb School of Communication, Purdue University, 100N University Street, West Lafayette, IN 47907, United States","This study sought to understand the perceptions and practices of Corporate Social Responsibility (CSR) among a sample of Colombian SMEs. The data were collected using a selfadministered, online questionnaire (54 SMEs), and from interviews with five opinion leaders and two, representatives of SMEs permitted to assess the activities, motivations, stakeholders, decision-making, processes, communication processes, resource allocation, evaluation, and the benefits of CSR among Colombian SMEs. Colombian SMEs practice informal internal and external CSR characterized by being, influenced by cultural and contextual aspects of the country's society. Customers, employees and, shareholders are the most important stakeholders for SMEs in Colombia. Colombian culture places, importance on interpersonal relationships and these were displayed in the evidence gathered for this study. The perceived benefits of CSR practices by SMEs such as improved organizational culture, attracting and maintaining best employees, improving image and reputation and improve customer loyalty, also reflect the importance SMEs give to satisfying their most relevant stakeholders. © 2013.","Corporate Social Responsibility; CSR among SMEs; CSR in Colombia; CSR in Latin America; RSE en América Latina; RSE en Colombia",,"Sriramesh, K.; Brian Lamb School of Communication, Purdue University, 100N University Street, West Lafayette, IN 47907, United States; email: ksriramesh@purdue.edu",,,03638111,,PRERE,,"English","Public Relat. Rev.",Article,Scopus,2-s2.0-84895909210
"Walker K., Dyck B.","The primary importance of corporate social responsibility and ethicality in corporate reputation: An empirical study",2014,"Business and Society Review","119","1",,"147","174",,2,10.1111/basr.12028,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84894790456&partnerID=40&md5=dac2aae3df136a5c67bbe7655e3badd5","Odette School of Business, University of Windsor, Windsor, ON, Canada; I.H. Asper School of Business, University of Manitoba, Winnipeg, MB, Canada","Walker K., Odette School of Business, University of Windsor, Windsor, ON, Canada; Dyck B., I.H. Asper School of Business, University of Manitoba, Winnipeg, MB, Canada","We examine three assumptions commonly held in the corporate reputation literature: (1) reputation ratings of owners and investors are generally representative of all stakeholders; (2) stakeholders will generally provide a higher reputation rating to firms that emphasize corporate social responsibility versus firms that do not; and (3) profitability is the primary criterion of importance to all stakeholders when rating a firm's reputation. Using an exploratory in-class exercise, our findings suggest that: (1) there are significant differences among stakeholder groups in their reputation ratings; (2) firms that emphasize corporate social responsibility are not rated more highly across all stakeholder groups; and (3) for all stakeholder groups, the ethicality criterion explained more of the variance in firms' reputation ratings than the profitability criterion. © 2014 Center for Business Ethics at Bentley University.",,,"Odette School of Business, University of Windsor, Windsor, ON, Canada",,,00453609,,,,"English","Bus. Soc. Rev.",Article,Scopus,2-s2.0-84894790456
"Mackenzie M., Peters M.","Hospitality Managers' Perception of Corporate Social Responsibility: An Explorative Study",2014,"Asia Pacific Journal of Tourism Research","19","3",,"257","272",,3,10.1080/10941665.2012.742915,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84893655984&partnerID=40&md5=4c6d132ef952064b8b2f9f648c65677e","School of Hotel and Tourism Management, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; Department of Tourism Business Studies, MCI Management Center Innsbruck, Innsbruck, Austria","Mackenzie M., School of Hotel and Tourism Management, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; Peters M., Department of Tourism Business Studies, MCI Management Center Innsbruck, Innsbruck, Austria","In recent years, many factors have influenced the hotel industry to identify areas of social concern most beneficial to it. Staff incentives, rewards, community involvement, and charitable activities, coinciding with increased management and staff education concerning internal and external social responsibilities, have increased. The objective of this study is to investigate how hotel leaders from Hong Kong in high-tier and medium-tier hotels attempt to influence employees' behaviour to act in a more socially responsible manner towards their companies and communities. It highlights both leaders' perceptions of corporate social responsibility (CSR) behaviour of their employees and the instruments used to influence that behaviour. As a first step, this study aims to determine hotel managers' perception of leadership styles and their interpretation of the CSR role in the industry and community. Managers differ in leadership styles, thereby influencing their employees' perception of the CSR role in industry and community. Findings have shown that CSR awareness is deeply incorporated into high-tier Hong Kong hotels where community involvement is particularly strong. © 2012 © 2012 Asia Pacific Tourism Association.","corporate social responsibility; CSR; Hong Kong; hotels; leadership","corporate strategy; leadership; perception; tourism; tourist destination; China; Hong Kong","Mackenzie, M.; School of Hotel and Tourism Management, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; email: hmmmack@polyu.edu.hk",,,10941665,,,,"English","Asia Pac. J. Tour. Res.",Article,Scopus,2-s2.0-84893655984
"Anastasiadis S.","Toward a View of Citizenship and Lobbying: Corporate Engagement in the Political Process",2014,"Business and Society","53","2",,"260","299",,4,10.1177/0007650313483495,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84893868979&partnerID=40&md5=842ce13541a43c03b7699c9aec523350","University of London, Egham, Surrey, United Kingdom","Anastasiadis S., University of London, Egham, Surrey, United Kingdom","The way a company engages with the political process is directly relevant to its ""character,"" yet lobbying and corporate social responsibility (CSR) are often seen as separate. Taking a narrative approach, the author examines the automotive industry's processes around lobbying, in the light of legislation to restrict emissions of CO2 from cars in the European Union. The author uses the data generated through interviews to generate a narrative model of political engagement, and to start to apply Basu and Palazzo's process model of CSR. This article shows competing narratives within the industry, which range from broadly cooperative toward regulatory activity, to broadly instrumental. The author argues that lobbying needs to be included in the scope of corporate citizenship theorizing and discusses changes to corporate character. © The Author(s) 2013.","citizenship; legitimacy; lobbying; narrative",,"Anastasiadis, S.; School of Management, Royal Holloway, University of London, Egham, Surrey TW20 0EX, United Kingdom; email: stephanos.anastasiadis@rhul.ac.uk",,,00076503,,,,"English","Bus. Soc.",Article,Scopus,2-s2.0-84893868979
