Authors,Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Callaghan M., Wood G., Svensson G.","A longitudinal study of the commitment to business ethics of corporate Australia",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-40549138438&partnerID=40&md5=54b9cf2c2c0271acf5ee90a2f8e56439","This paper compares the results of a longitudinal study of ten years, conducted at five yearly intervals, from 1995 to 2005. The aim of the study was to examine the commitment to business ethics of the top 500 Australian companies. Primary data was obtained via a self-administered mail questionnaire distributed to a census of the top 500 Australian companies. This paper examines those responses that indicated that their company possessed a code of ethics. The paper finds that business ethics has continued to evolve and that, in most cases, such evolution has been positive. It would seem that codes of ethics have moved beyond a regulatory requirement and are now considered an integral component of corporate culture and commercial practice in many of Australia's top companies. © 2008, Inderscience Publishers.","Australia; Codes; Commitment; Ethics; Evolution; Longitudinal",
"Dunham L., McVea J., Freeman R.E.","Entrepreneurial wisdom: Incorporating the ethical and strategic dimensions of entrepreneurial decision-making",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-40549090244&partnerID=40&md5=3a2c0a155e8d48335c150cd1e25f0e34","Entrepreneurs face particularly ambiguous and complex decision contexts (Busenitz and Barney, 1997). Furthermore, many of the decisions entrepreneurs make are fraught with ethical tensions, given the many moral considerations and consequences that arise from entrepreneurial action (e.g., Dees and Starr, 1992). However, while a growing body of work in entrepreneurial cognition (e.g., Mitchell et al., 2004; Forbes, 1999) has sought to understand how entrepreneurs make decisions despite uncertainty, and various decision-making models have been put forth, to date very little of this work has explored how entrepreneurs address the ethical dimensions of the decisions they make. In this paper, we offer a conceptualisation of entrepreneurial wisdom that we believe addresses the need to better integrate the ethical dimensions into entrepreneurial decision making. Such an approach enables us to adopt an explicitly creative, aesthetic and adaptive perspective that is well suited to the dynamic and complex challenges of the entrepreneurial context. © 2008, Inderscience Publishers.","Entrepreneurship; Ethics; Stakeholder management; Wisdom",
"Ricceri F.","Intellectual capital and knowledge management: Strategic management of knowledge resources",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84916997237&partnerID=40&md5=5ed0c34f2dca764bd383f74e950019f3","It is widely held that the successful management of knowledge resources within industry creates value. However, how this value is created is less clear. This book explores the management of knowledge resources in organisations. Several of the frameworks which have been created around the world to manage knowledge resources are examined and the book contains several examples of these frameworks in action in order to assess their relevance. The author revolutionizes the measurement and management of intellectual capital and knowledge resources by establishing the important link between organisational strategy and the intellectual capital of an organisation. Drawing on previously established frameworks, Ricceri creates a framework for the Strategic Management of Knowledge Resources. Ricceri's thorough analysis of the subject includes analysis and discussion of issues such as resources dynamics and stakeholder engagement. © 2008 Federica Ricceri. All rights reserved.",,
"Coldwell D.A., Billsberry J., Van Meurs N., Marsh P.J.G.","The effects of person-organization ethical fit on employee attraction and retention: Towards a testable explanatory model",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-39749165004&partnerID=40&md5=f687f0ebee077364f529acfa6d04f409","An exploratory model is presented as a heuristic to indicate how individual perceptions of corporate reputation (before joining) and corporate ethical values (after joining) generate specific individual organizational senses of fit. The paper suggests that an ethical dimension of person-organization fit may go some way in explaining superior acquisition and retention of staff by those who are attracted to specific organizations by levels of corporate social performance consonant with their ethical expectations, or who remain with them by virtue of better personal ethical fits with extant organizational ethical values. Specifically, the model suggests that individual misfits that arise from ethical expectations that either exceed or fall short of perceived organizational ethical performances lead to problematic acquisition and retention behavioural outcomes. © 2007 Springer Science+Business Media B.V.","Attraction; Corporate social performance; Corporate social responsibility; Ethics; Person-organization fit; Retention",
"Kerr G., Johnston K., Beatson A.","A framework of Corporate Social Responsibility for advertising accountability: The case of Australian government advertising campaign",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-41549107598&partnerID=40&md5=4e8fc5955a9379a0638e27d812062c41","Corporate Social Responsibility (CSR) has emerged as a dominant theme guiding business practice. Governments have embraced this philosophy and legislated to encourage socially responsible business practice in its many forms. While governments' endorsement of CSR practice is expressed in policy, the successful integration into its own practice is not evidenced in the literature. Using a case research method, this paper analyses the nature of Australian government advertising processes, developing a modified framework founded on Wood's (1991) Corporate Social Performance model and Maignan and Ferrell's (2004) CSR principles. This research is important because it provides an application model for CSR practice and provides government with a decision-making vehicle for CSR.","Accountability; Advertising; Corporate Social Responsibility; Government",
"Donleavy G.D., Lam K.-C.J., Ho S.S.M.","Does east meet west in business ethics: An introduction to the special issue",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-43449096379&partnerID=40&md5=885743a4ca87b39aa5d59ec5c177bfd8","This article introduces and summarizes selected papers from the first World Business Ethics Forum held in Hong Kong and Macau in November 2006, co-hosted by the Hong Kong Baptist University and by the University of Macau. Business Ethics in the East remain distinct from those in the West, but the distinctions are becoming less pronounced and the ethical traffic flows both ways. © 2007 Springer Science+Business Media B.V.","Asian values; Bribery; Business ethics; China; Corruption; CSR; Ethical frameworks",
"Michalos A.C.","Ancient observations on business ethics: Middle east meets west",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-43449100380&partnerID=40&md5=91e711fd959b6a542555756a69530c03","Drawing on a small sample of writings from distinguished philosophers and poets living in the Middle East in the period from the eighth to the first century BCE, it is shown that a variety of business practices provided familiar examples of how people ought to act and live, morally speaking, to enjoy the best sort of life and to be the best sort of person. The writings reveal that we share a common heritage and humanity with people living 20 to 28 hundred years ago, and that some of the observations are as important and useful today as they were when they were originally made. © 2007 Springer Science+Business Media B.V.","Ancient business; Ancient ethics; Business ethics",
"Kracher B., Marble R.P.","The significance of gender in predicting the cognitive moral development of business practitioners using the sociomoral reflection objective measure",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-39749179658&partnerID=40&md5=455c7f164bedf0341a1ac9676de780d1","This study constitutes a contribution to the discussion about moral reasoning in business. Kohlberg's (1971, in Cognitive Development and Epistemology (Academic Press, New York), 1976, in Moral Development and Behavior: Theory and Research and Social Issues (Holt, Rienhart and Winston, New York)) cognitive moral development (CMD) theory is one explanation of moral reasoning. One unresolved debate on the topic of CMD is the charge that Kohlbergian-type CMD theory is gender biased. This research puts forth the proposal that the issue may be elucidated by exposing an ambiguity in ""gender"" (Borna and White: 2003, Journal of Business Ethics 47, 89-99; Gentile: 1993, Psychological Science 4(2), 120-122; Unger: 1979, American Psychologist 34(11), 1085-1094). We use the Sociomoral Reflective Objective Measure (SROM) to measure CMD and the Bem Sex Role Inventory (BSRI) to measure gender as a psychosocial concept, rather than as a biological classification. The results of our study indicate that high femininity, measured as a psychosocial attribute, is associated with significantly lower Kohlbergian-type CMD scores among business practitioners. Sex moderates the effect of gender on CMD, but only indirectly. Our research also reveals that education plays a significant moderating role in the relationship between gender and moral reasoning. In addition, age has a significant direct effect on CMD scores of business practitioners. © 2007 Springer Science+Business Media B.V.","Bem Sex Role Inventory; Business ethics education; Business practitioners; Cognitive moral development; Gender; Gibbs; Kohlberg; Sex; Sociomoral Reflection Objective Measure",
"Wan W.P., Yiu D.W., Hoskisson R.E., Kim H.","The performance implications of relationship banking during macroeconomic expansion and contraction: A study of Japanese banks' social relationships and overseas expansion",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-41249101650&partnerID=40&md5=7f928bbbf474443e0804b1b140b6d4cb","We propose a social perspective emphasizing the opportunities and constraints of bank-firm relationships to understand the determinants of relationship banks' performance, using Japanese banks to test our theory. Using social exchange and role theories, we found banks that have strong social relationships performed differently during Japan's macroeconomic expansion and contraction cycles. However, our results indicate that social exchange and role relationships are context-specific: banks benefited from internationalization during a domestic macroeconomic expansion as a result of their home-country social relationships, but they were less constrained by the same social relationships in their international operations during a domestic macroeconomic contraction. © 2008 Academy of International Business All rights reserved.","Business groups; Comparative corporate governance; Japan; Keiretsu; Relationship banking; Social exchange and role",
"Qiu L., Benbasat I.","Evaluating anthropomorphic product recommendation agents: A social relationship perspective to designing information systems",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-68949122979&partnerID=40&md5=d9f0c386744b6405fded4f9600ba83b7","In online shopping environments, the product-advising function originally performed by salespeople is being increasingly taken over by software-based product recommendation agents (PRAs). However, the literature has mostly focused on the functionality design and utilitarian value of such decision support systems, mostly ignoring the potential social influence they could exert on their users.The objective of this study is to apply a social relationship perspective to the design of interfaces for PRAs. We investigate the effects of applying anthropomorphic interfaces-namely, humanoid embodiment and voice output-on users' perceived social relationship with a technological and software-based artifact designed for electronic commerce contexts. The findings from a laboratory experiment indicate that using humanoid embodiment and human voice-based communication significantly influences users' perceptions of social presence, which in turn enhances users' trusting beliefs, perceptions of enjoyment, and ultimately, their intentions to use the agent as a decision aid. These results extend the applicability of theories concerning traditional shopper-salesperson relationships to customers' interactions with technological artifacts residing on Web sites-that is, the recommendation agent software-and provide practitioners with guidelines on how to design Internet stores with the goal of building social relationships with online shoppers and enhancing their overall shopping experiences. © 2009 M.E. Sharpe, Inc.","Avatar; Decision support systems; Electronic commerce; Human voice; Laboratory experiments; Recommendation agents; Social presence; Text-to-speech (TTS); User acceptance of IT","Avatar; Human voice; Laboratory experiments; Recommendation agents; Social presence; Text-to-speech (TTS); User acceptance of IT; Artificial intelligence; Decision making; Decision support systems; Decision theory; Electronic commerce; Experiments; Intelligent agents; Internet; Software agents"
"Stokes R.","Tourism strategy making: Insights to the events tourism domain",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-36549041942&partnerID=40&md5=f3150330a9215fd953a11554afba9698","This research examines the strategy concept [Hax, A., Majluf, N. (1991). The strategy concept and process: A pragmatic approach. Englewood Cliffs, NJ: Prentice-Hall International] in tourism before exploring how different schools of strategy [Mintzberg, H. (1994b). The rise and fall of strategic planning. New York: Prentice-Hall] are applied in events tourism. It then investigates the stakeholder orientations of strategy makers in this domain. While reference to tourism planning is longstanding, 'tourism strategy' is often submerged in discussions of destination management and marketing. For this study, a two step, qualitative methodology involving convergent interviews [Dick, B. (1990). Convergent interviewing (3rd ed.). Chapel Hill, Queensland: Interchange] and multiple case research [Yin, R.K. (1993). Applications of case study research. (revised ed., Vol. 5) Newbury Park, CA: Sage Publications; Yin, R.K. (1994). Case study research: Design and methods. (2nd ed., Vol. 5) Thousand Oaks, CA: Sage Publications] across six Australian states/territories was adopted. Findings show that events tourism strategies of public sector events agencies (within or outside tourism bodies) are mostly reactive or proactive relative to emerging episodes/events. Among three strategy-making frameworks that reflect different stakeholder orientations, a corporate, market-led framework with limited stakeholder engagement was more prevalent than the community, destination-led or synergistic frameworks for strategy making. © 2007.","Events tourism; Stakeholder orientation; Tourism strategy","stakeholder; strategic approach; tourism development; tourism management; Quercus"
"Pettijohn C., Pettijohn L., Taylor A.J.","Salesperson perceptions of ethical behaviors: Their influence on job satisfaction and turnover intentions",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-39749118502&partnerID=40&md5=f0d8d1227a701567afb43554130d5382","In the academic world, research has indicated that ""good ethics is good business."" Such research seems to indicate that firms, which emphasize ethical values and social responsibilities, tend to be more profitable than others. Generally, the profitability is credited to the firm's positive relationships with its customers, reduced costs of attempting to rebuild a tarnished image, ease of attracting capital, etc. The research conducted in this study evaluated salespeople's perceptions of the ethics of businesses in general, their employer's ethics, their attitudes as consumers, and the relationships existing between these perceptions and the sale force's job satisfaction and turnover intentions. The results show a positive relationship existing between salesperson perceptions of business ethics, his/her employer's ethics, consumer attitudes, and the salesperson's job satisfaction and reduced turnover intentions. © 2007 Springer Science+Business Media B.V.","Ethics and business relationships; Ethics and job satisfaction; Ethics and turnover; Ethics measures; Salesperson ethics",
"Krueger D.A.","The ethics of global supply chains in China - Convergences of east and west",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-43449110470&partnerID=40&md5=1170bc9c24ca246c8b1369bd770a9efc","This paper addresses ethical issues surrounding global supply chains of multinational companies in developing countries. In particular, it considers the development and application of industry-wide ethical standards and codes of conduct for multinational supply chains in China. We describe and analyze the ethical norms and compliance components of such industry-wide regimes in the toy, textile, and consumer electronics industries. We argue that this development represents an positive attempt to institutionalize emergent international ethical standards and practices into this component of the Chinese economy. © 2007 Springer Science+Business Media B.V.","Business ethics and globalization; Business ethics in China; Global supply chains; International business ethics",
"Chih H.-L., Shen C.-H., Kang F.-C.","Corporate social responsibility, investor protection, and earnings management: Some international evidence",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-43749122577&partnerID=40&md5=e5304b30a389f4ab2dcaaab920c03028","To many, recent allegations of accounting fraud (or earnings management; EM) at Enron, coupled with similar ones at many other corporations, are a strong indication of a serious decay in business ethics. In academics, this raises the concern between EM and corporate social responsibility (CSR). Since it has neither been documented, nor globally tested whether CSR mitigates or increases the extent of EM, three kinds of EM are studied: earnings smoothing, earnings aggressiveness, and earnings losses and decreases avoidance. The extents to which financial characteristics and institutional variables have an impact on the extent to which companies conduct EM are also tested. Our study investigates whether the CSR-related features of 1,653 corporations in 46 countries had a positive or negative effect on the quality of their publicly released financial information during the 1993-2002 period. There is no question that with a greater commitment to CSR, the extent of earnings smoothing is mitigated, that of earnings losses and decreases avoidance is reduced, but the extent of earnings aggressiveness is increased. © 2007 Springer Science+Business Media B.V.","Corporate governance; Corporate social responsibility (CSR); Earnings management; Earnings opacity; Investor protection",
"Ip P.-K.","Corporate social responsibility and crony capitalism in Taiwan",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-43449098563&partnerID=40&md5=2717d4f19e02a063406a5b80feab325b","Corporate social responsibility (CSR) has become increasingly popular in advanced economies in the West. In contrast, CSR awareness in Asia is rather low, both on the corporate and state level. However, recent events have shown that the CSR is receiving more attention by corporations in Asia. Recent development in CSR in Taiwan is one example of such a trend. A 2005 survey on the 700 publicly listed companies in Taiwan on CSR has highlighted the current CSR situation. Concurrently, the numbers of corporate scandals and corruption have dramatically increased over the past 6 years. Corporate CSR activities co-existing with pervasive corporate scandals create a phenomenon of contradictions. This article aims to report via the survey findings the current development of business ethics in corporate Taiwan; and to interpret the findings in context of Taiwan's business ethos, especially its Confucian familism and crony capitalism. © 2007 Springer Science+Business Media B.V.","Confucian familism; Corporate social responsibility; Corruption; Crony capitalism",
"Idle T.","John Lewis eco-challenge: Hits the road",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-44449083206&partnerID=40&md5=e0e761b288646c2bc98f9e3f0aa54d11","John Lewis Partnership has been on the forefront of promoting sustainable business practices. The company has been good to its employees, sharing the company's success by providing bonuses. The company, being a big user of vehicles, will now cut the number of miles traveled, as well as support alternative fuels and vehicles by using them. John Lewis has been implementing various sustainable issues since the 1980s, such as implementation of two-layer deck trailers to reduce food miles as well as using undermount refrigeration on all trailers to reduce noise produced by the unit.",,
"Dew N., Read S., Sarasvathy S.D., Wiltbank R.","Outlines of a behavioral theory of the entrepreneurial firm",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-40849094153&partnerID=40&md5=73c85d186d6d7faf4aa39e205b4b24fd","In A Behavioral Theory of the Firm (BTF), Cyert and March [Cyert, R.M., March, J.G., 1963. A Behavioral Theory of the Firm. Prentice-Hall, Englewood Cliffs, NJ] present a clutch of ideas for explaining the behavior of established firms within an environment of well-defined markets, stakeholder relationships, technologies, and so on. In this paper, we outline a behavioral theory of the entrepreneurial firm that emphasizes transforming environments rather than acting within extant ones. In particular, we explicate three ideas that parallel key concepts in BTF: (1) accumulating stakeholder commitments under goal ambiguity (in line with a political conception of goals), (2) achieving control (as opposed to managing expectations) through non-predictive strategies, and (3) predominately exaptive (rather than adaptive) orientation. © 2008 Elsevier B.V. All rights reserved.","Design; Effectuation; Entrepreneurship; Exaptation; Non-predictive control",
"Toor S.-U.-R., Ogunlana S.","Problems causing delays in major construction projects in Thailand",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-42049119908&partnerID=40&md5=5eae41259765833f89de0544e6edd152","Delays are frequent and recurring in construction projects in developing countries. Although the principal reasons for construction delays are comparable across developing countries, several factors pertaining to local industry, socio-economic and cultural issues and project characteristics also contribute to construction delays. Questionnaire surveys and interviews were conducted on a major construction project in Thailand to explore the most significant problems causing construction delays. Factors related to designers, contractors and consultants were rated among the top problems. Issues such as lack of resources, poor contractor management, shortage of labour, design delays, planning and scheduling deficiencies, changed orders and contractors' financial difficulties were also highlighted during the interviews. Notably, problems such as 'multicultural and multilingual environment causing ineffective communication', 'large number of participants of project' and 'involvement of several foreign designers and contractors' were rated among the bottom 10 problems in the 75-item problem inventory. These findings can be helpful for project managers to mitigate the construction delays in Thailand. In order to effectively overcome the construction delays in developing countries, suggestions are made for fundamental and large-scale reforms in procurement systems, value chain management and stakeholders' management.","Delays; Developing country; Major projects; Thailand","Construction industry; Contractors; Developing countries; Surveys; Construction delay; Construction project; Project management; construction industry; developing world; project management; Asia; Eurasia; Southeast Asia; Thailand"
"Lashley C.","Studying hospitality: Insights from social sciences",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-47149102537&partnerID=40&md5=e895904f731cc2442b3ca7e46c673852","This discussion paper outlines some of the thinking and recent developments in the study of hospitality from a number of different perspectives. The hospitality industry has been used as a word to describe the commercial provision of services associated with the provision of food, drink and accommodation in restaurants, bars and hotels. The paper shows that hospitality is rooted in social engagement which in the past has had a profound impact on the behaviours of societies to travellers and strangers. The paper also suggests that the links between domestic and private settings of hospitality are inextricably interwoven with the commercial provision. Often those destined for careers in hospitality first learn the rules and obligations of hosting and hospitableness in the home. Furthermore, the domestic experience of providing food, drink and accommodation in private dwellings also suggests to many would-be entrepreneurs that they have the skills needed to be successful bar-keepers, restaurateurs, or hoteliers. Commercial hospitality provision has been criticized as offering less than authentic hospitality, a pale sham of the real thing which can only be found in domestic settings offered by hosts who are genuinely hospitable. The paper suggests that it is not inevitable that commercial hospitality is necessarily inauthentic. It is possible to learn from more traditional notions of hospitality and apply these in commercial settings.","Commercial hospitality; Domains of hospitality; Hospitableness; Hospitality","corporate strategy; domestic work; service provision"
"Giacalone R.A., Jurkiewicz C.L., Deckop J.R.","On ethics and social responsibility: The impact of materialism, postmaterialism, and hope",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-43149091498&partnerID=40&md5=d3cdf9831e6727eebd18da976ef3de17","This study tests a refined materialism-postmaterialism scale, concomitant with a measure of hope, toward the end of predicting ethics and social responsibility concerns in individuals. Results indicate that this interactive model including hope, materialism and postmaterialism successfully predicted ethical and social responsibility orientations. Results are discussed in terms of their theoretical implications for the interdisciplinary research on materialism-postmaterialism, the relationship of materialism to ethics and social responsibility and on understanding individual ethics and social responsibility concerns. Copyright © 2008 The Tavistock Institute ® SAGE Publications.","Business ethics; Cultural creatives; Inglehart; Materialism; Postmaterialism; Social responsibility",
"Chung K.Y., Eichenseher J.W., Taniguchi T.","Ethical perceptions of business students: Differences between East Asia and the USA and among ""confucian"" cultures",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-43449110158&partnerID=40&md5=2fcf55203eee973ec60ad0114d4cbe28","This paper reports the results of a survey of 842 undergraduate business students in four nations - the United States of America (the USA), the Peoples' Republic of China (the PRC), Japan, and the Republic of Korea (the ROK). This survey asked students to respond to four scenarios with potentially unethical business behavior and a string of questions related to the importance of ethics in business strategy and in personal behaviors. Based on arguments related to differences in recent historical experiences, the authors suggest that student responses may be as different within the East Asian (Confucian) environment as they are between this environment as a whole and the USA. Survey results indicate a greater perception of ethical problems and more importance placed on ethics per se in business practices, as well as less of an emphasis on social harmony (a key distinguishing characteristic of Confucian values identified in prior research) on the part of USA students. At the same time, substantial national differences in response are also witnessed within the set of East Asian students. A priori expectations as to the manner in which these East Asian responses should vary based on differences in recent historical experiences are partially, but not fully, supported. The authors argue that the key value of the reported research rests on a demonstration that national differences within a common cultural (e.g., East Asian or Confucian) area can be as great as differences across cultural (East vs. West) areas and that practitioners of global business must fine-tune their expectations as to acceptable business and personal actions to accommodate specific national historical experiences to be effective. © 2007 Springer Science+Business Media B.V.","Business ethics; Confucianism",
"Yeh Y.-H., Lee T.-S., Shu P.-G.","The agency problems embedded in firm's equity investment",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-43449127537&partnerID=40&md5=c56855ff9990574b26a0920a0f077abb","We find that agency problems are embedded in firm's excess and abnormal equity investments that are mainly dictated by controlling shareholder's motives and ethical choices manifested in ownership and board structure. The excess equity investment is gauged with respect to industry average. The abnormal equity investment is specifically referred to the number of nominal investment companies that are fully controlled by the controlling owners while subject to little governance. Our empirical evidences of 345 Taiwanese non-financial listed firms show that firm's excess and abnormal equity investments are negatively correlated with controlling shareholder's cash flow rights while are positively correlated with the control-cash flow deviation, and board affiliation. The results are supportive of the positive incentive hypothesis and the negative entrenchment hypothesis put forth by La Porta et al. (2002, Journal of Finance 57, 1147-1171) and Claessen et al. (2002, Journal of Finance 57, 2741-2742). The negative relation between equity investment and firm's value further supports the agency postulation that corporate excess and abnormal equity investments represent a leeway for controlling shareholder to exploit wealth of minority shareholders. This study potentially contributes to the literature of business ethics by portraying an empirically testable linkage from controlling owner's ethical choices to his actions and therefore firm's value. © 2007 Springer Science+Business Media B.V.","Corporate equity investment; Corporate governance; Ethical choices; Negative entrenchment ypothesis; Positive incentive hypothesis",
"Carlson B.D., Suter T.A., Brown T.J.","Social versus psychological brand community: The role of psychological sense of brand community",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-39649103178&partnerID=40&md5=0c55edd22e0b8cb603958ceb995ee99e","In the quest for building long-term successful brands, many marketers have become increasingly interested in how to create and foster successful communities of brand users. The appeal of such an approach to relationship marketing lies in the recognition that members of brand communities tend to exhibit favorable brand-related behaviors and intentions. Research examining the social influence and creation of such social relationships among admirers of a brand has revealed substantial insights about the social processes that underlie customers' involvement in brand communities. Curiously, the psychological underpinnings of a customer's perception of community with other users of the brand remain unexplored. We offer the perspective that the observable, core components of brand community outlined in previous research may represent markers of social brand communities, while psychological brand communities may be characterized by an unobservable, psychological sense of community that could precede, or even work in lieu of, social interaction. © 2007 Elsevier Inc. All rights reserved.","Brand commitment; Brand community; Relationship marketing; Social identity",
"Kachra A., White R.E.","Know-how transfer: The role of social, economic/competitive, and firm boundary factors",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-41149137206&partnerID=40&md5=9851c1238d71d806b57df73b6bb7b5f9","Using policy capture methodology, this study examines the effect of different contextual cues upon the know-how transfer efforts reported by 79 biotechnology R&D scientists. Theoretically, these different cues are believed to affect the scientists' expectation of reciprocity, and thus their know-how transfer behavior. Three types of contextual cues between the know-how source and recipient were studied: competitiveness, social relationship, and within or across firm boundaries. We find these cues are associated, in the expected directions, with know-how transfer effort. The findings support a general theory of reciprocity whereby social, competitive, and firm boundary cues have a summative effect upon the expectation of reciprocity and know-how transfer. This is the first study to examine how these cues taken together influence the know-how transfer decision. Copyright ©2008 John Wiley & Sons, Ltd.","Competition; Embeddedness; Firm boundaries; Knowledge; Reciprocity; Social relationships","Competition; Decision making; International cooperation; Research and development management; Social aspects; Societies and institutions; Embeddedness; Firm boundaries; Reciprocity; Social relationships; Technology transfer"
"Yan D.-J., Wu J.M., Huang J.-Y.","Does relationship distance really matter in relationship quality and relationship performance? A conceptual framework",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-44449118520&partnerID=40&md5=2a5d269c7d3f04dc1832acf451edadfb","This conceptual paper aims at investigating and uncovering the potential effect of relationship market orientation upon buyer-seller relationship with particular emphases on relationship distance, relationship quality, and relationship performance. Distance is a central concept in the social psychology/exchange literature. Relationship distance explains how social relationships initiate, endure and develop. The literature on buyer-seller relationships has been inspired by social psychology/exchange, adopting concepts such as trust and commitment, but overlooking the concept of relationship distance. In this research proposal we propose a theoretical perspective on relationship distance that is based on the principle of social exchange. We demonstrate the relevance of relationship distance by linking it to relationship quality and relationship performance. More specifically, it is argued that the outcome of relationship quality from a lack of relationship distance by moderating effects of relationship risk and relationship involvement. This is a quantitative study using a mail survey among insurance companies.","Relationship distance; Relationship involvement; Relationship performance; Relationship quality; Relationship risk; Social exchange","Industrial management; Marketing; Public relations; Risk analysis; Supply chain management; Relationship distance; Relationship involvement; Relationship performance; Relationship quality; Relationship risk; Social exchange; Industrial relations"
"Cristancho F.A.","Extension of the parameters in the global evaluation of suppliers [Rozžíření parametrů globálního hodnocení dodavatelů]",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-41549141261&partnerID=40&md5=ba5cbf56d6007aa3f8a2e742e40728b9","The article presents a group of non-standard parameters which can be used in companies to correctly evaluate their possible providers which are not necessarily involved in the same market conditions, cultural, social and economical environment like their business partners. This situation is common in the nowadays global scale economy where the better suppliers of a determined product can or can not be located far away from the buyer and can be influenced by another local conditions. In the presented article it has been made a review of the classical parameters repeatedly used in past literature and that is used in the selection of suppliers and its classical forms of evaluation. Then the article examines some of the characteristics of global supplier markets. When these global markets are examined, companies have to deal with these non-standard parameters in order to select the suitable possible suppliers before start the negotiation process. The different conditions of the possible suppliers can actually greatly influence the result of the supplier evaluation process by the buying company. The article also presents the relationship of the traditional and non-traditional parameters in the negotiation process between the buyer and the vendor. The proposals contained in the article can be implemented as a part of the corporate responsibility policies oriented to the relationships with suppliers and also can help to reach an optimal equilibrium between the interests of the own company, the stakeholders and the involved society in order to create a sustainable long-term relation between companies, environment and society.","Marketing; Purchase; Vendor rating",
"Arnold D.G.","Moral Imagination, Stakeholder Engagement, and Genetically Modified Organisms",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84889424645&partnerID=40&md5=b9f4ae6e9ae12fd54aa773d3c61eb1cb",[No abstract available],"Agribusiness; Developing countries; Ethical leadership; Globalization; Moral imagination",
"Windsor D.","The Business Ethics of Genetic Screening",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84889406029&partnerID=40&md5=6ddbcf529f7fa959146c1e81cf344537",[No abstract available],"Business ethics; Genetic information; Genetic screening; Health care; Human populations",
"Hendry J.R.","Stakeholder Care Theory: The Case of Genetic Engineering and Non-Human Mammals",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84889385384&partnerID=40&md5=ab0f74dc6e5978dbd595c1e5e7a37b3f",[No abstract available],"Business ethics; Genetic engineering; Mammals; Public policy",
"Aaltio I.","Management education as an identity construction: The case of Estonia and its transition economy background",2008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-42049088281&partnerID=40&md5=32f30d8aadde50c94a8ee4299a982087","In this paper, we discuss how university education in entrepreneurship and management actually supports students' efforts to build their professional identity in the current, changing business environments. Today's global business world requires professional identities that are flexible and broad-minded. There is a need for generalist skills, social skills and the ability to create and sustain new, complex trust-based business networks; business education should be able to promote these abilities. Business ethics is also relevant, because the managers-to-be act according to learned ethical business codes but new ones are also needed. Estonia and its command-economy history is a special case in this paper, and we refer to an empirical comparative study of Estonian and Finnish students' values in order to show the special Estonian cultural background for management education needs. We discuss a few pedagogical issues that are relevant when developing management education with identity construction needs. © 2008, Inderscience Publishers.","Entrepreneurship; Estonia; Identity; Management education; Networks values; Social capital; Transition economies",
