Authors,Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Sparks B., Bradley G., Jennings G.","Consumer value and self-image congruency at different stages of timeshare ownership",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79955469838&partnerID=40&md5=8800b830adf81ec481260679458b7cd7","An understanding of customers' perceptions of value is fundamental to the competitive nature of all industries. Using the timeshare resort sector as a context for our studies, we explore the ways in which consumers, grouped according to their timeshare ownership stage, perceive value. Data were collected from three samples: non-owners of timeshare, recent purchasers of timeshare, and longer-term timeshare owners. Value was shown to be multi-dimensional, with a stable pattern of eleven correlated value factors evident in all three samples. The groups differed in their assessments of the different dimensions of value. In all groups, however, value was positively correlated with attitudes and future intentions regarding timeshare. Self-image congruency explained additional criterion variance. The findings demonstrate that, even among consumers who have never used timeshare, value and self-image congruency are substantial and unique predictors of attitudes and intentions regarding this tourism product. © 2010 Elsevier Ltd.","Consumer value; Ownership stage; Self-image congruency; Sustainable business; Timeshare","ecotourism; perception; tourism management; tourism market; tourist behavior"
"Zhou Y., Xu G., Su J., Minshall T.","Barriers to entrepreneurial growth: An empirical study on university spin-offs in China",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84878633532&partnerID=40&md5=b74996c4287d038d5e47514aef220de4","Purpose: Literature shows that university spin-offs (USOs) have idiosyncratic strengths in comparison to other new firms; however, evidence also shows that Chinese USOs have a low survival rate, and only a small percent of them can grow into sustainable businesses. The purpose of this paper is to conduct an empirical study to inquire about the variable growth barriers to Chinese USOs, in order to address two major research questions of this paper: what are the major growth barriers, and how significant they are; and what supports should university and government provide to eliminate those barriers? Design/methodology/approach: In the first place, this paper attempts to explore the research questions through literature review and pilot interviews, based on which, a questionnaire for a survey was developed. Then, this study then attempts to address the research questions through a nation-wide survey in 2009 across 69 national university science parks. Findings: This paper finds that corporate governance issues, managerial concerns, and lack of infrastructure support are three major categories of barriers that thwart the growth of USOs in China. In addition, this paper also identified the support that is expected from universities and government agencies in order to cope with the barriers. Originality/value: This paper contributes to theory in three ways. First, it tests and validates some existing conceptual frameworks concerned with the growth barriers to USOs. Second, it sheds light on the specific growth concerns of Chinese USOs and identifies three kinds of barriers. Further, this study provides evidence for future policy making regarding USOs and university technology transfer activities in China. This research will be of interest to policy makers, academic entrepreneurs, and university administrators. © Emerald Group Publishing Limited.","Business development; China; Government policy; Growth barriers; Universities; University spin-offs",
"Baur D., Palazzo G.","The moral legitimacy of NGOs as partners of corporations",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053259526&partnerID=40&md5=7d5a1bc9a7c3c2ac0764d06a0001faa7","Partnerships between companies and NGOs have received considerable attention in CSR in the past years. However, the role of NGO legitimacy in such partnerships has thus far been neglected. We argue that NGOs assume a status as special stakeholders of corporations which act on behalf of the common good. This role requires a particular focus on their moral legitimacy. We introduce a conceptual framework for analysing the moral legitimacy of NGOs along three dimensions, building on the theory of deliberative democracy. Against this background we outline three procedural characteristics which are essential for judging the legitimacy of NGOs as potential or actual partners of corporations. © 2011 Business Ethics Quarterly.",,
"Hannah S.T., Avolio B.J., Walumbwa F.O.","Relationships between authentic leadership, moral courage, and ethical and pro-social behaviors",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80052152812&partnerID=40&md5=8888b4da22c9984fc5361ff51b6b7820","Organizations constitute morally-complex environments, requiring organization members to possess levels of moral courage sufficient to promote their ethical action, while refraining from unethical actions when faced with temptations or pressures. Using a sample drawn from a military context, we explored the antecedents and consequences of moral courage. Results from this four-month field study demonstrated that authentic leadership was positively related to followers' displays of moral courage. Further, followers' moral courage fully mediated the effects of authentic leadership on followers' ethical and pro-social behaviors. Theoretical and practical implications for further integrating the work on moral courage, authentic leadership and ethics are discussed. © 2011 Business Ethics Quarterly.",,
"Ackert L.F., Church B.K., Xi K., Li Q.","Lying: An experimental investigation of the role of situational factors",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053289631&partnerID=40&md5=7adab685074fb4a412cdf8e937b8da70","Individuals often lie for psychological rewards (e.g., preserving self image and/or protecting others), absent economic rewards. We conducted a laboratory experiment, using a modified dictator game, to identify conditions that entice individuals to lie solely for psychological rewards. We argue that such lies can provide a ready means for individuals to manage others' impression of them. We investigated the effect of social distance (the perceived familiarity, intimacy, or psychological proximity between two parties) and knowledge of circumstances (whether parties have common or asymmetric information) on the frequency of lying. We found that lying occurs more frequently when social distance is near and that the effect is exacerbated when information is asymmetric. Our theoretical development suggests that, under these conditions, individuals' need to manage others' impression is magnified. We discuss the implications of our findings. © 2011 Business Ethics Quarterly.",,
"Elegido J.M.","The ethics of price discrimination",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053234308&partnerID=40&md5=77d8f93bcbf34556dae90f1c16970228","Price discrimination is the practice of charging different customers different prices for the same product. Many people consider price discrimination unfair, but economists argue that in many cases price discrimination is more likely to lead to greater welfare than is the uniform pricing alternative - sometimes for every party in the transaction. This article shows i) that there are many situations in which it is necessary to engage in differential pricing in order to make the provision of a product possible; and ii) that in many such situations, the seller does not obtain an above-average rate of return. It concludes that price discrimination is not inherently unfair. The article also contends that even when conditions i) and/or ii) do not obtain, price discrimination is not necessarily unethical. In itself, the fact that some people get an even better deal than do others does not entail that the latter are wronged. © 2011 Business Ethics Quarterly.",,
"Zaidman N., Goldstein-Gidoni O.","Spirituality as a discarded form of organizational wisdom: Field-based analysis",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80052643962&partnerID=40&md5=e7fba289d8847e9fe82769c0448601dc","In this article, we examine what really happens when spirituality enters profit organizations. We suggest looking at workplace spirituality as a form of organizational wisdom. When surveyed, managers and consultants attested that spirituality improved their awareness at work, enhanced communication, and reduced stress. Yet our results show that workplace spirituality suggests alternative ways of thought and behavior that organization members perceive as threatening and thus reject or discard. The chief clash is related to assumptions about social order and social relationships. Our work adds value to translation research by giving more significance to the impact of core organizational ideas in the encounter with new wisdom. We also contribute to workplace spirituality literature and to the emerging field of organizational wisdom by analyzing the initial stages and essence of the encounter between existing and new wisdom. © The Author(s) 2011.","organizational wisdom; organizations; spirituality; translation",
"Melancon J.P.","Consumer profiles in reality vs fantasy-based virtual worlds: Implications for brand entry",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-81055125063&partnerID=40&md5=a2255bb32d0a53171baee2d9b046a57f","Purpose: Virtual environments (VEs) are computer-based, three-dimensional virtual worlds where users create avatars and interact socially and competitively within the environment. Users spend millions of dollars every year consuming items for their avatars. Marketers have begun offering branded items in these communities with mixed results. The purpose of this paper is to examine motivational, usage, and demographic differences in VEs across two popular VE types: reality and fantasy-based platforms. Design/methodology/approach: A sample of 106 users of reality and fantasy based VEs was collected using an online survey methodology. Findings: Results indicate that both reality and fantasy worlds are outlets for escapism and immersion. Reality VE users are more motivated to seek social relationships with other users and are more highly involved in the VE than fantasy users. Fantasy-users are motivated by achievement and manipulation of others and are slightly more likely to be male, younger, and engage in the VE with members of their household. Practical implications: Studies suggest that message congruency with the gaming context leads to better attitudes toward advertising in online games. This study suggests that tailoring communications for differences due to VE type may produce more favorable outcomes for marketers. Implications for product and branding strategy are suggested. Originality/value: Little empirical work addresses successful marketing strategy in VEs, although hundreds of brands have entered these worlds. This research is the first to consider VE type and user motivation, usage, and demographics in the framing of marketing messages. © Emerald Group Publishing Limited.","Avatars; Branding; Consumer behaviour; Interactive marketing; User motivation; Virtual environments; Virtual worlds",
"Schakett T., Flaschner A., Gao T., El-Ansary A.","Effects of Social Bonding in Business-to-Business Relationships",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84859319539&partnerID=40&md5=4169b67e62a7ca6113906039c89bbad4","This study investigates the social relationship between buyers' key contact employees and sellers' key contact employees in businessto-business marketing relationships in service industries. We specifically examine the impact of social bonding on the buyer's (a) loyalty toward the seller, (b) trust in the seller, (c) satisfaction with the seller, and (d) perceptions of the service quality provided by the seller while controlling for structural and economic bonds. To address this question, we use embeddedness theory, social exchange theory, marketing exchange theory, and attribution theory. Using partial least squares analysis, we demonstrate that when structural and economic bonds were controlled, social bonds significantly impacted the buyer's loyalty, trust, and satisfaction toward the seller and the buyer's perceptions of the seller's service quality. © 2011 Copyright Taylor and Francis Group, LLC.","attribution theory; B2B marketing; economic bonding; economic exchange theory; embeddedness theory; loyalty; relationship marketing; satisfaction; service quality; social bonding; social exchange theory; structural bonding; trust",
"Gong C.-Y., Chen C.-T., Peng P., Xie Z.-F.","Thinking path model for social management systems engineering",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053291894&partnerID=40&md5=17ed393d4913a4269129d590c436567e","Based on summarization about systems engineering methodology, thinking path for social management systems engineering is analyzed. Then, with Problem, Goal, Scheme as systems thinking orientation, with Analysis, Synthesis, Simulation, Decision, Implement, Verification as systems thinking step, with Investigation, Study, Analogy, Creation, Selection, Metaphor as systems thinking method, with humanmachine Integration, human-network Integration, Coordination between people, Coordination between qualitative and quantitative, information-knowledge-wisdom Participation, wulishili- renli Participation as systems thinking principle, we ultimately built a four-dimensional thinking path model for social management systems engineering. © 2011 IEEE.","Four-dimensional model; Social management; Systems engineering; Systems methodology; Thinking path","Engineering methodology; Human-machine; Path models; Social management; Systems thinking; Thinking path; Artificial intelligence; Computer simulation; Coordination reactions; Electronic commerce; Engineering; Management science; System theory; Systems engineering; Information management"
"Chen G., Wang J., Liu G., Li H., Li Q.","Stakeholder relationship management in leading changes: Case study on integration of airline companies",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053284293&partnerID=40&md5=4b260613ef64351c6024b0c261314595","Leader is the key figure during organizational change with significant influence on its success. Based on the stakeholder theory and its analysis framework, we analyze a case about organizational change in depth and draw relevant conclusions, which provide a new view on behavior analysis of leading change. It is also a useful exploration for case study on behaviors of leading change. © 2011 IEEE.","Case study; Leader; Organizational change; Stakeholders","Behavior analysis; Leader; Organizational change; Relationship management; Stakeholder theory; Stakeholders; Artificial intelligence; Electronic commerce; Management; Management science; Research; Behavioral research"
"Ayuso S., Rodríguez M.Á., García-Castro R., Ariño M.Á.","Does stakeholder engagement promote sustainable innovation orientation?",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053555179&partnerID=40&md5=942f4376c2d0eae331b66d0106e6aa95","Purpose - The purpose of this paper is to focus on the contribution of stakeholder engagement to firms' innovation orientation within the context of sustainable development. It investigates whether engagement with different stakeholders promotes sustainable innovation. Design/methodology/approach - The empirical analysis is based on an international sample of 656 large companies, drawn from the annual assessment for the Dow Jones Sustainability Indexes. A logistic regression analysis was performed in order to test the hypothesized relationships between stakeholder interaction, knowledge management and sustainable innovation orientation. Findings - Empirical results showed that knowledge sourced from engagement with internal and external stakeholders contributes to a firm's sustainable innovation orientation, but that this knowledge has to be managed by the firm internally in order to be converted into new ideas for innovation. Research limitations/implications - Since the present study represents one of the first attempts to characterize stakeholder-driven innovation in a quantitative way, there are some limitations related to the used database that should be addressed in future research. Practical implications - The results show the importance for companies of connecting the business functions of stakeholder engagement and innovation, and find flexible mechanisms to combine access and transformation of relevant stakeholder information. Originality/value - The main contribution of the present research is to prove quantitatively that engagement with different stakeholders is a valid mechanism for promoting sustainable innovation within firms. This is done with a unique dataset, the SAM Group database. In addition, the present study will advance understanding on firm's sustainable innovation processes by framing this phenomenon as an organizational capability. © 2011 Emerald Group Publishing Limited. All rights reserved.","Corporate social responsibility; Innovation; Knowledge management; Stakeholder engagement; Sustainable development","Annual assessment; Business functions; Corporate social responsibility; Data sets; Design/methodology/approach; Dow Jones; Empirical analysis; Empirical results; Flexible mechanisms; Innovation process; Logistic regression analysis; Organizational capabilities; Research limitations; Stakeholder engagement; Industry; Innovation; Knowledge management; Planning; Regression analysis; Research; Sustainable development; Economic and social effects"
"Côté S.","How social class shapes thoughts and actions in organizations",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-82955237279&partnerID=40&md5=2d6884d1feb20cc652d717fb32591a48","This chapter presents the premise that social class is a potent, robust, and distinct predictor of how people think and act in organizations. Drawing on theories of social cognition, I define social class as a dimension of the self that is rooted in objective material resources (via income, education, and occupational prestige) and corresponding subjective perceptions of rank vis-à-vis others. Informed by demonstrations of the psychological effects of social class, I describe how social class may shape behavior in three illustrative domains of organizational life: social relationships, morality, and judgment and decision-making. I document objective and subjective measures of social class to guide research on its effects. I conclude by discussing the risks and benefits of investigating the social class of organization members, and the potential costs for organizations and researchers who ignore social class. © 2011 Elsevier Ltd.","Organizational behavior; SES; Social class; Socioeconomic status",
"Liu G.","Ethical reasoning differences between accountants and managers",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053895350&partnerID=40&md5=c6aff04628c11ab366d87caba25c71f3","Purpose - The purpose of this paper is to test whether significant differences in ethical reasoning exist between Chinese accountants and managers when facing an ethical dilemma. Further tests are conducted to identify what professional contextual factors and personal value preferences can be introduced to explain the ethical reasoning differences observed. Design/methodology/ approach - Three research questions are raised and related hypotheses are developed and tested by the use of a defined issue test (DIT) instrument containing four hypothetical scenarios of different dilemmatic issues, and a Rokeach values survey questionnaire adapted to suit the Chinese business culture. Findings - The findings and conclusions include: Chinese managers and accountants are not significantly differentiated in terms of ethical reasoning levels measured by the overall DIT instrument, however, the break-down results of the DIT individual dilemmatic scenarios shows that significant differences exist between the two professional types in three out of four scenarios. Second, gender and frequency of making compromises are two significant contextual determinant of ethical reasoning levels of managers but not those of accountants, and for the accountants, no significant contextual factors are observed in the current study. Third, in determining the impacts of value preferences on ethical reasoning levels, the four-factor classification approach produces a more contrasting result than the seven-factor classification approach. Research limitations/implications - The selection of the four scenarios in the DIT instrument is subjective according to the designation of the test, and Chinese business profession's ethical ideologies might differ among different regions. However, these research limitations might inspire further ethics research on cross-regional comparisons in China and other emerging economies. Practical implications - In Chinese surging markets, appropriate socio-economic order can only be maintained by highly ethical reasoning and conduct on the part of business managers and accountants. The current results and findings would help to identify what factors and value preferences weigh more, in order to improve the professional ethicality. Originality/value - This paper contributes to the research literature of business ethics by adding a managers-accountants comparative study on ethical reasoning differences, especially the ethicality of two different professions in emerging economies; further, it includes contextual factors and value preferences in identifying those determinants of ethical reasoning differences. Copyright © 2011 Emerald Group Publishing Limited. All rights reserved.","Accountants; Business ethics; China; Defined issue test; Differences; Managers; Professional ethics; Reasoning; Rokeach values survey",
"Sigmar L.S.","Con or con-struction?: The case of nye contracting",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80054820884&partnerID=40&md5=8bd7abad0d035efa9db39d8f71be8888","Case Description: The primary subject matter for this case concerns the development of a communications strategy for a scenario where expectations have diverged between a contractor and a client concerning prior verbal and written agreements. Secondary issues include the ethical obligations of contractors to their clients, contractor expertise in bidding jobs, and effective communication between the contractor and the client. This case was designed for use in an undergraduate business communications course, but can also be easily adapted for use in an undergraduate business law or business ethics course. It could be taught in a 11/2-hour session and is expected to require 2 hours of outside preparation by students. Case Synopsis: Alex and Lauren Stewart, new to the Houston area, retained the services of a general contractor to make repairs to the home that they had just bought. Although they took great care in researching, specifying the work, and hiring Nye Contracting, they encountered problems from the start with the contractor, his various crews, interruptions and delays in the work schedule, and poor quality work. The last straw for the Stewarts was Nye's demand for additional money for materials to complete the job. He also threatened to place a lien on the Stewart's home until the additional money requirement was met. At this point, the Stewarts feel compelled to document their refusal to pay additional money to Nye and to hold Nye to the terms of their initial agreement, to clarify their position to his demands, to document the extent (percentage) of the work accomplished to date in order to calculate what percentage of the agreed-upon wages should be paid to date, to specify what jobs still need to be done, and to document the deterioration of their business relationship with Nye for possible legal action. Alternatively, however, the Stewarts are considering more positive communication in the hopes of convincing Nye to complete the job he agreed to perform initially and to maintain goodwill. © 2011 by the DreamCatchers Group, LLC, Arden NC, USA.",,
"Ortas E., Moneva J.M.","Sustainability stock exchange indexes and investor expectations: Multivariate evidence from DJSI-Stoxx",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80054958050&partnerID=40&md5=05dd24f57f48ca52777d00ecf95f38f7","This research sets out to assess the market reaction to events related to inclusion in and exclusion from the Dow Jones Sustainability Stoxx Index, which are associated with good and bad levels of Corporate Social Performance. The present work introduces a new effect-non-exclusion of the index-which reflects a corporate effort on maintaining higher levels of sustainability. An event study approach is applied with the aim of assessing market reactions to the announcement of changes in the index composition and the effective release to the market of the new sustainable equity index for an annual period. A novelty of this research is the use of a Multivariate Regression Model, with the purpose of mitigating some limitations identified in previous studies when «event clustering» is observed. The empirical analysis is focused on five years sliding window (2003-2007), a period with a relevant increase of the Socially Responsible Investment worldwide. Copyright © 2001 Associatión Española de Contabilidad Administratión de Empresas.","Corporate Social Performance; Corporate social responsibility; Ethical investment; Stakeholder theory; Sustainable stock exchange indexes",
"Ho C.M.-F.","Ethics management for the construction industry: A review of ethical decision-making literature",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80054924123&partnerID=40&md5=ab5e74c61ea550026d3553e26d48d3c7","Purpose - Managing ethics has come to be considered a management discipline, especially since the birth of business ethics and social responsibility movements in the 1960s. However, there seems to be no comprehensive review and synthesis of ethics management literature in construction. This research aims to address the theory-practice gap by providing a critical review of the ethics decision-making literature. Design/methodology/approach - The study examines critically the ethics decision-making literature from the 1980s to 2008. Findings - Three research focuses, relating to the construction industry in ethical decision making, are identified: empirical studies on examining the associations between variables (individuals, situational/organisational, moral intensity) and employees' ethical behaviour in construction organisational contexts; continuous application of behavioural science theories to develop an appropriate ethical decision-making model for the industry; and research on group and/or organisational level behaviour ethics. Research limitations/implications - The study identifies, draws together, and integrates existing theories and research, with a particular emphasis on ethical decision-making models, to present the key contributions in the realm of ethics decision making. Practical implications - The paper highlights the role of management (both as an academic discipline and from a practitioner perspective) in bridging this gap. Originality/value - The research adds value to the literature on ethics management, where limited knowledge exists in the construction industry. © Emerald Group Publishing Limited.","Business ethics; Construction industry; Ethical decision-making; Ethics management","Behavioural science; Business ethics; Critical review; Decision making models; Design/methodology/approach; Empirical studies; Ethical decision-making; Ethics management; Organisational level; Research limitations; Social responsibilities; Behavioral research; Construction industry; Decision theory; Philosophical aspects; Research; Decision making"
"Chen C.-M., Delmas M.","Measuring corporate social performance: An efficiency perspective",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-81355164519&partnerID=40&md5=d9074e6fe1b10bb36c92d1bb49f6ccab","Aggregation of corporate social performance (CSP) metrics poses a major challenge to researchers and practitioners. This study provides a critical evaluation of current aggregation approaches and proposes a new methodology based on data envelopment analysis (DEA) to compute a CSP index. DEA is independent of subjective weight specifications and provides an efficiency index to benchmark the CSP of firms. Using CSP data from 2190 firms in three major industries from the Kinder, Lydenberg, and Domini, Inc. database in 2007, our study presents the first application of the DEA model for CSP and ordinal data and opens up a new path for future empirical CSP research. © 2010 Production and Operations Management Society.","corporate social performance; data envelopment analysis; efficiency; KLD",
"Chiu S.-C., Sharfman M.","Legitimacy, visibility, and the antecedents of corporate social performance: An investigation of the instrumental perspective",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053502233&partnerID=40&md5=9102692cacb27dba77d551ed0ff8c464","Using institutional theory as the foundation, this study examines the role of organizational visibility from a variety of sources (i.e., slack visibility, industry visibility, and visibility to multiple stakeholders) in influencing corporate social performance (CSP). The conceptual framework offers important insights regarding the instrumental motives of managers in performing CSP initiatives. Based on a sample of 124 S&P 500 firms, the authors found that it is a firm's visibility to stakeholders, rather than its economic performance, that has the larger impact on managers' decisions regarding how much CSP their firms exhibit. The results show that more profitable firms may not be motivated to engage actively in CSP unless they are under greater scrutiny by various firm stakeholders. The authors also found that organizational slack (estimated as cost of capital) is positively associated with a Social CSP dimension but negatively associated with a Strategic CSP dimension. This research contributes to the current CSP literature by demonstrating that motivations in addition to normative or ethical ones may be at play in the decisions firms make regarding their CSP. © The Author(s) 2011.","corporate social responsibility; institutional theory",
"Soana M.-G.","The Relationship Between Corporate Social Performance and Corporate Financial Performance in the Banking Sector",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80255123807&partnerID=40&md5=9d34ef4ef037a7159e71f0f20141814b","Since the 1970s, many Anglo-American studies have investigated the theme of corporate social responsibility (CSR) and its costs and benefits. Most studies have tried to test, largely in samples of multiple industries, the relationship between corporate social performance (CSP) and corporate financial performance (CFP). These analyses, however, have produced conflicting results and any attempt to give a generalized and coherent conclusion has proved inadequate. This article examines the ways CSP can be proxied and investigates the possible relationship between CSP (measured by ethical rating) and CFP (measured by market and accounting ratios) in the banking sector using correlation methodology. It emerges that there is no statistically significant link between CSP and CFP. © 2011 Springer Science+Business Media B.V.","Banking sector; Corporate financial performance; Corporate social performance; Corporate social responsibility; Correlation",
"Callan S.J., Thomas J.M.","Executive compensation, corporate social responsibility, and corporate financial performance: A multi-equation framework",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-81255205447&partnerID=40&md5=e7843d8e8203c4c25c6c6010f0354830","Much has been discussed in various disciplines about the determinants of executive compensation. The importance of these scholarly inquiries has been underscored by the recent condemnation of high executive remuneration levels in the face of corporate failures and financial declines. Most researchers confine their analyses to single equation models that test various determinants and different measures of compensation. In this paper, we expand this approach to a multi-equation model that examines the determinants of executive compensation within a broader framework. Our specification explicitly allows for the endogeneity of executive compensation, firm financial performance, and corporate social responsibility (CSR). Chief among our findings is that this endogeneity assumption is supported, which means that financial performance and social performance are determined simultaneously. We further show that CSR is among the determinants of CEO pay, which indicates that pay-for-performance does not sufficiently explain compensation. © 2010 John Wiley & Sons, Ltd. and ERP Environment.","Agency theory; Corporate financial performance (CFP); Corporate social performance (CSP); Corporate social responsibility (CSR); Executive compensation; Pay-for-performance; Social performance measures; Stakeholder theory; Sustainable development",
"Jones P.","Developing and applying interactive visual tools to enhance stakeholder engagement in accessibility planning for mobility disadvantaged groups",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84858284895&partnerID=40&md5=963b0302b82e270d3484f3e0337cf920","This paper presents findings from an English study that developed a range of visual tools to assist in investigating broader aspects of accessibility, through innovative forms of stakeholder engagement, comprising in-depth workshops with both public transport users and a wide range of professionals. As well as public transport operators, the latter included senior managers in the education, health and social service sectors, plus major private sector employers and the Regional Development Agency. A spreadsheet tool was developed to assist in codifying accessibility problems and potential solutions. The study identified ways in which the uncoordinated, day-to-day decisions of the various agencies caused considerable accessibility problems for different user groups, and how all parties would benefit from greater information exchange in the formative stages of their strategic planning processes if public transport is to play its part in meeting the mobility requirements of diverse population groups. © 2011 Elsevier Ltd.","Accessibility planning; Decision support tools; Disadvantaged groups; Stakeholder engagement",
"Byrne E.F.","Business Ethics Should Study Illicit Businesses: To Advance Respect for Human Rights",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053899682&partnerID=40&md5=4bf2936fe78422d6e9ede178a022c6da","Business ethics should include illicit businesses as targets of investigation. For, though such businesses violate human rights they have been largely ignored by business ethicists. It is time to surmount this indifference in view of recent international efforts to define illicit businesses for regulatory purposes. Standing in the way, however, is a meta-ethical question as to whether any business can be declared unqualifiedly immoral. In support of an affirmative answer I address a number of counter-indications by comparing approaches to organized crime and to corporate crime, comparing the ethical critique of businesses studied in business ethics and those socially banned, and comparing the business ethics assumption as to businesses' ethicality to societal ethical neutrality regarding war-related businesses. My conclusion: to help advance respect for human rights, business ethicists should apply their expertise to the task of defining illicit businesses. © 2011 Springer Science+Business Media B.V.","corporate crime; corporate social responsibility; human rights; illicit business; international law; organized crime; UNGC",
"Jupesta J., Harayama Y., Parayil G.","Sustainable business model for biofuel industries in Indonesia",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84872647499&partnerID=40&md5=827006527b3f152a00ad775838f9c06f","Purpose: This study aims to focus on the design of a sustainable business model on the development of a biofuel industry in Indonesia. Design/methodology/approach: The changed status from a net oil exporter to net importer in 2004, the highly subsidized price of fossil fuel, the depleting oil resources and a strong dependency on oil for domestic production are the driving forces for introducing biofuel in Indonesia. The Indonesian government enacted an energy policy in 2006 which aims to partially shift fossil fuel consumption to renewable energy sources including biofuel. The mandatory requirement to use biofuel and the given subsidies will help to make biofuel competitive. However, till now, biofuel still has not achieved the aimed target for several reasons, e.g. higher cost of production relative to fossil fuel, distribution barriers due to geographical constraints, reluctance from industry due to uncertain markets and relative low participation from local government. This paper develops strategic analysis based on the diffusion process of biofuel development. Findings: The tools applied are a SWOT analysis, Porter 5 Force analysis, and Business Portfolio analysis to understand the position of the biofuel industry. Originality/value: This study provides an innovative business model to accelerate the integration of biofuel into the Indonesian energy markets and create profitable and sustainable business. © Emerald Group Publishing Limited.","Biofuel industry; Energy policy; Indonesia; Key player; Strategic analysis; Sustainable business model; Sustainable development",
"Leila Trapp N.","Staff Attitudes to Talking Openly About Ethical Dilemmas: The Role of Business Ethics Conceptions and Trust",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053918034&partnerID=40&md5=1479c791b8c7cd836dc9b8718ee08604","To ensure ethical employee behavior, companies often utilize several forms of mostly one-way communication such as codes of conduct. The extent to which these efforts, in addition to informing about the company stance on ethics, are able to positively influence behavior is disputed. In contrast, research on business ethics communication and behavior indicates a relatively clear, positive link between open workplace dialogue about ethical issues and ethical conduct. In this article, I therefore address the question: What influences employee attitudes to talking openly about ethical issues? Answers are proposed on the basis of focus group interviews with staff at the Denmark and Brazil affiliates of the global healthcare company Novo Nordisk. It was found that interest in discussing ethical issues was influenced by two main factors: employee conceptualizations of business ethics and the level of inter-collegial trust, credibility, and confidence. In this article, by examining these phenomena, I aim at providing insight that can both inform scholars in these fields as well as help managers in their attempts to promote open workplace dialogue about ethical issues. © 2011 Springer Science+Business Media B.V.","communication; dialogue; ethical decision-making; ethics program; moral awareness; organizational behavior; trust",
"Demaki G.O., Tsetimi J.","Benefits and practical difficulties of interplay of foreign private capital flows and business ethics for the millennium development goal of global partnership for development",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-82055201395&partnerID=40&md5=749ebb7aedeed6e1981968f1529b37b7","The discourse of the interplay of Foreign Private Capital Flow and Business Ethics for the millennium development goal of global partnership for development, highlights the benefits accruing to the host nations and the difficulties therein. The components of codes of ethics for best business practices for multinational corporations are disclosed. Solutions are also proffered for the realization of the millennium development by raising the consciousness of ethical business practice and their operations in the host nations. Realization of the global partnership for development, by developing nations including Nigeria, also require the reduction of their debt burden. © EuroJournals, Inc. 2011.",,
"Mitra R.","Framing the corporate responsibility-reputation linkage: The case of Tata Motors in India",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80052949363&partnerID=40&md5=a18d3cd3e814361296ad9375b34b54b1","This study, focusing on the emerging economy context of one of India's largest automotive companies, Tata Motors, analyzes the thematic framing of corporate social responsibility (CSR) and corporate reputation. Five CSR frames are shown: institutionalization, community development, modernization, mainstreaming, and nation-building. Reputation is framed via: heritage, nationbuilding, technological advancement, global footprint, and responsibility. The findings suggest how firms may better align their CSR efforts with regular business, and their larger public relations campaigns with wider social perceptions of their responsibilities. © 2011 Elsevier Inc.","Corporate reputation; Corporate social responsibility; Emerging economy; India; Qualitative case study",
