Authors,Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Manetti G., Toccafondi S.","Defining the Content of Sustainability Reports in Nonprofit Organizations: Do Stakeholders Really Matter?",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84897743923&partnerID=40&md5=00a0271aee087ae0f9d345b2a3c8cd0f","The aim of the article is to investigate the role of stakeholder engagement and participation in nonprofit organizations' sustainability reporting, according to the literature on third sector and stakeholder theory. To verify the levels of involvement, the authors conducted an empirical survey, using content analysis, on a sample of 54 sustainability reports of nonprofit organizations included in the Global Reporting Initiative database as of September 1, 2012. In order to strengthen the results obtained from the content analysis, the authors shared their findings with the organizations of the sample. The survey showed that there were some criticisms regarding stakeholder participation in the targeted research field. These are considered in the conclusions. Questions for the future included whether stakeholder engagement is moving from being simply a way to consult and influence stakeholders to being an effective instrument for involving them in nonprofit organizations' reporting and decision-making processes, through mutual commitment. © 2014 Copyright Taylor & Francis Group, LLC.","content analysis; nonprofit; stakeholder engagement; strategy; sustainability reporting",
"Berger R., Herstein R.","The evolution of Chinese business ethics",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84927548574&partnerID=40&md5=18d03630a502b89183000fd496409677","Purpose – This article aims to present a historical overview of the evolution of business ethics in China and highlights the ways in which its ethical structure lags behind its rapid economic expansion. Understanding Guanxi, the Chinese social network of reciprocal business relations common in Confucian cultures, has long been recognized as one of the major success factors when doing business in China (Hwang et al., 2009). Recognizing the significant impact of Guanxi and its influence on everyday dealings in China is, thus, crucial for Western firms. Whereas considerable research has dealt with the growth of Chinese industries in recent years, the key relationship between changes in its economy and shifts in Chinese business ethics has been neglected although it impacts the ways Westerners, in particular, both clinch deals and judge Chinese firms. The implications of this disparity for global business are discussed. Design/methodology/approach – The discussion draws on the academic literature and the researchers’ experience in how business and business ethics are conducted between Western and Chinese firms. This paper presents a content analysis of theoretical articles and compares them to conceptual and empirical approaches, with an emphasis on a pragmatic approach to fostering a better understanding of the evolution of Chinese business ethics and its implications on business practices. Findings – Maps the evolution of business ethics in China and need to adapt to an ever changing business environment. Originality/value – This study offers a new insight to the evolution of Chinese business ethics and highlights its importance in business interactions. It illustrates the co-evolution of business ethics in parallel with the advancement of the Chinese economy. This paper is the first paper that addresses the issue of the evolution and formation of Chinese business ethics and links it to economic progress and opening up to the West. © 2014, Emerald Group Publishing Limited 2040-8269.","China; Ethics; Governance; Guanxi; Social capital",
"Ihugba B.U.","The governance of corporate social responsibility: Developing an inclusive regulation framework",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84898448347&partnerID=40&md5=81ef8426af4e528cb76f22835a170974","Purpose: This paper aims to examine the limitations of promoting corporate social responsibility (CSR) regulation and suggests a model for improving accountability in CSR practices through stakeholder engagement-based inclusive regulation framework that is effective, coherent and responsive. Design/methodology/approach: This conceptual paper uses desk-based research to analyse extant literature on the concept of regulation of CSR by looking at examples, benefits and limitations before proposing a framework for improving CSR regulation. Findings: The paper finds that the system of promoting CSR through self-regulation or introducing prescriptive regulation without sustainable stakeholder engagement is ineffective and inefficient. Originality/value: The paper is original in its development of a new framework of ""Inclusive Regulation"" as a strategy for limiting the shortcomings of prescriptive regulation and enhancing self-regulation as CSR tools. It thus contributes to both theoretical and policy perspective in the enhancement of prescriptive and self-regulation in CSR-regulation discourse. © Emerald Group Publishing Limited.","Accountability; Corporate social responsibility; Government regulation; Inclusive regulation; Prescriptive regulation; Regulation; Self-regulation; Stakeholder engagement",
"Yip M.H., Juhola T.","The influence of product and service ratio on stakeholder interaction in software system development",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84910149597&partnerID=40&md5=112dcc58e4c51375676fc2fa389b167d","Software systems have a growing importance in how services are delivered in the present-day. New methods and technologies are constantly introduced for realizing novel services in a wide range of industries. For example, software has been integral to the delivery of financial services. In this study, stakeholder engagement in the development of software systems is examined. Two software development projects are selected for their varying degrees of product and service content. Both teams use an adapted stakeholder identification framework developed for the healthcare industry to identify stakeholders for the new software systems. This paper presents the preliminary conclusion that the adapted stakeholder identification framework is suitable for new financial services software system development. The differences in stakeholders for the development of new software systems of dissimilar product-service mix are discussed in the paper, highlighting four key observations in the perspectives of product quality, relationship management, product support by customer, and service delivery process. © 2014 PICMET.",,"Computer software; Financial service; Healthcare industry; Product and services; Relationship management; Service-delivery process; Software development projects; Stakeholder engagement; Stakeholder identifications; Software design"
"Su H.-Y.","Business Ethics and the Development of Intellectual Capital",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84892432385&partnerID=40&md5=2454f29617e5996645a8ac0ec2a49505","This paper documents that business ethics has positive impacts upon the development of intellectual capital. Knowledge has become the most important asset of modern businesses, and this study argues that business ethics is associated with the development of intangible knowledge resources-intellectual capital. Businesses with ethical values at the core reinforce ethical conducts and successfully build trust with their various stakeholders, leading to the formation of an ethical and trustworthy corporate culture and a positive corporate environment. Thus, in this reasoning, an ethical approach to business can encourage open communication, problems solving, knowledge sharing and creativity among employees to increase organisational capital; enhance interactions and relationships with suppliers, customers and other stakeholders to increase social capital; attract and retain good talent to increase human capital. Questionnaire survey is adopted as the research method with businesses in the electronic and information technology industries in Taiwan as sample. The results suggest that business ethics is associated with increased intellectual capital. Thus, this study demonstrates that the development of intellectual capital is in line with strengthened ethics. It contributes to the literature through combining research on business ethics with intellectual capital theories and extends the extant intellectual capital literature. © 2013 Springer Science+Business Media Dordrecht.","Business ethics; Competitive advantage; Corporate ethical values; High technology industry; Intellectual capital",
"Gherghina S.C., Vintilǎ G., Dobrescu D.","The influence of corporate social responsibility on firm value. An empirical investigation on U.S. listed companies",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84906241518&partnerID=40&md5=e33ba10fd3a1589e57f71ed991992d01","This paper aims at exploring the relationship between corporate social responsibility and firm value by using a sample of companies listed on the New York Stock Exchange and NASDAQ Stock Market over 2008-2011. Corporate social responsibility was proxied by Corporate Social Responsibility Index (CSRI) developed by Boston College Center for Corporate Citizenship and Reputation Institute, whilst Tobin's Q ratio adjusted according to activity sector was employed as measure towards firm value. By estimating panel data regression models, unbalanced, both without cross-sectional effects and fixed effects, our results provide support for a positive relationship between corporate social responsibility and firm value. The empirical evidence is supported by the instrumental stakeholder theory since the companies involved in corporate social responsibility undertakings use in a more effective way the resources in order to satisfy the manifold needs related to stakeholders.","Corporate social responsibility; Firm value; Instrumental stakeholder theory; Panel data models","Competition; Information management; Regression analysis; Corporate citizenship; Corporate social responsibilities (CSR); Empirical investigation; Firm value; Fixed effects; New York Stock Exchange; Panel data models; Stakeholder theory; Economic and social effects"
"Elliott T.L., Neal C.","Using films to teach business ethics students",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84912122466&partnerID=40&md5=7b11032ec61fbf21395b793d63ca3472","With the large majority of colleges and schools of business integrating ethics into their curricula, business ethics educators must work to improve the quality of instruction and find methods that enhance student learning. Because many films now address business ethics issues, the content of these films may be used to enhance the teaching of business ethics to undergraduate and graduate business students. This chapter suggests films that may be presented in business ethics classes to illustrate the four ethical categories set forth by the accrediting body for schools of business, The Association to Advance Collegiate Schools of Business (AACSB International), in their 2004 report on ethics education in business schools: ethical decision-making, ethical leadership, responsibility of business in society, and corporate governance. Copyright © 2014 by Emerald Group Publishing Limited.","AACSB; Ethics; Films; Teaching",
"Okpara J.O.","The effects of national culture on managers' attitudes toward business ethics: Implications for organizational change",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84902990176&partnerID=40&md5=ab759c7739d6528068e92498e32f31eb","Purpose - The purpose of this study is to examine the relationship between culture and managers attitude towards business ethics in Nigeria. Several studies have recognized that culture affects ethical behavior. However, very few studies have been conducted on how culture affects managers' attitudes towards business ethics which may predict their ethical behavior especially in developing African countries. The focal point is that this study is to address this knowledge gap in the literature. Design/methodology/approach - The author collected data from 351 managers in selected firms in Nigeria. Two instruments were used to measure Hofstede's five cultural dimensions and attitudes toward business ethics. Correlation and regression analysis were used to test and predict the relationship between the independent and the dependent variables in the study. Findings - Results show that culture has a significant influence on ethical attitudes of managers. The findings also specifically revealed that relationships exist among Hofstede's cultural dimension of power distance, collectivism, masculinity, uncertainty avoidance, short-term orientation and the dimensions of attitudes towards business ethics. Research limitations/ implications - The generalization of the findings may be limited by some of the sample characteristics. First, the study was limited to six cities in Nigeria; as a result, broader geographic sampling would better represent the national profile. Second, the drop off and pick up method used in data collection and the usual social-desirability bias associated with survey research could be limitations for the study. However, the author took extreme measures to protect the identities of the respondents. Finally, replication of this study using larger samples and a broader geographic base is suggested for cross-validation purposes. Practical implications - Understanding that ethical beliefs and moral decision-making are dependent on culture and play an important role in managing and developing a successful ethics program. The results can help multinational corporations in developing effective culturally based ethical codes of conduct; as well as to design and manage targeted ethical policies and programs that will actively motivate, stimulate, support, encourage, and promote an outstanding ethical organization in Nigeria. Originality/value - There have been very few previous studies on how culture affects managers' attitude toward business ethics within the sub-Saharan African context. To the best of the author's knowledge, this is the first empirical study on this topic in Nigeria, a sub-Saharan African country. The results provide insights on how culture can influence ethical attitude of managers in Nigeria. As a ground-breaking study on this topic in Nigeria, the findings may provide managers and scholars with an understanding of impact of culture on ethics. The insights gained from this study will contribute to the future research development on this topic in sub-Saharan Africa. Therefore, the study is of significant value to practitioners and scholars alike. Copyright © 2014 Emerald Group Publishing Limited. All rights reserved.","Business ethics; Culture; Nigeria; Organizational change",
"Cheng B., Ioannou I., Serafeim G.","Corporate social responsibility and access to finance",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84889679780&partnerID=40&md5=7a03176c95f59b61cb14f600636de364","We investigate whether superior performance on corporate social responsibility (CSR) strategies leads to better access to finance. We hypothesize that better access to finance can be attributed to (1) reduced agency costs due to enhanced stakeholder engagement and (2) reduced informational asymmetry due to increased transparency. Using a large cross-section of firms, we find that firms with better CSR performance face significantly lower capital constraints. We provide evidence that both better stakeholder engagement and transparency around CSR performance are important in reducing capital constraints. The results are further confirmed using several alternative measures of capital constraints, a paired analysis based on a ratings shock to CSR performance, an instrumental variables approach, and a simultaneous equations approach. Finally, we show that the relation is driven by both the social and environmental dimension of CSR. Copyright © 2013 John Wiley & Sons, Ltd.","capital constraints; corporate social responsibility; ESG (environmental, social, governance); performance; sustainability","Capital constraints; Corporate social responsibilities (CSR); ESG (environmental, social, governance); Informational asymmetry; Instrumental variables; performance; Social and environmental; Stakeholder engagement; Industry; Sustainable development; Transparency; Economic and social effects"
"Berger R.","The enigma of the Chinese diamond industry: An evolutionary perspective of business ethics",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84912143791&partnerID=40&md5=3ddee41411cc5f3c99f9921c897d2001","Purpose: The purpose of this paper is to illustrate the evolution of Chinese business ethics over time and how it impacts business. While much research attention has been directed toward China and its various industries, the Chinese diamond industry has been largely neglected. This industry is the second in size and fastest growing globally. It is interesting to examine its evolution over time and how external factors affect the firms’ business ethics behavior.Design/methodology/approach: Exploratory field work involving the interview of major players was undertaken, complemented by extensive desk work, was used to create a base for future in-depth research of the secretive Chinese diamond industry.Findings: A paradox was identified in the Chinese diamond industry, namely, that while Chinese businesses tend to follow a relational governance model, China’s diamond industry tends to use rational mechanisms of governance and exchange, a paradox that is explained by mitigating factors.Research limitations/implications: Future studies should use a quantitative questionnaire with a larger set of Chinese diamond firms to further examine the paradox found. Future studies could also examine whether the transformation from a system based on social networks to a system based on market forces as found in the Chinese diamond industry is an indicator of an ethical and business evolution of the whole Chinese industry. This may illustrate the rationalization of the Chinese economy and its progression toward Western models of exchange as it further opens up to the West.Originality/value: This paper is a pioneering work on the business ethics and strategy implemented by firms in the Chinese diamond industry. © Emerald Group Publishing Limited.","Business ethics; China; Diamond industry; Governance mechanism; Social capital",
"Laukkanen M., Patala S.","Analysing barriers to sustainable business model innovations: Innovation systems approach",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84912099899&partnerID=40&md5=8239512c998c4750cb9c6daaed5fb14f","Business model innovations are recognised as a key to the creation of sustainable business, but their adoption by firms has been slow. Organisations can only be sustainable when the whole societal system is sustainable. Both structural and cultural changes are required to facilitate firm-and system-level sustainability. The central idea of this paper is to examine how societal transition towards sustainable business models (SBMs) can be achieved. Through a qualitative Delphi study, we assess and categorise the key structural and cultural barriers to sustainable business model innovation (SBMI). By applying the innovation system approach, we explain how to overcome existing barriers by strengthening the functions of the innovation system. We analyse how these barriers can be overcome through the activities of governments, firms, and consumers, and discuss the wider implications of our research for practitioners, policy-makers, and researchers. © 2041 Imperial College Press.","Barriers; Business model innovation; Delphi; Innovation system; Institutional theory; Societal change; Sustainable business model; Sustainable innovation",
"Jorge M.L., Peña F.J.A.","Determinants of corporate social responsibility and business ethics education in Spanish universities",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84898626994&partnerID=40&md5=1c86e29a3485de9d47966cc23bd4ef2b","The current economic crisis, unsustainable growth, and financial scandals invite reflection on the role of universities in professional training, particularly those who have to manage businesses. This study analyzes the main factors that might determine the extent to which Spanish organizational management educators use corporate social responsibility (CSR) or business ethics stand-alone subjects to equip students with alternative views on business. A web content analysis and non-parametric mean comparison statistics of the curricula of undergraduate degrees in all universities in Spain were conducted. The main conclusion of this paper is related to the Bologna effect in Spanish universities. Comparing our results with prior research in this matter, it is demonstrated that the main reason that explains the increase of CSR and ethical education in Spain is the Bologna process and its adaptation to the European Higher Education Area. Also, private universities in Spain are more likely to require an ethics course than public universities. Other factors, such as size, political orientation, or related to CSR chairs are not statistically explanatory of CSR and ethical education. © 2014 The Authors. Business Ethics: A European Review © 2014 John Wiley & Sons Ltd.",,
"West A.","Ubuntu and Business Ethics: Problems, Perspectives and Prospects",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84899410790&partnerID=40&md5=d9ebe01f37a74a16a9c52aa23065c86c","The African philosophy of Ubuntu is typically characterised as a communitarian philosophy that emphasises virtues such as compassion, tolerance and harmony. In recent years there has been growing interest in this philosophy, and in how it can be applied to a variety of disciplines and issues. Several authors have provided useful introductions of Ubuntu in the field of business ethics and suggested theoretical ways in which it could be applied. The purpose of this paper is to extend this discussion by providing a more critical analysis of Ubuntu and business ethics with the aim of clarifying the role that Ubuntu can play, and providing guidance for further research in this area. The analysis consists of three sections. In the first, certain problems are identified within the existing literature. This is followed by a consideration of alternative perspectives and interpretations of Ubuntu. The last section, following from the first two, identifies specific areas requiring further research, both empirical and non-empirical, as well as ways in which Ubuntu could be fruitfully applied. © 2013 Springer Science+Business Media Dordrecht.","Africa; African philosophy; South Africa; Ubuntu",
"Zheng Q., Luo Y., Wang S.L.","Moral Degradation, Business Ethics, and Corporate Social Responsibility in a Transitional Economy",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84896390242&partnerID=40&md5=97f215835572bd8f75044ff7f8d523c8","This article theoretically proposes and empirically verifies an understudied issue in the business ethics (BE) and corporate social responsibility (CSR) literature-how moral degradation (MD) in a society influences the relationship between BE or CSR and firm performance (i.e., corporate legitimacy and competitive advantage). Building on strategic choice theory, we propose that both BE and CSR become more important in enhancing business success when the perceived MD is heightened. Our analysis of 300 firms operating in China statistically confirms our hypotheses: first, under high MD, firms' engagement in CSR results in higher corporate legitimacy and competitive advantage, and second, their adherence to ethical business codes leads to higher corporate legitimacy. We conclude the article by outlining the implications for both theory and practice. © 2013 Springer Science+Business Media Dordrecht.","Business ethics; CSR; Moral degradation; Transitional economy",
"Wagner M., Bachor V., Ngai E.W.T.","Engineering and technology management for sustainable business development: Introductory remarks on the role of technology and regulation",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84913588425&partnerID=40&md5=7ca2b114060f2fe0cd6b6dab5abd40f8","Technology has a crucial role in fulfilling the promise of sustainable development whether as technological change or as a choice set at a given point in time. Interestingly, despite this fact, the debate is often centered on economic aspects such as the business case for sustainability. Conversely, if a firm pursues sustainable development activities initially based on purely altruistic motives, their reputation might improve since at least some customers have a positive willingness to pay for certain reputational characteristics. Again, such a scenario leads to the basic assumption of the firm acting altruistically and without accruing benefits to themselves is thus contradicted. The technology and innovation management literature has developed several concepts that are indispensable for understanding the role of technology for sustainable business development. Amongst these are radical and incremental innovation.",,"Planning; Economic aspects; Engineering and technology; Innovation management; Radical and incremental innovations; Role of technologies; Sustainable business; Technological change; Willingness to pay; Sustainable development"
"Michalski M.A.","Why and how business ethics benefits from family. Where trust, responsibility and ethics develop",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84938525404&partnerID=40&md5=013122c4c55e45077a244cad1e0a3a95","This article analyzes the role a family plays in the context of business and society. Although it may seem obvious enough that this primary group is fundamental for social organization, certain aspects of this impact, which in the end influences ethical development of social actors are described. The article concentrates on such issues as gift, trust and responsibility as the elements that are naturally present in family life. The problem is presented in an interdisciplinary way because the nature of the issue demands and requires it. Engaging the category of family is important mainly because it has been underemphasized, and this lack of focus has inadvertently supported the domination of the individualistic perspective in economics and business. Such a paradigm is not only the symptom of short-term thinking but also the proof of narrow and reduced anthropology of the economic actor. Families are where people learn the logic of ""gift,"" which is as necessary in business as in other social spheres. George Gilder wrote that ""capitalism begins with giving. Not from greed, avarice, or even self-love can one expect the rewards of commerce, but from a spirit closely akin to altruism, a regard for the needs of others, a benevolent, outgoing, and courageous temper of mind"" (Gilder 1993, p. 21). As such, we should thoroughly examine the role that gift giving plays in the functioning of economy. Secondly, the unique role that a family plays in trust development is presented. According to analysis of Jennifer Roback Morse, families are where people learn to trust. Thirdly, the ability to trust is analyzed as the background for the development of responsibility, a key to developing an ethical attitude. The findings of the paper should help to diagnose the causes of the responsibility crisis and enrich reflection on business ethics by presenting family life as fundamental element in understanding the nature of economic actor and offering family as a useful perspective to understand the process of ethical evaluation of business activity.","Business ethics; Family; Gift; Responsibility; Trust",
"Adderley S., Mellor D.","Who's influencing whom? Developing sustainable business partnerships",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84902459239&partnerID=40&md5=e3e68e373bc504cbfe02aa0652228fd2","Purpose: Recently David Jones in Who Cares Wins proposed sustainability as being essential for businesses success over the coming decades. The purpose of this paper is to present a case study of the development of a partnership between an environmental non-government organisation (NGO) (world wildlife fund-UK) and a major retailer (Marks and Spencer). The partnership developed three ""types"", sponsorship, technical and communication partnerships. Design/methodology/approach: A grounded theory approach was taken; information was gathered using semi-structured interviews. Data from these interviews were then triangulated with corporate materials to allow generalisations to develop. Findings: Through the three ""types"" of partnership themes of conflict and project drift were identified, although the overarching ""Plan A"" commitment is seen as a potential exemplar in sustainability. Difficulties were identified with respect to the dissemination of the outputs from the partnership, some of which were too complex, where others appeared to change to be more appealing to the consumer. Social implications: Although a single case study, it highlights the challenges and benefits to both partners. As such, it provides insight into the practical issues of delivering sustainability commitments and projects in partnership. Such approaches are critical not only for the viability of business, but also for the long-term health of our planet. Originality/value: This represents a case study of the development of a sustainable partnership between a large corporate and an NGO, which could represent a template for sustainable business. This paper in responds to the growing demand for such case-study examples. © Emerald Group Publishing Limited.","Communication; Non-government organizations; Partnership working; Sponsorship; Sustainability",
"Michaelson C., Pratt M.G., Grant A.M., Dunn C.P.","Meaningful Work: Connecting Business Ethics and Organization Studies",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84899409529&partnerID=40&md5=b3d55d0d72db2383198e9f39c4b7a797","In the human quest for meaning, work occupies a central position. Most adults spend the majority of their waking hours at work, which often serves as a primary source of purpose, belongingness, and identity. In light of these benefits to employees and their organizations, organizational scholars are increasingly interested in understanding the factors that contribute to meaningful work, such as the design of jobs, interpersonal relationships, and organizational missions and cultures. In a separate line of inquiry, scholars of business ethics have examined meaningful work as a moral issue concerning the management of others and ourselves, exploring whether there are definable characteristics of meaningful work to which we have moral rights, and whether there are moral duties to ourselves and others to fulfill those rights. In this article, we examine contemporary developments in both disciplines about the nature, causes, and consequences of meaningful work; we explore linkages between these disciplines; and we offer conclusions and research opportunities regarding the interface of ethical and organizational perspectives on performing and providing meaningful work. © 2013 Springer Science+Business Media Dordrecht.","Business ethics; Human rights; Meaning of work; Meaningful work; Organization studies; Positive organizational studies; Prosocial behavior",
"Barile S., Saviano M., Iandolo F., Calabrese M.","The viable systems approach and its contribution to the analysis of sustainable business behaviors",,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84911996927&partnerID=40&md5=2c9c381b824714f56e264a826d5637ad","This paper aims to propose the contribution of adopting a systemic perspective to researching sustainability in terms of inclusivity and holistic view, going beyond the limitations of a reductionist approach. Among the different systemic approaches, the methodological lens proposed herein is the one of the Viable Systems Approach, according to which sustainability, which can be seen as a process that is dynamic and changing over time, is linked to the notion of systemic viability and connected to some of the most relevant key concepts of Viable Systems Approach. Through the proposition of the conceptual model of 'The Viable Systems Cycle', the authors intend to propose a different approach to the analysis and interpretation of sustainability that concerns the relationship among efficiency, effectiveness and sustainability itself and the way they orient and influence sustainable business behaviors. © 2014 John Wiley & Sons, Ltd.","Consonance; Resonance; Sustainability; Viable systems approach","Behavioral research; Resonance; Conceptual model; Consonance; Holistic view; Sustainable business; Systemic approach; Systems approach; Sustainable development"
"Tan B.S., Ko S.","An evolutionary logic towards the convergence of international business ethics",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84938677540&partnerID=40&md5=308ab80aacf8115eb230c0bec2c6d7ef","The fundamental problem in developing a theory of international business ethics, without imposing ethnocentric assumptions, lies in the inherent conflict between the need for universal ethics and the reality of diverse national cultures. Integrative social contracts theory holds an intermediate position between ethical universalist and relativist positions - recognizing universal hypernorms on the one hand and moral free space on the other. We argue that all businesses share a common objective of sustaining long-run economic value for their stakeholders. We develop this argument using an evolutionary logic into a hypernorm along three propositions: First, the firm influences, and is influenced by, members of the society (social context proposition). Second, managers maximize profit subject to joint constraints of technical feasibility and ethical norms (managerial decision proposition). Third, ethical norms evolve from interactions among the stakeholders without a central authority. Natural selection favors norms that maximize long run economic value for the society (natural selection proposition). We show that the hypernorm can spawn widely agreed authentic ethical norms. However, moral bounded rationality when interpreting the hypernorm generates different authentic norms in the moral free space. The evolutionary logic is testable along the dimensions of variation, inheritance and selection of ethical norms.","Integrative social contracts theory; International business ethics; Natural selection; Norms; Stakeholder theory",
"Ocampo L.A., Clark E.E.","An AHP-MOLP approach on prioritizing competitive strategies toward sustainable business",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84909984514&partnerID=40&md5=06f9b62c1ead1751ec28e8d6f2b782b5","Incorporating sustainability in business processes has extended its scope from a supply chain or life cycle perspectives to highly, technical engineering designs of products and processes. Streamlining of opportunities for possible integration of sustainability and business process has shown an overwhelming increase of research interests in current literature. At the conceptual level, decisionmaking on areas that concern strategy or long term goals is a crucial task as it directs future status of the firm, at least in the area of sustainability. Thus, long term decisions must be critically designed to address future conditions of the firm. This paper explores how competitive dimensions influence the triple-bottom line. A hybrid approach using analytic hierarchy process (AHP) and multi-objective linear programming (MOLP) is shown in this paper to provide insights on such influences. A case study of a group of experts is shown in this work. Results show that businesses which maintain quality as their competitive advantage are likely sustainable as it impacts both economic and social performances. It is also shown that economic and social performances can be traded-off to increase environmental performance. The significance of this paper lies in presenting a range of alternative Pareto optimal solutions which are relevant in providing decision-makers a trade-off in sustainable business performance.","Analytic hierarchy process; Multi-objective linear programming; Pareto front; Sustainable business",
"Nijhof A., Paashuis V.","Principles to guide employees to next level innovation cycles: How organisations can develop new sustainable business?",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84913536494&partnerID=40&md5=a25e221c5d18554a7c29b4278145c12b","Purpose-Giving guidance to organisations by exploring the role of employees in innovating for new sustainable business.Design/methodology/approach-This chapter builds upon two methods. Based on a literature study, with a focus on the work of Jan Kees Looise on social innovation, the main principles for the role of employees in next level innovation cycles are explored. Second, these principles are illustrated and refined in a case example. Findings-New sustainable business can be stimulated by a combination of principles that strengthen the purpose, autonomy and mastery of employees. Research limitations/implications-The case is stemming from a high-tech sector. Future research should explore whether the principles can be applied to other sectors. Practical implications-Managers have a big influence on the innovative potential of an organisation. This influence can obstruct or stimulate next practice innovation platforms. The principles that are highlighted in this chapter give guidance to managers how they can create an enabling environment for innovation. Social implications-A main point in the innovation approach described in this chapter is based on giving freedom to employees. This triggers an external focus to really understand the developments in society and how an organisation can improve their added value by acting upon this. Originality/value-The combination of innovation, customer value and sustainability is a rather new area in both literature and management practice. © 2014 by Emerald Group Publishing Limited All rights of reproduction in any form reserved.","Customer value management; Innovation; Innovation cycles; Sustainability",
"Edwards M.G., Kirkham N.","Situating 'Giving Voice to Values': A Metatheoretical Evaluation of a New Approach to Business Ethics",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84901345414&partnerID=40&md5=06ef265f21e133e8004f5e6efc3898e9","The evaluation of new theories and pedagogical approaches to business ethics is an essential task for ethicists. This is true not only for empirical and applied evaluation but also for metatheoretical evaluation. However, while there is increasing interest in the practical utility and empirical testing of ethical theories, there has been little systematic evaluation of how new theories relate to existing ones or what novel conceptual characteristics they might contribute. This paper aims to address this lack by discussing the role of metatheorising in assessing new approaches to ethics. The approach is illustrated through evaluating a new pedagogy and curriculum for ethics education called Giving Voice to Values (GVV). Our method involves identifying a number of metatheoretical lenses from existing reviews of ethical theories and applying these to examine GVV's conceptual elements. Although GVV has been explicitly presented as a pedagogy and teaching curriculum, we argue that it has the potential to contribute significantly to the development of ethical theory. We discuss the general implications of this metatheoretical method of evaluation for new approaches to business ethics and for GVV and its future development. © 2013 Springer Science+Business Media Dordrecht.","Communicative ethics; Giving Voice to Values; Metatheoretical evaluation; Metatheory building; Performative ethics",
"Papathanassis A.","Cruise Sector & 'Glocal' Corporate Citizenship: The 5th International Cruise Conference, Bremerhaven, Germany, 24-26 January 2014",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84903574351&partnerID=40&md5=258ee159f6bf19f30fb97ace5f054b3b",[No abstract available],,"citizenship; conference proceeding; corporate strategy; Bremen [Germany]; Bremerhaven; Germany"
"Lintukangas K., Kähkönen A.-K., Tuppura A.","Green supply management - The influence of strategic supply and end-customer orientation",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84906988170&partnerID=40&md5=ff29d50bef8c5e495a89b212deb40a70","The role of corporate responsibility in business has increased substantially. Because business relationships and the utilisation of external resources are requirements in business world today, each organisation can be viewed only as responsible and sustainable as its entire supply network. Thus, the connection between firms' supply management and corporate responsibility is evident. This study examines the possible effects of strategic supply management and supply management's end-customer orientation on the green supply management of firms. The analysis is based on a survey data collected from 165 Finnish firms. The main findings are that the strategicness of supply management and supply management's end-customer orientation influence the company's adoption of green supply management. Furthermore, it was found that the firm's size has an effect on green supply management. Copyright © 2014 Inderscience Enterprises Ltd.","Corporate responsibility; End-customer orientation; Green supply management; Supply strategy",
"Rayman-Bacchus L., He Z.","Assessing clustered SME practice towards environmental and social impact: A Bourdieusian approach",2014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84903735181&partnerID=40&md5=8642ad8fa827e6d3587d8463391c848b","Small and medium enterprises (SMEs) are recognised as critical to local social and economic development. We explore the attitudes and practice of SMEs towards corporate responsibility/sustainability in a major ceramic tile manufacturing cluster, in Southwest China. The industry cluster offers a unique site for observing SME behaviour since clusters are credited with promoting regional economic development, and they attract small businesses. In drawing on theories of attitude and practice, we shed light on the nexus of individual predisposition, the generation and use of capital (economic, cultural and social) as important resources enabling the development of the cluster, and the dynamics of the cluster as a social arena. The main contributions are: 1) a Bourdieusian approach provides new insight to why there is inconsistency between SME leaders' knowledge and practice regarding corporate responsibility/ sustainability; 2) that the cluster is a unique site for exploring SME practice in this way. Copyright © 2014 Inderscience Enterprises Ltd.","Attitudes; Bourdieu; Capital; Corporate responsibility; Corporate social responsibility; CR; CSR; Environmental impact; Industrial cluster; Practice; SME strategy practice; Social arena; Social impact; Stakeholder network; Sustainability; Sustainable development",
