Authors,Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Eberlein B., Matten D.","Business responses to climate change regulation in Canada and Germany: Lessons for MNCs from emerging economies",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-72749114512&partnerID=40&md5=f5c9e381d504f0bd417fea85c7f739bc","This article proposes a novel mapping of the complex relationship between business ethics and regulation, by suggesting five distinct ways in which business ethics and regulation may intersect. The framework is applied to a comparative case study of business responses to climate change regulation in Canada and Germany, both signatories to the Kyoto Protocol. Both countries represent distinctly different approaches which yield significant lessons for emerging economies. We also analyze the specific role of large multinational corporations in this process. © Springer 2009.","Canada; Climate change; Germany; Multinational corporations; Regulation",
"Bauer J.M., Ha I., Saugstrup D.","Technical, business and policy challenges of mobile television",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-77950420002&partnerID=40&md5=1e6dc48c8f089c0ca87045db1dc8491c","Mobile TV is considered an important component of the future portfolio of mobile services. It illustrates many of the challenges of developing sustainable business models for advanced mobile services. The value net of mobile TV requires coordination and collaboration among a larger number of market players than mobile voice services. Using South Korea, a mobile TV pioneer, and the United States as rich case studies the paper examines how technology, policy, and business decisions jointly influence the mobile TV market. Whereas there does not seem to be a 'best' market design, we identify choices that tend to impede the development of mobile TV. South Korea has been able to accelerate the early introduction of mobile TV but the US market-led approach seems to provide more flexibility to experiment and discover viable business models. © 2009 Physica-Verlag Heidelberg.",,"business development; business service; industrial policy; market system; sustainable development; technological development; television; South Korea; United States"
"Burnaz S., Serap Atakan M.G., Ilker Topcu Y., Singhapakdi A.","An exploratory cross-cultural analysis of marketing ethics:The case of turkish, thai, and american businesspeople",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84866520911&partnerID=40&md5=b3b8be4b2710455a8c8649558f9b6434","This study compares the ethical decisionmaking processes of Turkish,Thai, and American businesspeople, considering perceived moral intensity (PMI), corporate ethical values (CEV), and perceived importance of ethics (PIE). PMI describes the ethical decision making at the individual level, CEV assesses the influences of the organization's ethical culture on the decisions of the individual, and PIE reveals what the businesspeople believe about the relationships among business, ethics, and long-run profitability. The survey respondents are professional marketers and businesspeople currently enrolled in or graduated from MBA programs in Turkey (n = 416), Thailand (n = 605), and US (n = 446). The ANOVA results reveal that American businesspeople are more likely to perceive the unethical marketing behaviors as more serious than their counterparts in Turkey and Thailand. American and Turkish organizations are found to have higher CEV than Thai organizations. On the other hand, Thai and American businesspeople perceived ethics to be more important for business success than Turkish businesspeople. The understanding of the differences and similarities in ethical perceptions of the businesspeople from various countries is valuable for a successful and harmonious working together when engaging in global marketing activities. This study is thus believed to be useful for people who plan to invest or manage businesses in these countries, and many of the implications are thought to be valuable in international business arena. © Springer 2010.","Businesspeople; Crosscultural comparison; Ethics; Marketing",
"Kanagaretnam K., Lobo G.J., Mohammad E.","Are stock options grants to CEOs of stagnant firms fair and justified?",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-70450189662&partnerID=40&md5=99d55307f8f6382763af1ba0bec3b6ee","Prior research has examined several ethical questions related to executive compensation. The issues that have received most attention are whether executives' pay is fair and justified by performance. Since more recent studies show that stock options grants constitute the single largest component in executive compensation, we examine the relations of these grants to economic determinants and corporate governance for firms in the stagnant stage of their lifecycle. We find that, on average, stock options grants comprise a significant portion of annual CEO compensation (26.4%) for stagnant firms. We also find that economic (corporate governance) factors explain less (or more) of the cross-sectional variation in stock options grants for stagnant firms than for growth firms. Furthermore, we document lower pay-performance sensitivity (i.e., weaker incentive alignment) and no improvement in future firm performance from past stock options grants to CEOs of stagnant firms. In particular, our study provides empirical evidence on some inefficiencies associated with stock options grants to CEOs of low potential (stagnant) firms, a long-standing concern of business ethics researchers (Moriarty, 2005; Nichols and Subramaniam, 2001; Perel, 2003). Our results also provide support for the corporate governance reforms discussed in Matsumura and Shin (2005), especially those proposed provisions that curtail the power of CEOs in the governance of firms. © Springer 2009.","Business ethics; Economic determinants; Executive compensation; Life cycle; Payperformance sensitivity; Stock options",
"Pereira O.P., Martins A., Martins I., Williams R.","Ethics and leadership: The cornerstones for regional and economic succes in organisations of the XXI century",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-70449102435&partnerID=40&md5=699f924441544a5a184f30a5c4629d22","Organizational and business ethics research has played a fundamental role in stimulating the awareness of the need for a paradigm change. This change is based on the anachronistic nature of already existing paradigms. These are instrumental to thwart economic agents making them unable to respond to challenges launched by the knowledge economy. Theses behavioural blockages prevalent in the economic agents impede any contribution of social and economic change. In this way, negative externalities are revealed upon the regional economic performance. This leads to new leadership visions, with the main objective of propelling employees towards a working environment which is more dignifying, flexible and more productive. Organisational longevity results from open thought provoking, efficient and committed behaviour patterns. For this reason it was our objective to reflect upon these two geographical areas in order to ascertain personality traits concerned with those values related to ethics amongst university students who also were gainfully employed. Organisational change is an active instrument. There may be a close relationship between the organisation's life cycle and its resistance to new paradigms. Our aim is to analyse whether Portuguese and Welsh Organizations come closer, or grow further apart from those guidelines set out in new organisational demands, whose immaterial nature is gaining importance in sustaining its competitiveness.","Ethics; Leadership; Organisation; Regional economic growth",
"Hanke T., Stark W.","Strategy development: Conceptual framework on corporate social responsibility",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-72749121997&partnerID=40&md5=849f5c2f02f3443646c69a66568e8d13","Corporate social responsibility (CSR) and its action-oriented offspring Corporate Citizenship (CC) currently trigger an intensifying debate on ethics, role and behavior of companies within civil society. For companies, CSR raises the question of what may be the ""good reason(s)"" for acting responsible towards its members, customers or society. In order to answer this question, we face the debate on CSR and its strategic engagement drivers on the levels of corporate culture, social innovation, and civil society. In this article, we provide a conceptual framework based on the analytic distinction of legitimation and sensemaking. The conceptual framework developed in this article can serve as a basis to develop a company's CSR strategy. It provides measures and instruments to make complex CSR processes more visible and manageable. © Springer 2009.","Corporate Citizenship; Corporate culture; Corporate social innovation; Corporate social responsibility; Organizational development",
"Luo X., Bhattacharya C.B.","The debate over doing good: Corporate social performance, strategic marketing levers, and firm-Idiosyncratic risk",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-70449378048&partnerID=40&md5=2c88970e08242f48bb27e30a949acafa","Marketers and investors face a heated, provocative debate over whether excelling in social responsibility initiatives hurts or benefits firms financially. This study develops a theoretical framework that predicts (1) the impact of corporate social performance (CSP) on firm-idiosyncratic risk and (2) the role of two strategic marketing levers, advertising and research and development (R&D), in explaining the variability of this impact among different firms. The results show that higher CSP lowers undesirable firm-idiosyncratic risk. Notably, although the salutary impact of CSP is greater in firms with higher (versus lower) advertising, a simultaneous pursuit for CSP, advertising, and R&D is harmful with increased firm-idiosyncratic risk. For theory, the authors advance the literature on the marketing-finance interface by drawing attention to the risk-reduction potential of CSP and by shedding new light on some critical but neglected roles of strategic marketing levers. They also extend CSP research by moving away from the long-fought battle for a universal CSP impact and toward a finer-grained understanding of when some firms derive more risk-reduction benefits from CSP. For practice, the results indicate that the ""goodwill refund"" of CSP is not unconditional. They also empower marketers to communicate more effectively with investors (i.e., doing good to better manage the risk surrounding firm stock prices). © 2009, American Marketing Association.","Advertising; Corporate social responsibility; Marketing-finance interface; Research and development; Stock risk",
"Peloza J.","The challenge of measuring financial impacts from investments in corporate social performance",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-71949085910&partnerID=40&md5=e7c4d3aa8c9d7feae012762b6c7d851e","There is a small, but positive, relationship between corporate social performance and company financial performance. However, research in this area has provided little guidance to managers on how they should measure the financial impacts of their CSP strategies. Commonly used market measures, such as share price, or accounting measures, such as return on equity, are impacted by a host of other variables. These metrics do not provide the necessary level of detail for managers who want to establish an optimal level of CSP investment for their company. Further, academic research has tended to overlook the mediation process between CSP and financial performance. This gap limits the practical application of research and leaves the question of causality unaddressed. The author reviews the research examining the business case for CSP from both the academic and practitioner literatures, and provide recommendations for managers interested in measuring the impacts of CSP investment on financial performance. © 2009 Southern Management Association.","Corporate social performance; Corporate social responsibility; Environmental responsibility; Stakeholder theory; Sustainability",
"Rundle-Thiele S.R.","Social gain: Is corporate social responsibility enough?",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-70349339212&partnerID=40&md5=b44aa9ee63601b10637c95685d03d6e9","This paper considers whether the concept of corporate social responsibility (CSR) is sufficient for social behavioural change. Two data sources are used to consider whether alcohol is enjoyed responsibly in Australia by informed adults. First, 582 surveys were analysed to consider whether respondents were adequately informed about alcohol. Second, covert observations were used to record what people actually drink to understand whether alcohol is always enjoyed responsibly. Taken together, the results suggest many adults are not adequately informed and many Australian adults do not enjoy alcohol responsibly. A more rigorous social responsibility approach may be warranted. To achieve sustained behavioural change companies need to move towards corporate social performance (CSP). CSP requires CSR interventions to be evaluated to determine their contribution towards real social gains. CSR is not enough to reach the social goals required by society. The concept of CSP takes away the lip service around CSR by requiring companies to document sustained behavioural change. © 2009 Australian and New Zealand Marketing Academy.","Alcohol; Corporate social performance; Corporate social responsibility; Observations; Social change",
"Sachs S., Maurer M.","Toward dynamic corporate stakeholder responsibility",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-72749088429&partnerID=40&md5=cfa8e4a8c5b6adfb8780269c2873d612","Today, sustainable relations with a broad range of key stakeholders are not only important from a normative business ethics perspective, but also from an entrepreneurial viewpoint to allow and support the long-term survival of a firm. We will argue that the traditional conception of a firm's corporate social responsibility does not reflect this view and that a comprehensive and dynamic conception of a firm's responsibilities is necessary to map the reality of business practice and to manage the challenges implied by sustainability. We think that distributive justice, that is the way in which firms involve their stakeholders in their wealth creation and dissemination processes, provides a comprehensive understanding of corporate responsibilities. Concerning procedural justice, we will discuss how firms involve stakeholders in their strategic processes according to their contribution to wealth creation. In the course of the article, we will propose a framework along with three design principles that can be used for shaping dynamic and comprehensive corporate responsibilities, and which thereby allow a sustainable procedure for changing business and non-business environments. © Springer 2009.","Corporate stakeholder responsibility; CSR; Distributive justice; Procedural justice; Stakeholder view; Wealth creation",
"Doak J.","An inspector calls: Looking at retail development through a sustainability lens",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-70449587546&partnerID=40&md5=650eccf4076fd21672842e85b1c25f34","The discourse of sustainable development, although inherently contested, has created a new type of lens with which to analyse the retail development process. It places emphasis on holistic thinking, the study of resource flows, long-term implications and impacts and stakeholder engagement. However, the sustainability lens needs to be conjoined with recent socio-cultural and network perspectives which seek to understand real estate development processes as a combination of economic, social, political and physical processes and phenomena which are constantly adapting to each other and to their wider environment. This leads to a form of analysis that transcends traditional boundaries and examines the systemic properties of retailing and their implications for environmental change and more sustainable forms of development. Holistic thinking of this kind is required to both understand and influence the dynamic processes which characterise retail development. © 2009 Palgrave Macmillan.","Complexity; Networks; Resource fl ows; Retail development process; Sustainability",
"Daub C.-H., Scherrer Y.M.","Doing the right thing right: The role of sociological research and consulting for corporate engagement in development cooperation",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-72749085509&partnerID=40&md5=18266fae81f3c26faa7d80b2e52cf764","The purpose of this article is to illustrate the role of sociology in the field of corporate social responsibility (CSR). It presents a case study conducted by a research group consisting of two University partners in association with a Swiss SME. This project attempted to draw conclusions from a specific sociological consultancy research project on the general possibilities and opportunities of sociology in applied research and operational sustainability consulting. On the basis of the project findings, the article reflects on the extent to which sociology could profitably intervene, on the limitations for sociological research and consultations in this field and on the conclusions that can be drawn for future analyses. © Springer 2009.","Applied sociological research; Corporate social engagement; Corporate social responsibility; Management; Sociological consulting; Sustainable",
"Rodriguez-Dominguez L., Gallego-Alvarez I., Garcia-Sanchez I.M.","Corporate governance and codes of ethics",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-78649821887&partnerID=40&md5=ac6d448efdd638572e864d2dcfb55611","As a result of recent corporate scandals, several rules have focused on the role played by Boards of Directors on the planning and monitoring of corporate codes of ethics. In theory, outside directors are in a better position than insiders to protect and further the interests of all stakeholders because of their experience and their sense of moral and legal obligations. Female directors also tend to be more sensitive to ethics according to several past studies which explain this affirmation by early gender socialization, the fact that women are thought to place a greater emphasis on harmonious relations and the fact that men and women use different ethical frameworks in their judgments. The goal of this paper is to determine the influence of these characteristics of the Board in terms of promoting and hindering the creation of a code of ethics. Our findings show that a greater number of female directors does not necessarily lead to more ethical companies. Moreover, within Europe as a continent, board ownership leads to an entrenchment of upper-level management, generating a divergence between the ethical interests of owners and managers. In light of this situation, the presence of independent directors is necessary to reduce such conflicts. © Springer 2009.","Board of Directors; Business ethics; Codes of ethics; Corporate governance; Corporate social responsibility",
"Wagner T., Lutz R.J., Weitz B.A.","Corporate hypocrisy: Overcoming the threat of inconsistent corporate social responsibility perceptions",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-70449426741&partnerID=40&md5=e75eb2ef5c0b800224efe67fee08b15f","Reports of firms' behaviors with regard to corporate social responsibility (CSR) are often contrary to their stated standards of social responsibility. This research examines the effects of communication strategies a firm can use to mitigate the impact of these inconsistencies on consumer perceptions of corporate hypocrisy and subsequent beliefs about the firm's social responsibility and attitudes toward the firm. Study 1 indicates that a proactive communication strategy (when the firm's CSR statements precede conflicting observed behavior) leads to higher levels of perceived hypocrisy than a reactive strategy (when the firm's CSR statements follow observed behavior). The inconsistent information in both scenarios increases perceptions of hypocrisy, such that CSR statements can actually be counterproductive. Study 1 also reveals how perceived hypocrisy damages consumers' attitudes toward firms by negatively affecting CSR beliefs and provides evidence for the mediating role of hypocrisy during information processing. Study 2 finds that varying CSR policy statement abstractness acts to reduce the hidden risk of proactive communication strategies and can improve the effectiveness of a reactive strategy. Study 3 reveals that an inoculation communication strategy reduces perceived hypocrisy and minimizes its negative consequences, regardless of whether the CSR strategy is proactive or reactive. © 2009, American Marketing Association.","Business ethics; Corporate communications; Corporate hypocrisy; Corporate social responsibility; Retailing",
"Loacker B., Muhr S.L.","How can I become a responsible subject? Towards a practice-based ethics of responsiveness",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-77951058500&partnerID=40&md5=159dc4e86539f479ab897891251d7ec0","Approaches to business ethics can be roughly divided into two streams: 'codes of behavior' and 'forms of subjectification', with code-oriented approaches clearly dominating the field. Through an elaboration of poststructuralist approaches to moral philosophy, this paper questions the emphasis on codes of behaviour and, thus, the conceptions of the moral and responsible subject that are inherent in rule-based approaches. As a consequence of this critique, the concept of a practice-based 'ethics of responsiveness' in which ethics is never final but rather always 'to come', is investigated. In such an approach the ethical self is understood as being continuously constituted within power/knowledge relations. Following this line, we ask how one can become a responsible subject while also acknowledging certain limits of full responsibility. We thereby explore responsibility as a considered but unconditional openness in response to the other. © Springer 2009.","Ethics of practice; Giving account; Limits of responsibility; Responsiveness; Subjectification",
"Busch T., Hoffmann V.H.","Ecology-driven real options: An investment framework for incorporating uncertainties in the context of the natural environment",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84856223149&partnerID=40&md5=81f6c4bbb8a737de9325d3617da2f799","The role of uncertainty within an organization's environment features prominently in the business ethics and management literature, but how corporate investment decisions should proceed in the face of uncertainties relating to the natural environment is less discussed. From the perspective of ecological economics, the salience of ecology-induced issues challenges management to address new types of uncertainties. These pertain to constraints within the natural environment as well as to institutional action aimed at conserving the natural environment. We derive six areas of ecologyinduced uncertainties and propose ecology-driven real options as a conceptual approach for systematically incorporating these uncertainties into strategic management. We combine our results in an integrative investment framework and illustrate its application with the case of carbon constraints. © Springer 2009.","Ecological economics; Investment planning; Natural environment; Real options; Uncertainty",
"Patel T., Schaefer A.","Making sense of the diversity of ethical decision making in business: An illustration of the indian context",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84867141838&partnerID=40&md5=1b37f29de95c220a39371055a537df16","In this conceptual article, we look at the impact of culture on ethical decision making from a Douglasian Cultural Theory (CT) perspective. We aim to show how CT can be used to explain the diversity and dynamicity of ethical beliefs and behaviours found in every social system, be it a corporation, a nation or even an individual. We introduce CT in the context of ethical decision making and then use it to discuss examples of business ethics in the Indian business context. We argue that the use of CT allows for a theoretically more sophisticated treatment of culture in ethical decision making and thus the avoidance of some common problems with existing cross-cultural studies of business ethics. In our discussion, we raise questions about the compatibility between management systems and processes created in one context and ethical behaviours in another. © Springer 2009.","Code of ethics; Culture and ethics; Douglasian Cultural Theory; Methodological individualism; Shareholder approach; Stakeholder approach",
"Susniene D., Sargunas G.","Prerequisites of stakeholder management in an organization [Suinteresuotu{ogonek}ju{ogonek} šaliu{ogonek} vadybos prielaidos organizacijoje]",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-70349970630&partnerID=40&md5=a55643433fd4c8255bdb7f058c914210","The paper presents the organization as a collaboration of multiple and diverse constituencies and interests, referred to as stakeholders. Stakeholder approach in the organization integrates stakeholder relationships within a company's resource base, industry setting, and sociopolitical arena into a single analytical framework. The key relationships for a business go far beyond the relationships with its customers and include the relationships with its employees, as well as those with suppliers and partners, investors and market analysts, and even government regulators, trade associations and other entities that influence the general business climate in which a given business operates. In all cases stakeholders are inseparable part of management strategy. This concept helps people and organizations to agree upon joint goals, participation, boundaries and benefit, i.e. flexibly to plan the activity. Organizations generate intellectual, environmental, and social capital in addition to financial capital. In successful organizations, the three core elements of strategy, structure, and culture are aligned and respond to external forces and changing expectations. The relationships among core elements are dynamic and adaptive, both in relation to each other and in relation to the overall fit between the organization and its environment. A comprehensive orientation toward stakeholder management penetrates the core of the organization; in the redefined organization, all the three elements and their alignment reflects the underlying humanistic commitment to the organization's stakeholders. A clear demonstration that management possesses and intends to implement a compelling vision of the enterprise - who we are, and what we stand for - provides the essential foundation for effective stakeholder management. Organization-stakeholder relations lead to new ideas about the responsibilities of organizations, the role of managers, and the most appropriate management style. Seeing organizations and their relationship with stakeholders from a systems perspective helps us understand that organizations, as organic systems, undergo self- regulation and renewal through interactions with diverse parts of their environment. The more dynamic view of organization-stakeholder relations acknowledges the interdependence that exists between companies and their stakeholders and asserts that stakeholder relationships can be a source of opportunity and competitive advantage rather than simply threat or drain on organizational resources. However, for most companies, the attention of management has been focused on one stakeholder group at a time. Collaborative approaches are often confined to specific parts of an organization. Rare is the company that adopts a comprehensive and strategic approach to relationship building that is governed both by deep social values and by recognition of the bottom line.","Balanced scorecard; Intangible assets; Organization competitiveness; Organization's wealth; Stakeholder relationships",
"Maak T.","The cosmopolitical corporation",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84869502477&partnerID=40&md5=91a933fcf7fb2973f6553c200fbf21ce","In light of recent attempts to determine the political role and status of corporations I discuss the normative implications of considering multinational corporations (MNCs) as political actors. I posit that corporations do indeed have a new political role in a connected world, in particular with respect to matters of human rights, social and environmental justice. We thus find a growing need for ethical and political knowledge to inform and guide the emerging political co-responsibility of MNCs. I draw on the rich literature in cosmopolitanism to seek such guidance and discuss some of the implications that a cosmopolitan perspective implies. © Springer 2009.","Cosmopolitanism; Global business ethics; Global corporate citizenship; Social justice",
"Chun R.","Ethical values and environmentalism in China:Comparing employees from state-owned and private firms",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84893773917&partnerID=40&md5=350918c45200f63576e9518842400fc3","Industrial pollution is of both national and international concern in the context where one country's emissions contribute to the problem of global warming. Existing studies have focused on government and regulations rather than on employees. The context of this study is in respect of 472 workers in seven Chinese energy companies in Shanxi province in China, one of the biggest coal mining regions and a region most responsible for environmental pollution. The key findings are two-fold: first, employees' values were positively correlated with attitudes toward the environment, which also correlates with perceived corporate citizenship; second, the ownership type of the firm had a significant influence on corporate citizenship, employee values and their attitudes toward environment. Contrary to existing beliefs, Stateowned enterprises in China have much poorer ratings on all the three constructs compared to privately owned companies. The results highlight the role of the government and policy makers in shaping employees' attitudes toward the environment, and in turn the corporate citizenship of the Chinese energy industry. © Springer 2009.","Corporate citizenship; Employees; Environmentalism; Ethical values; Owned enterprises and private companies in China; State",
"Demuijnck G.","From an implicit christian corporate culture to a structured conception of corporate ethical responsibility in a retail company: A case-study in hermeneutic ethics",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-77957978274&partnerID=40&md5=9dc62082c7ccdab50d7ed31598560a91","This article presents a qualitative research about the way in which business leaders of a retail company gradually clarify the ethical responsibilities of their company - in an ongoing discussion of particular cases. It is based on 12 years of experience as an external member of the ethics committee. The aim of the article is not so much as to evaluate the different single decisions that were made and implemented to make the company meet high ethical standards, but rather to focus on three issues and on how they relate to each other: (1) the shift from a communitarian Christian set of values to a broader secular framework of basic principles; (2) the way in which business people in a retailing company cope with issues that seem ethically troublesome, when reflected upon from a ethical point of view; and (3) how the process of ethical dialogue has led to a typology of the different levels of responsibility that retailers are willing to attribute to themselves according to the kind of problem at stake. The three issues together illustrate how a company that took the business ethics question head-on systematically moved into a particular ongoing collective learning process. © Springer 2009.","Business ethics; Hermeneutic ethics; Learning; Responsibility; Retail",
"Halter M.V., de Arruda M.C.C., Halter R.B.","Transparency to reduce corruption?: Dropping hints for private organizations in Brazil",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79958134609&partnerID=40&md5=b777db1abeec6d4639c7ce564e83aeba","Corruption within the private sector has often not been dealt with in Brazil. Organizations may find corrupt acts in its operations or practices, but specific concepts and programs to avoid them are neither concrete nor clear. Some Brazilian stockholders have become aware of the risks involved in unethical procedures and are adopting the Best Practices of Corporate Governance initiative. International agencies have intensively supported organizations and governments in an effort to define policies that inhibit illegal or corrupt cultural habits throughout the world, but Brazilian practitioners show insufficient response. Skepticism may indicate a lack of understanding about how an ethical leadership can guide employees, setting high standards for the organizational culture and climate, clearly defining limits of correct behavior, and creating appropriate codes of ethics. Transparency still has to be discovered as a significant tool to encourage professionalism in performance and reporting of data in Brazilian companies. In this article, we analyze the ethical behavior of the purchasing department of a multinational company in its host country, Brazil. It focuses specifically on the supplier- buyer relationship. The results indicate that despite the negative reputation Brazilians have in business ethics, a company can still develop a positive and ethical relationship with its stakeholders. Communication, transparency, compliance with the company's code of conduct as well as the supplier's awareness of the buyer's code of conduct are the factors which influence the supplier- buyer relationship. Transparency can be used as a tool to reduce corruption, thereby increasing ethical behavior and company image. Good ethical behavior can help to build up a company's image. © Springer 2009.","Code of ethics; Compliance; Corporate governance; Corruption; Ethics in developing countries; Supplier-buyer relationship; Transparency",
"Enderle G.","A rich concept of wealth creation beyond profit maximization and adding value",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84881693990&partnerID=40&md5=7c5a7505cdf6249194932c607711ab2a","The purpose of this article is to take a fresh look at the concept of wealth creation that is urgently needed, given the huge gap between the global importance of wealth creation and the attention paid to it. It is argued that its notion we encounter is often very simple (as in making money) or extremely vague (as in adding value). In the first section Need for a fresh look at the creation of wealth, the need for a fresh look is highlighted by pointing to three concerns about globalization and the roles and responsibilities of corporations. In the second section Conceptual clarifications: what is the creation of wealth?, a rich concept of wealth creation is developed that includes physical, financial, human, and social capital, encompasses private and public wealth, accounts for its production and distribution, recognizes its material and spiritual side, and places wealth in the time horizon of sustainability. Moreover, creating (wealth) as making something new and better is distinguished from possessing and acquiring, and different motivations required for wealth creation are explored. The third section Challenges for business ethics discusses several challenges of this rich concept for the understanding of business ethics. © Springer 2009.","Corporate social responsibility; Different concepts of capital; Globalization; Poverty; Private and public wealth; Profit maximization; Purpose of corporations; Sustainability; Wealth creation",
"Stückelberger C.","Dialogue ethics: Ethical criteria and conditions for a successful dialogue between companies and societal actors",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84893730017&partnerID=40&md5=da20205bd6c4da91a10de75e3f692ce5","Dialogues between companies and actors of society often start as a result of a public scandal or in a situation of crisis. They can lead to short-term public relations activism or to long-term reputation gains. On the basis of cases and of a typology of forms of dialogues, the author develops ethical criteria and conditions for a successful dialogue - the ethical basis for such criteria being values such as equality, freedom and participation. A special focus is put on challenges that often result from dialogues such as the ethical judgment of compromises. This article proposes ethical criteria to evaluate compromises. This leads to a model of ethical dialogue. © Springer 2009.","Business ethics; Compromise; Conflict resolution; Corporate social responsibility; Dialogue; Stakeholders",
"Stalker L.L.H.","Self-employed craft production is embedded work",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-70350362242&partnerID=40&md5=77e2f731de5ccd8d75320b76c3da910c","Purpose - The purpose of this paper is to illustrate how self-employed craft producers are embedded in social relationships. Design/methodology/approach - To explore this question, narrative analysis and case study methodology is employed. Findings - It is found that despite doing work that speaks to local values, self-employed craft producers in Newfoundland narrate tensions that exist between themselves and locals. Originality/value - This paper takes on the notion of a ""global village"" where the local is no longer seen as important to work and labour. It contributes to the understanding of work as embedded within a place. © Emerald Group Publishing Limited.","Canada; Crafts; Production; Self employed workers",
"Idemudia U.","Assessing corporate-community involvement strategies in the Nigerian oil industry: An empirical analysis",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-67349138813&partnerID=40&md5=44b10bfb2d6e1cae3daf0c4267f3f198","The desire of oil companies operating in the Niger Delta to secure their social license to operate, and address their community development obligations, has led in recent years to the adoption of corporate social responsibility (CSR) policies and strategies. Drawing on quantitative and qualitative data collected in host communities within the Niger Delta in Nigeria, the paper compares the effectiveness of two different corporate-community involvement strategies. The evidence suggests that while the corporate-community foundation model has certain advantages over the in-house community investment model, both approaches suffer from a common shortcoming that limits the impact of oil companies' efforts on community development in their host communities. The paper concludes by exploring the implications of the research findings for corporate-community involvement in the Nigerian oil industry. © 2009 Elsevier Ltd. All rights reserved.","Community development; Corporate social responsibility; Corporate-community involvement; Nigeria; Oil industry","Community development; Corporate social responsibility; Corporate-community involvement; Nigeria; Oil industry; Petroleum refineries; Strategic planning; community development; corporate strategy; empirical analysis; oil industry; Africa; Nigeria; Sub-Saharan Africa; West Africa"
"Paul D., Barbara S.","The relationship among board of director characteristics, corporate social performance and corporate financial performance",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-70350280230&partnerID=40&md5=ac08fccebbf81fd4e83c8ef837069d9b","Purpose: The purpose of this paper is to investigate the link between qualitative measures of a firm's Board of Directors and its corporate social performance (CSP). Design/methodology/approach: CSP is a function of qualitative measures of a firm's Board of Directors, as well as firm risk and financial performance. A longitudinal sample of 104 Canadian firms is used. Findings: Board independence is positively related to social performance but shareholder orientation is not. In addition, a positive relationship between social performance with both financial performance and debt is found. Research limitations/implications: Although the sample is small and restricted to Canadian firms, the results are quite robust. Future studies should consider using qualitative measures on a larger international sample of firms. Originality/value: This paper uses qualitative measures - the degree of independence of the Board and the Board's level of shareholder orientation - to examine the interrelationship between a firm's Board of Directors and its CSP. © Emerald Group Publishing Limited.","Boards of Directors; Canada Paper type Research paper; Corporate social responsibility; Financial performance",
"Gao Y.","Corporate social performance in China: Evidence from large companies",2009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-70350617823&partnerID=40&md5=f4619000d82618e13438216ce4c78757","Based on a contest analysis of the official websites of top 100 companies in China in 2007, the paper reports the social performance of large Chinese companies. We try to focus on and answer the following three questions about CSP of large companies in China: (1) how is their overall social performance?; (2) what are the social issues they addressed?; and (3) what are the stakeholders they addressed? The results are also compared among different ownership companies and among different industrial companies. The findings indicate that CSR/CSP in China is still in the beginning stage, and CSR/CSP is different among different industrial companies. © Springer 2008.","China; Contest analysis; Corporate social performance; Corporate social responsibility; Large companies",
