Pearce II J.A.,Using Social Identity Theory to Predict Managers' Emphases on Ethical and Legal Values in Judging Business Issues,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872823646&partnerID=40&md5=bbbc3ebb20d0d7ff6bb6be959cb6536e,"The need to fill three gaps in ethics research in a business context sparked the current study. First, the distinction between the concepts of ""ethical"" and ""legal"" needs to be incorporated into theory building and empiricism. Second, a unifying theory is needed that can explain the variables that influence managers to emphasize ethics and legality in their judgments. Third, empirical evidence is needed to confirm the predictive power of the unifying theory, the discernable influence of personal and organizational variables, and the importance of the issue to the managers in determining their emphasis on the ethical and legal values of their judgments. Focused on these needs, the current research combines social identity theory with empirical findings from business ethics research. This theory building initiative framed hypothesis-driven research to investigate the influences on managers' emphasis on ethical and legal values in making business judgments. An empirical research study was conducted involving 252 practicing managers who judged 12 newsworthy business events. Data was collected on the managers' individual factors, on the groups that influence their judgments, and on the importance that the managers place on ethics and legality in judging the 12 scenarios. The research findings contribute to theory development (1) By successfully utilizing a blended extension of social identity and issue-contingent theories to understand managers' judgments, and (2) By providing evidence on the relationships between the perceived importance of an issue and the emphases managers place on ethical and legal values in their judgments. The analysis of the data was extended to provide insights on the needs of employers to tailor management training on legal and ethical decision-making. The participating managers were clustered according to their emphases on Ethical Importance and Legal Importance in judging business situations. Analysis of Variance was then combined with Scheffé Multiple Comparison Tests to assess whether the factors derived from a blended extension of social identity and issue-contingent theories were significantly different across the clusters. The product of this analysis is unique sets of attributes that describe each cluster of managers, and provide an empirical basis for determining training priorities. Finally, the carefully constructed and thoroughly tested 12 research scenarios that form the core of the survey instrument enable their redeployment in subsequent research and their use by practicing executives who wish to compare data provided by their managers to results from the study participants. © 2013 Springer Science+Business Media B.V.",Cluster analysis; Ethics; Influencing judgment; Issue-contingent theories of identity; Legality; Organizational variables; Scenario development; Social identity theory,
"Mishra A., Mishra D.",Applications of stakeholder theory in information systems and technology [Suinteresuotųjų Šalių teorijos pritaikymai informacinėse sistemose ir technologijose)],2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84920942773&partnerID=40&md5=d72d8022db7fb7209ee4c7411cf36c34,"Stakeholder theory has its origins in management literature. Preston (1999) traces the notion of stakeholders back to the great depression in the United States (1929-1941), when the General Electric company defined four major stakeholder groups -shareholders, employees, customers, and the general public. Stakeholder management has become an important tool to transfer ethics to management practice and strategy. Few management topics have generated more debate in recent decades than the underlying notion, the model and the theories surrounding stakeholders (Donaldson and Preston, 1995; Gibson, 2000; Wolfe and Putler, 2002; Friedman and Miles, 2006). The visual power of the stakeholder model and its high simplicity are seen as contributors to the success of the stakeholder concept (Fassin, 2008). An increasing interrelation is observed between the concepts of stakeholder theory, corporate responsibility, and business ethics (Valor, 2005; Garriga et al., 2004). The stakeholder approach in the organization integrates stakeholder relationships within a company’s resource base, industry setting, and socio-political arena into a single analytical framework (Susniene & Sargunas, 2009).Mumford (1979) is one of the early researchers in supporting the involvement of end-users as a component of effective in-formation systems development and implementation, using essentially the stakeholder concept in this domain. It has been proved that end-users and managers are very important towards successful system implementation. As more interorganizational information systems are developed which usually involve strategic decisions, a yet wider range of stakeholders needs to be involved (Pouloudi, 1999). In these systems the attention may switch from end-users and focus on those parties that are external to the organization, but who can also be associated in decision making at a managerial or strategic level (Pouloudi & Whitely, 1997). One of the most thorough investigations of the stakeholder concept in information systems research that relates information systems stakeholders with implementation failure was made as an early work by Lyytinen and Hirschheim (1987, 1988). They argue that failure is conditional on the capability of information system to meet the expectations of different stakeholders -i.e. to say an information system may be considered successful by some stakeholder but a failure by others. The concept of stakeholder represents a progression from developer – and user – centered problems to organization-wide and inter organizational information system problems. This is a sign of maturity of information systems research to show how holistic representation of the parties involved in the more complex systems currently developed (Pouloudi, 1999). Stakeholder theory proposes an ethical use of stakeholder concept in Information systems as ethical considerations and professional conduct is a significant issue in information system.The stakeholder theory is extensively used in management in investigating organizational ambiance, strategic management, ethical concerns, business planning process, e-government, project management, environment management, etc. Recently stakeholders are also seen as means to more successful information and communication technologies and information system development and implementation issues. The paper presents stakeholder theory, its origin and applications in Information Systems (IS) field in the literature. The main objective of this research is to build up the knowledge body of stakeholder applications in information systems and technology areas. © 2013, Kauno Technologijos Universitetas. All rights reserved.",Information systems; Management; Stakeholder; Stakeholder model; Stakeholder theory,
Simchenko N.O.,Methodological aspects of measuring corporate social performance,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84923658623&partnerID=40&md5=2360d514eb5caf8fb99d2f19938d3aa3,"The article deals with the methodological aspects of measuring corporate social performance. Despite significant difficulties in the development of socially responsible management in Ukraine, we have identified possible prospects of socially responsible business. The approach to measuring corporate social performance is proposed. © Nataliya O. Simchenko, 2013.",Company's reputation; Corporate social performance; Corporate social responsibility; Socially oriented enterprises,
Boulouta I.,Hidden Connections: The Link Between Board Gender Diversity and Corporate Social Performance,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84875744371&partnerID=40&md5=4b08790dc6ab34182ecc508238e0ef09,"This study examines whether and how female board directors may affect corporate social performance (CSP) by drawing on social role theory and feminist ethics literature. The empirical analysis, based on a sample of 126 firms drawn from the S&P500 group of companies over a 5-year period, suggests that board gender diversity (BGD) significantly affects CSP. However, this impact depends on the social performance metric under investigation. In particular, more gender diverse boards exert stronger influence on CSP metrics focusing on 'negative' business practices, such as the 'concerns' dimension of the Kinder Lydenberg Domini, Inc. (KLD) ratings. This is because such CSP ratings have the potential to induce higher levels of 'empathic caring', which strongly appeals to female directors. Hence, this study reveals further hidden connections in the BGD-CSP link which have important implications for managers, nongovernmental organisations and socially responsible investors. © 2012 Springer Science+Business Media B.V.",Board gender diversity; Corporate social performance; Empathy; Ethics of care; Feminist ethics; Gender stereotypes; Social role theory,
Fifka M.S.,Corporate citizenship in Germany and the United States - Differing perceptions and practices in transatlantic comparison,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897389896&partnerID=40&md5=04a248d098cfefa13886bfd5af678ef3,"Because of the declining fiscal capabilities of the German welfare state and the resulting reductions in social services provided by the government, increasing attention has been given to the voluntary social engagement of businesses, often referred to as corporate citizenship. In that context, scholars and politicians alike have pointed to the United States as a country with a strong corporate citizenship culture and advocated a transatlantic transfer of the respective practices. Against this background, it is the first aim of this paper to examine the socio-economic environment for corporate citizenship in both countries. Second, it will be investigated if corporate citizenship is really practiced more widely in the United States than in Germany and what forms of corporate citizenship are used by businesses. For that purpose, the corporate citizenship activities of the 100 largest companies in the United States and Germany each will be analyzed. Results show that more US than German companies undertake corporate citizenship activities and apply a wider variety of different forms. The possibilities for a transatlantic transfer are limited because of the differences in the cultural and political systems of both countries. © 2013 The Author.",,
"Hafsi T., Turgut G.",Boardroom Diversity and its Effect on Social Performance: Conceptualization and Empirical Evidence,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872795771&partnerID=40&md5=30379146661e33710e388bab81fe7abe,"In this paper, we seek to answer two questions: (1) what does boardroom diversity stand for in the strategic management literature? And, (2) is there a significant relationship between boardroom diversity and corporate social performance. We first clarify the boardroom diversity concept, distinguishing between a structural diversity of boards and a demographic diversity in boards, and then we investigate its possible linkage to social performance in a sample of S&P500 firms. We find a significant relationship between diversity in boards and social performance. This relationship is moderated by diversity of boards. Our results also reveal the effects of the specific variables that make up the diversity of boards and diversity in boards constructs. In particular, gender, and age have a significant effect on corporate social performance. Some important measurement issues are raised and discussed. © 2012 Springer Science+Business Media B.V.",Board of directors; Boardroom diversity; Corporate social performance; Corporate social responsibility; Gender diversity; KLD; Racial diversity,
Kolay M.,Developing an uniform measure of CSR across all organizations in a national context: A case study,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84903786310&partnerID=40&md5=ed89d7feba35b1c0520e8a569e972461,"The present study aims to develop an uniform measure of corporate social responsibility (CSR) that can be applied uniformly across all organizations within a national context. CSR has been measured based on the impact that an organization makes in four areas of concern relevant to a country's national goal of human development. In pursuit of such goal, the relevant areas of concern at the national level are employment generation, net national product at constant prices, conservation of scarce natural and national resources, and environment protection. Aligned with these national areas of concern, CSR areas have been identified to reflect corporate social performance across the board for all organizations using the same set of priorities as allotted at the national level. This analysis is illustrated using a case for an integrated iron and steel plant in India. © 2014 AIBE.",Alignment; CSR; Human development; National goal; Uniformity,
"Ali I., Ur Rehman K.",Stock selection behavior of individual equity investors in Pakistan,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84930009251&partnerID=40&md5=ace4182aa07dc652bd7c51c54f36f5de,"This study examines the stock selection behavior of individual equity investors in Pakistan. The study provides very important information for investment advisors regarding stock selection behavior of small equity investors in Pakistan. The understanding of investors' behavior also enables equity market regulators to improve regulator environment that best suits stakeholders. It also provides pertinent information to corporations listed at stock markets of Pakistan to attract investors. The study identifies stock attributes including dividend, price trends and volatility, firm's status at a market, source of recommendation, corporate reputation, corporate social performance, firm's visibility in media having significant effect on stock selection behavior of individual equity investors in Pakistan. © Imran Ali, Kashif Ur Rehman, 2013.",Investor behavior; Pakistan; Stock attributes; Stock selection behavior,
"Demuijnck G., Ngnodjom H.",Responsibility and Informal CSR in Formal Cameroonian SMEs,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84874802271&partnerID=40&md5=c02162e89b5c4f8ac5a8eb7475783743,"In this article, we explore the implicit conceptions of business ethics and social responsibility of owners-managers of small and medium enterprises (SME) in Cameroon. While using a hermeneutical approach, our main objective is to clarify how Sub-Saharan African business people themselves understand and define corporate responsibility in their particular economic and political environment. Our aim is not to deliver an empirical study of business practices and management behavior in SMEs. We wish to discuss which responsibilities they themselves judge to be relevant and which can legitimately be attributed to them by third parties. Secondly, we relate our findings to other empirical work on SMEs, in Africa and elsewhere. It is shown that there are similarities with the way in which SMEs in Europe interpret their responsibility, but also striking differences. Further, we relate our findings to some theoretical controversies around corporate social responsibility (CSR) in SMEs, to questions about evaluation tools for CSR in the SME context, and to the role of CSR with respect to poverty alleviation in developing countries. © 2012 Springer Science+Business Media Dordrecht.",CSR; SMEs; Sub-Saharan Africa,
Liu G.,Impacts of Instrumental Versus Relational Centered Logic on Cause-Related Marketing Decision Making,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84875706983&partnerID=40&md5=84ebccf9dfd341a6437a150a7d7b557f,"The purpose of cause-related marketing is to capitalise on a firm's social engagement initiatives to achieve a positive return on a firm's social investment. This article discusses two strategic perspectives of cause-related marketing and their impact on a firm's decision-making regarding campaign development. The instrumental dominant logic of cause-related marketing focuses on attracting customers' attention in order to generate sales. The relational dominant logic of cause-related marketing focuses on building relationships with the target stakeholders through the enhancement of a firm's legitimacy. The combination of these two types of logic gives rise to four types of cause-related marketing: altruistic, commercial, social and integrative. This paper uses the qualitative method to explore a firm's marketing decision choices regarding campaign-related decision dimensions-campaign duration, geographical scope, cause selection, and implementation strategy-for each type of cause-related marketing. The finding provides theoretical, managerial and public policy implications. © 2012 Springer Science+Business Media B.V.",Cause-related marketing; Consumer; Corporate legitimacy; Corporate social responsibility; Stakeholder management,
Abend G.,"The origins of business ethics in American universities, 1902-1936",2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84880416451&partnerID=40&md5=66c8824030f9b466541d4cad4567119c,"The history of the field of business ethics in the U.S. remains understudied and misunderstood. In this article I begin to remedy this oversight about the past, and I suggest how it can be beneficial in the present. Using both published and unpublished primary sources, I argue that the business ethics field emerged in the early twentieth century, against the backdrop of the establishment of business schools in major universities. I bring to light four important developments: business ethics lectures at the University of California and Yale University, Leon Marshall's curriculum at the College of Commerce of the University of Chicago, and the William A. Vawter Foundation on Business Ethics at Northwestern University. Then, I consider the payoffs of my historical account for business ethics theory, pedagogy, and practice. Specifically, I present four implications of my account under these headings: business ethics as a public problem; the place of ethics in business schools; historicizing business ethics; and historical self-knowledge. ©2013 Business Ethics Quarterly.",Business ethics; Business ethics history; Business school history; Business schools,
"Price G., van der Walt A.J.",Changes in Attitudes Towards Business Ethics Held by Former South African Business Management Students,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876442140&partnerID=40&md5=f5f822f5ea56bf42a0c070d022e3502f,"The objective of this study was to assess whether, and how, the attitudes towards business ethics of former South African business students have changed between the early 1990s and 2010. The study used the Attitudes Toward Business Ethics Questionnaire and applied a comparative analysis between leading business schools in South Africa. The findings of this study found a significant change in attitudes based on a set time frame, with a trend towards stronger opinions on business ethics and espoused values. Eleven factors came out as fundamental, although they were less able to explain the variation in the attitudes than the previous study. A significant change in the rankings of variables was noted and indicated a shift in attitude toward a teleological moral philosophy as well as utilitarian motives. This shows a clear trend towards compliance-based ethics, which can be explained by the proliferation of business legislation and regulation in the wake of recent corporate governance failures and the subsequent global financial crisis. © 2012 Springer Science+Business Media B.V.",Business ethics; Ethical attitudes,
"Elliott T.L., Marquis L.M., Neal C.S.",Business Ethics Perspectives: Faculty Plagiarism and Fraud,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872329507&partnerID=40&md5=daa86ffab9a36ea2912dd0f306a0e6a1,"Faculty plagiarism and fraud are widely documented occurrences but little analysis has been conducted. This article addresses the question of why faculty plagiarism and fraud occurs and suggests approaches on how to develop an environment where faculty misconduct is socially inappropriate. The authors review relevant literature, primarily in business ethics and student cheating, developing action steps that could be applied to higher education. Based upon research in these areas, the authors posit some actions that would be appropriate in higher education and suggest topics for continued study. © 2012 Springer Science+Business Media B.V.",Academic misconduct; Business ethics; Ethics; Faculty fraud; Faculty misconduct; Faculty plagiarism; Organizational ethics,
"Van Cranenburgh K.C., Liket K., Roome N.",Management Responses to Social Activism in an Era of Corporate Responsibility: A Case Study,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888846107&partnerID=40&md5=4cf20a764ce26c11b95dc9e04e0b7879,"Social activism against companies has evolved in the 50 years since Rachel Carson first put the US chemical industry under pressure to halt the indiscriminate use of the chemical DDT. Many more companies have come under the spotlight of activist attention as the agenda social activists address has expanded, provoked in part by the internationalization of business. During the past fifteen years, companies have begun to formulate corporate responsibility (CR) policies and appointed management teams dedicated to CR, resulting in a change in the way companies interact with social activists. This paper presents findings from a longitudinal case study of managerial responses to social activism targeted at a company with relatively well-advanced CR practices and reputation. The case describes the unfolding of the internal processes over an 8-year period, including the role played by different managers and the tensions in the decision-making processes. The findings emphasize how values and beliefs in the company interact with economic arguments and how those are mediated through functions and relationships in the company and beyond. The paper shows how critical managers' understanding of the motivations of activists behind the campaign is in shaping their actions. It reveals the paradoxical outcomes that can result from social activism at the level of the firm, the industry, and the field. © 2012 Springer Science+Business Media Dordrecht.",Corporate responsibility; Cybernetic model; Dynamic interactions and responses; Outcomes; Social activism,
"Verbeke A., Tung V.",The Future of Stakeholder Management Theory: A Temporal Perspective,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872814611&partnerID=40&md5=d9f7753abf8fb28b081c5cfc2749b026,"We propose adding a temporal dimension to stakeholder management theory, and assess the implications thereof for firm-level competitive advantage. We argue that a firm's competitive advantage fundamentally depends on its capacity for stakeholder management related, transformational adaptation over time. Our new temporal stakeholder management approach builds upon insights from both the resource-based view (RBV) in strategic management and institutional theory. Stakeholder agendas and their relative salience to the firm evolve over time, a phenomenon well understood in the literature, and requiring what we call level 1 adaptation. However, the dominant direction of stakeholder pressures can also change, namely, from supporting resource heterogeneity at the firm level to fostering industry homogeneity, and vice versa. When dominant stakeholder pressures shift from supporting heterogeneity towards stimulating homogeneity in industry, the firm must engage in level 2 or transformational adaptation. Stakeholders typically provide valuable resources to the firm in an early stage. Without these resources, which foster heterogeneity (in line with RBV thinking), the firm would not exist. At a later stage, stakeholders also contribute to inter-firm homogeneity via isomorphism pressures (in line with institutional theory thinking). Adding a temporal dimension to stakeholder management theory has far reaching implications for this theory's practical relevance to senior level management in business. © 2012 Springer Science+Business Media B.V.",Competitive advantage; Institutional theory; Resource-based view; Stakeholder management theory; Temporal perspective,
"Chan K.C., Fung H.-G., Yau J.",Predominant sources and contributors of influential business ethics research: Evidence and implications from a threshold citation analysis,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897454548&partnerID=40&md5=ef19b0dd235f8d0b668415cc3354c675,"Influential or frequently cited business ethics research does not appear in a vacuum; our study reveals its predominant sources and contributors by discipline. By examining citations from articles published in three top business ethics journals (Journal of Business Ethics, Business Ethics Quarterly and Business Ethics: A European Review) over the period 2004-2008, we document that the preponderance of influential business ethics research comes primarily from the management faculty. In addition, management journals and management books are the predominant sources for influential business ethics research. Further, among the management fields, organizational behavior and organizational structure predominate leadership and strategy as the major subject areas for influential business ethics research, suggesting that this influential body of research is focused on a micro rather than on a macro context. These empirical results lend credence to the perception that there is a silo effect in influential business ethics research and suggest that business ethics research in a micro context might have permeated to the teaching of business ethics. © 2013 The Authors.",,
"Fooks G., Gilmore A., Collin J., Holden C., Lee K.","The Limits of Corporate Social Responsibility: Techniques of Neutralization, Stakeholder Management and Political CSR",2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872673294&partnerID=40&md5=854cdd566e9555c50ea0384ba69d965f,"Since scholarly interest in corporate social responsibility (CSR) has primarily focused on the synergies between social and economic performance, our understanding of how (and the conditions under which) companies use CSR to produce policy outcomes that work against public welfare has remained comparatively underdeveloped. In particular, little is known about how corporate decision-makers privately reconcile the conflicts between public and private interests, even though this is likely to be relevant to understanding the limitations of CSR as a means of aligning business activity with the broader public interest. This study addresses this issue using internal tobacco industry documents to explore British-American Tobacco's (BAT) thinking on CSR and its effects on the company's CSR Programme. The article presents a three-stage model of CSR development, based on Sykes and Matza's theory of techniques of neutralization, which links together: how BAT managers made sense of the company's declining political authority in the mid-1990s; how they subsequently justified the use of CSR as a tool of stakeholder management aimed at diffusing the political impact of public health advocates by breaking up political constituencies working towards evidence-based tobacco regulation; and how CSR works ideologically to shape stakeholders' perceptions of the relative merits of competing approaches to tobacco control. Our analysis has three implications for research and practice. First, it underlines the importance of approaching corporate managers' public comments on CSR critically and situating them in their economic, political and historical contexts. Second, it illustrates the importance of focusing on the political aims and effects of CSR. Third, by showing how CSR practices are used to stymie evidence-based government regulation, the article underlines the importance of highlighting and developing matrices to assess the negative social impacts of CSR. © 2012 The Author(s).",Corporate political activity; Corporate social responsibility; Political CSR; Stakeholder management; Techniques of neutralization,
Eastman W.,Ideology as rationalization and as self-righteousness: Psychology and law as paths to critical business ethics,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84891954690&partnerID=40&md5=ee8d7f755256ccd8a08ccc2ed3196d1a,"Research on political ideology in law and psychology can be fruitfully applied to the question of whether business ethics is ideological, and, if so, what response is warranted. I suggest that legal and psychological research streams can be drawn upon to create a new genre of critical business ethics that differs from normative and empirical business ethics. In psychology, Moral Foundations Theory (MFT) suggests how the mainstream ideology within an academic field can be criticized as a reflection of a self-righteous, us-them mind-set. In law, Critical Legal Studies (CLS) suggests how a field's mainstream ideology can be criticized as a rationalization of the status quo. I suggest that the MFT and CLS criticisms of ideology can be joined to develop a critical approach to business ethics that seriously examines science on normatively charged topics, such as liberal-conservative differences and implicit attitudes, and that frames it in terms of alternative narratives.",Critical business ethics; Critical legal studies; Ideology; Moral foundations theory,
"Beverungen A., Dunne S., Hoedemaekers C.",The financialisation of business ethics,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878319138&partnerID=40&md5=42e56f0051ea82ebe918545fe5a798be,"Business schools have become implicated in the widespread demonisation of the financial classes. By educating those held most responsible for the crisis - financial traders and speculators - they are said to have produced ruthlessly talented graduates who have ambition in abundance but little sense for social responsibility or ethics. This ethical lack thrives upon the trading floor within a compelling critique of the complicity of the pedagogy of the business school with the financial crisis of the global economy. An ethical turn within the curriculum is now widely encouraged as a counteractive force. Within this paper, however, we argue that taking this ethical turn is not enough. For business ethicists to learn from the financial crisis, the crisis' legacy needs to be taken account of, and financialisation needs to be taken seriously. Pedagogical reform cannot bracket itself off from the crisis as if it were coincidental with or separate from it. Post-crisis pedagogy must rather take the fact that it is requested now, in light of the crisis, as its very point of departure. The financial crisis must not be understood as something to be resisted in the name of Business Ethics. Instead, the financial crisis must be understood as the very foundation for contemporary Business Ethics in particular and for contemporary business and management education more generally. © 2012 The Authors.",,
"Couch R.B., Spencer J.M.",Economy suspended: The possibilities of a Badiouian business ethics,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897432578&partnerID=40&md5=5b6f32d584127de5f54d2ea355a2b8c8,"In the philosophy of Alain Badiou, ethics can only arise in relation to an evental truth procedure that breaks from the economic logic of a situation. Further, because for Badiou there cannot be economic truths per se - rather, economic matters must be understood in their relation to one or more truths in the domain of love, art, science or politics - a Badiouian business ethics would look entirely distinct from any ethics that simply places limits on certain kinds of economic activity. Although Slavoj Žižek, among others, has suggested that this marks an essential weakness in Badiou's economic/political theory, it may actually be the greatest strength of his position. Within a capitalist system, a Badiouian business ethics would then be a question of mobilizing economic resources in order to serve the ongoing construction of a truth procedure. For a business to be considered ethical on Badiou's terms, it must break - and continue to break - from the dominant logic of capitalism and its merely economic pursuit of profit maximization. © 2013 The Author.",,
Brown E.,Vulnerability and the Basis of Business Ethics: From Fiduciary Duties to Professionalism,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876446710&partnerID=40&md5=fea147b08b9f6149f5de043617274513,"This paper examines the role of vulnerability in the basis of business ethics by criticizing its role in giving a moral substantial character to fiduciary duties to shareholders. The target is Marcoux's (Bus Ethics Q 13(1):1-24, 2003) argument for morally substantial fiduciary duties vis-à-vis the multifiduciary stakeholder theory. Rather than proceed to support the stakeholder paradigm, a conception of vulnerability is combined with Heath's 2004) ""market failure"" view of the ethical obligations of managers as falling out of their roles as professionals involved in the institution of the market. The result is the core of a theoretically defensible and managerially motivating and deployable ethic. © 2012 Springer Science+Business Media B.V.",Fiduciary duties; Foundations of business ethics; Market failures; Professionalism; Shareholder primacy; Stakeholder theory; Vulnerability,
"Rehbein K., Logsdon J.M., van Buren III H.J.",Corporate Responses to Shareholder Activists: Considering the Dialogue Alternative,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872340131&partnerID=40&md5=d24cf2dc17ac6da47a243a52cbe94c38,"This empirical study examines corporate responses to activist shareholder groups filing social-policy shareholder resolutions. Using resource dependency theory as our conceptual framing, we identify some of the drivers of corporate responses to shareholder activists. This study departs from previous studies by including a fourth possible corporate response, engaging in dialogue. Dialogue, an alternative to shareholder resolutions filed by activists, is a process in which corporations and activist shareholder groups mutually agree to engage in ongoing negotiations to deal with social issues. Based on a unique dataset of resolutions filed by member organizations of the Interfaith Center on Corporate Responsibility from 2002 to 2005 and the outcomes of these resolutions, our analysis finds that corporate managers are more likely to engage in dialogue with shareholder activists when the firm is larger, is more responsive to stakeholders, the CEO is the board chair, and the firm has a relatively lower percentage of institutional investors. © 2012 Springer Science+Business Media B.V.",Corporate governance; Corporate social responsibility; Dialogue; Interfaith Center on Corporate Responsibility; Shareholder activism; Shareholder resolutions; Social activism,
Botsian O.,Ethics of business in Ukraine through the prism of non-financial reporting,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84900461820&partnerID=40&md5=6a5b1ca9a60cb50041634e0b6dd36f37,"The author made comprehensive consideration of business ethics in Ukraine from the philosophical and economic perspectives. The specifics of business ethics by examining the level of community awareness of non-financial reporting were generalized. The author states that more and more companies position themselves as ethical, confirming this by nonfinancial reports compilation. However, analysis of the reports quality showed that these reports have the following shortcomings: 1) non-clarity; 2) lack of credibility; 3) concealing of negative experiences; 4) noncomparison. It is found that in Ukraine only 19.35% of non-financial statements fully comply with the principles of information quality assurance. The author concludes that all the firms by the coverage of business ethics in nonfinancial reporting can be divided into the following groups: amoral, conventionally moral, ethically relative and ethically universal. The first two groups of companies do not provide non-financial reporting, while the second two - provide. The companies searching the universal ethical approaches to business activity are the key force for sustainable development of the society, or the Aristotle's ""polis autarky"".",Business ethics; Corporate social responsibility; Non-financial statement,
Arnold D.G.,Global justice and international business,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878661210&partnerID=40&md5=05b393b9ac7c634140ee3ce4c87e9b3a,"Little theoretical attention has been paid to the question of what obligations corporations and other business enterprises have to the four billion people living at the base of the global economic pyramid. This article makes several theoretical contributions to this topic. First, it is argued that corporations are properly understood as agents of global justice. Second, the legitimacy of global governance institutions and the legitimacy of corporations and other business enterprises are distinguished. Third, it is argued that a deliberative democracy model of corporate legitimacy defended by theorists of political CSR is unsatisfactory. Fourth, it is argued that a Rawlsian theoretical framework fails to provide a satisfactory account of the obligations of corporations regarding global justice. Finally, an ethical conception of CSR grounded in an appropriately modest set of duties tied to corporate relationships is then defended. This position is cosmopolitan in scope and grounded in overlapping arguments for human rights. ©2013 Business Ethics Quarterly.",Base of the pyramid; Business ethics; Cosmopolitanism; Ethical CSR; Human rights; Legitimacy; Political CSR; Poverty; Rawls,
"Wilson I.E., Rezgui Y.",Barriers to construction industry stakeholders' engagement with sustainability: Toward a shared knowledge experience,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884991371&partnerID=40&md5=c5c267c258b2728575cdd1b4bb2adc08,"Sustainability ill-practices in the construction industry can have major drawbacks on meeting governmental targets on carbon and energy reduction. Using a mixed-method approach drawn from three studies to explore the level of engagement of construction stakeholders in adopting government sustainability agendas, the research identifies a wide range of perceived barriers, which operate broadly at 'individual' and 'organisational' levels. Sustainability knowledge in construction is fragmented, diverse, embedded in various documents, and developed in a non-concerted and integrated way across stakeholders, localities, regions, and countries. There is an emergent need for a socio-technical 'knowledge solution' to create circles of impacts that bind building professionals, energy administrations, and citizens in a shared sustainability experience to address a number of issues. © 2013 Copyright Vilnius Gediminas Technical University (VGTU) Press Technika.",awareness; behaviour; engagement; knowledge management; stakeholder perceptions; sustainable construction,
"Carlos Pinho J., de Sá E.S.",Entrepreneurial performance and stakeholders' relationships: A social network analysis perspective,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84896321462&partnerID=40&md5=47b5caf19a16101db711fa270c069eb8,"This study aims at examining the overall pattern of networks between low, moderate and high entrepreneurial performance of new ventures. Following a quantitative methodological approach, a survey was administered to a sample of seventy three new ventures to empirically test and analyse their relationships with different stakeholders. The results from this study revealed that the pattern of networks between entrepreneurial ventures and their inter-relationships with different stakeholders varies according to each category of performance. For instance, while high entrepreneurial performers show a high degree of density of relationships and develop in-depth interactions with current major suppliers, customers and close relatives, low entrepreneurial performers reveal the opposite pattern. This paper also shows the relevance of social network analysis as a potential tool for researchers and managers. A key contribution of network analysis is that it allows analyzing the structural patterns of connected systems. Future research opportunities include crosslongitudinal analysis to study different entrepreneurial performance ventures, over time. The network approach enables examination of network power shifts and identification of opportunities.",,
"Klein T.A., Laczniak G.R.",Implications of Caritas in Veritate for Marketing and Business Ethics,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84874800815&partnerID=40&md5=131bf1217ba78e85ebcc232aed30cd63,"In an effort to assess the latest thinking in the Roman Catholic Church on economic matters, we examine the newest encyclical by Pope Benedict XVI, Caritas in Veritate (Charity in Truth) for guidance concerning marketing and business strategy. Core ethical values, consistent with historical Catholic Social Teachings (CST), are retained. However, some important nuances are added to previous treatments, and, reflecting the mind of the current Pontiff, certain points of emphasis are shifted to account for recent global developments. Key areas of consistency and differences (as we perceive them) are spelled out along with some brief commentary on the evolution of the CST position on matters of importance to business decision makers. We close our analysis with a brief discussion of how the lessons of the encyclical can be applied to selected marketing problems embedded with ethical issues, including some criteria for evaluating marketing programs. Finally, we note some editorial commentary published in the wake of the letter's release along with our own summation. © 2012 Springer Science+Business Media Dordrecht.",Business ethics; Catholic social teaching; Global economy; Marketing ethics; Socio-economic inequality,
